date,daily_return,cumulative_return,portfolio_value,benchmark_daily_return,benchmark_cumulative_return,benchmark_source,benchmark_value
2025-10-21,0.0008168315697881788,-0.03580615615679095,96419.3843843209,0.0009847870712353934,0.07232469112517337,official_nse_nifty50_index,107232.46911251734
2025-10-23,-0.0044108404598051055,-0.04005906137430948,95994.09386256905,0.000881377422821572,0.07326981389786513,official_nse_nifty50_index,107326.98138978651
2025-10-24,-0.0010802940816866434,-0.0410960798890756,95890.39201109244,-0.003717450582046533,0.06927998640349764,official_nse_nifty50_index,106927.99864034976
2025-10-27,0.004839890824955487,-0.03645508960411692,96354.4910395883,0.006625276457008278,0.07636426192336687,official_nse_nifty50_index,107636.42619233669
2025-10-28,-0.0019206201494523206,-0.03830569337392542,96169.43066260745,-0.001149578006666374,0.07512689724069799,official_nse_nifty50_index,107512.6897240698
2025-10-29,-0.001129230955749275,-0.03939166835493535,96060.83316450646,0.004538058774994136,0.0800058862909534,official_nse_nifty50_index,108000.58862909533
2025-10-30,-0.00586498789615277,-0.0450256245929771,95497.43754070229,-0.006757145763206407,0.07270812909216451,official_nse_nifty50_index,107270.81290921645
2025-10-31,0.00526718906965017,-0.03999559400103736,96000.44059989626,-0.006018660746545779,0.06625186278309703,official_nse_nifty50_index,106625.1862783097
2025-11-03,6.38017328772842e-05,-0.03993434405636476,96006.56559436352,0.0016036793263380922,0.06796178885211179,official_nse_nifty50_index,106796.17888521118
2025-11-04,-0.0008413955713616199,-0.04074213904749224,95925.78609525078,-0.00643161700632866,0.061093067648821275,official_nse_nifty50_index,106109.30676488213
2025-11-06,-0.00917715125900532,-0.04954539353384335,95045.46064661567,-0.0034358622764198987,0.05744729800591597,official_nse_nifty50_index,105744.7298005916
2025-11-07,-0.0027174290575799898,-0.05212818649936524,94787.18135006347,-0.0006820934781671673,0.0567260201004407,official_nse_nifty50_index,105672.60201004407
2025-11-10,0.005558541492687034,-0.046859401694273384,95314.05983057266,0.0032186189555276634,0.060127218499535395,official_nse_nifty50_index,106012.72184995354
2025-11-11,0.0031709425132890475,-0.04383704764996388,95616.2952350036,0.004715662372650753,0.0651264205340365,official_nse_nifty50_index,106512.64205340364
2025-11-12,0.0061290218757232805,-0.03797670399825437,96202.32960017456,0.007038348002233796,0.07262315094812877,official_nse_nifty50_index,107262.31509481288
2025-11-13,-0.0008688136863863598,-0.038812523004443156,96118.74769955568,0.00012946459626372864,0.0727620176713093,official_nse_nifty50_index,107276.20176713093
2025-11-14,0.0011979178074192824,-0.03766109940948181,96233.89005905182,0.001194011395273753,0.07404290774482569,official_nse_nifty50_index,107404.29077448256
2025-11-17,0.006521852760897047,-0.03138486679374697,96861.51332062531,0.003990729465979559,0.0783291224244893,official_nse_nifty50_index,107832.91224244893
2025-11-18,-0.0004562831483701588,-0.03182682955628524,96817.31704437148,-0.0039748668477268545,0.07404290774482591,official_nse_nifty50_index,107404.2907744826
2025-11-19,0.004670920070867666,-0.02730457006238418,97269.54299376158,0.005503655917298511,0.07995407034946833,official_nse_nifty50_index,107995.40703494684
2025-11-20,0.006807333810442025,-0.020683107574907433,97931.68924250925,0.005354541668505908,0.08573672941922705,official_nse_nifty50_index,108573.6729419227
2025-11-21,-0.006462090497384501,-0.02701154195937594,97298.84580406241,-0.004734242893385976,0.08059658802388592,official_nse_nifty50_index,108059.65880238859
2025-11-24,-0.004828102106922196,-0.03170922958365274,96829.07704163472,-0.004167921390662577,0.07609274638998409,official_nse_nifty50_index,107609.27463899841
2025-11-25,0.0026473497615800835,-0.029145825243450996,97085.4174756549,-0.0028775592750245327,0.07299622572682307,official_nse_nifty50_index,107299.6225726823
2025-11-26,0.007115319963633324,-0.0222378871520289,97776.21128479711,0.01238178390406719,0.08628183312365234,official_nse_nifty50_index,108628.18331236523
2025-11-27,-0.00641913267489917,-0.028514271878889663,97148.57281211103,0.00039114224985015156,0.08670672384383171,official_nse_nifty50_index,108670.67238438317
