total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,best_day,worst_day,positive_day_rate,observations,symbol,score_type
0.3129789778975791,0.28815059159192846,0.13641345077046543,2.112332691273838,-0.0907675708722323,0.02664516527996402,-0.029906945088940488,0.5793357933579336,271,HINDALCO,average
0.4024148584053575,0.3695531454786014,0.20127429599743468,1.836067261580741,-0.1165967881607024,0.05936963412668571,-0.03844420516836336,0.5276752767527675,271,SHRIRAMFIN,average
0.18669443269466957,0.172538069620235,0.11550136924054652,1.4938183915456635,-0.08634219233801665,0.04588488910384851,-0.01821219332679098,0.47601476014760147,271,APOLLOHOSP,average
0.265995733121402,0.24523306944802736,0.1670292839120505,1.4682040400601561,-0.12683118324071185,0.05290004163197338,-0.03300207435344829,0.5239852398523985,271,EICHERMOT,average
0.17733554582462485,0.16393677380268157,0.1192618692344106,1.374595039093861,-0.12449588629095676,0.04068452738184544,-0.035284798534798587,0.5202952029520295,271,SBIN,average
0.17992714704110413,0.1663190662334837,0.13132605770354472,1.2664589887327018,-0.07309018824295388,0.028279848866498706,-0.027935191518467854,0.5313653136531366,271,JSWSTEEL,average
0.17417146491828794,0.16102773900768286,0.12830521686713514,1.255036567799368,-0.08513234364378652,0.03813245935848674,-0.03702378209576684,0.5350553505535055,271,GRASIM,average
0.18238230277088552,0.16857559471987837,0.14123214295454362,1.1936064354283387,-0.06776443257242548,0.03604792937172028,-0.03845489021956084,0.5018450184501845,271,TITAN,average
0.16725914517360185,0.1546706843122505,0.13474467271229093,1.1478797728983758,-0.16420791359381026,0.030235738126834808,-0.02396562339924191,0.5092250922509225,271,ASIANPAINT,average
0.18431951179087358,0.1703558475873279,0.17240636202146511,0.9881065036690356,-0.10921599448040475,0.06056443945549143,-0.04715439117522269,0.4870848708487085,271,ADANIPORTS,average
0.12093077037796496,0.11199487903016747,0.11835960608229766,0.9462255133925955,-0.08156392242444954,0.04427609540854106,-0.02577945743247202,0.5535055350553506,271,SUNPHARMA,average
0.13943495407389372,0.1290547307140104,0.13770377576772022,0.9371909375360986,-0.0859964586299089,0.030954615707025672,-0.02786312652811738,0.5166051660516605,271,BAJAJ-AUTO,average
0.14160836244643282,0.13105721456117347,0.14811763098663597,0.8848184627865012,-0.09730869166651146,0.033401761474840606,-0.0346019809487702,0.5166051660516605,271,TATASTEEL,average
0.11362433023623986,0.10525331704359164,0.13905750124114116,0.7569049932881412,-0.17751044094607737,0.049227473716759444,-0.02877104821650013,0.5202952029520295,271,MARUTI,average
0.0822206639160874,0.07624194920307281,0.11422796892606966,0.6674543014278572,-0.08920123092296839,0.034062542996560356,-0.02555261683048802,0.4907749077490775,271,AXISBANK,average
0.13157375835852392,0.1218095270518984,0.18753674431821252,0.6495235240151759,-0.2001150530340956,0.06519001703919002,-0.06413383819018405,0.4870848708487085,271,ADANIENT,average
