strategy,rebalance_block,start_date,end_date,holding_calendar_days,priced_holding_calendar_days,symbol,score,weight,portfolio_value_at_rebalance,target_allocation_value,allocation_value,entry_close,end_close,previous_quantity,quantity,quantity_change,period_return
fundamental,7,2025-12-08,2026-01-07,31,31,ASIANPAINT,69,0.10486322188449848,111139.5944835133,11654.455956477837,8784.900000000001,2928.3,2809.4,4,3,-1,-0.04060376327562065
fundamental,7,2025-12-08,2026-01-07,31,31,SHRIRAMFIN,67,0.10182370820668693,111139.5944835133,11316.64563889877,10845.25,834.25,995.85,14,13,-1,0.193706922385376
fundamental,7,2025-12-08,2026-01-07,31,31,GRASIM,64,0.0972644376899696,111139.5944835133,10809.930162530169,8232.599999999999,2744.2,2837.1,3,3,0,0.03385321769550331
fundamental,7,2025-12-08,2026-01-07,31,31,JSWSTEEL,63,0.09574468085106383,111139.5944835133,10641.025003740635,10071.9,1119.1,1189.8,8,9,1,0.06317576624072929
fundamental,7,2025-12-08,2026-01-07,31,31,APOLLOHOSP,61,0.09270516717325228,111139.5944835133,10303.214686161567,7096.0,7096.0,7447.5,1,1,0,0.04953494926719282
fundamental,7,2025-12-08,2026-01-07,31,31,HINDALCO,58,0.08814589665653495,111139.5944835133,9796.499209792964,9013.95,819.45,938.45,12,11,-1,0.14521935444505463
fundamental,7,2025-12-08,2026-01-07,31,31,SBIN,57,0.08662613981762918,111139.5944835133,9627.59405100343,9564.0,956.4,1007.15,9,10,1,0.05306357172731069
fundamental,8,2026-01-08,2026-02-06,31,30,EICHERMOT,79,0.12172573189522343,115075.57941496311,14007.659127553292,7551.0,7551.0,7177.5,1,1,0,-0.0494636471990465
fundamental,8,2026-01-08,2026-02-06,31,30,ADANIPORTS,75,0.11556240369799692,115075.57941496311,13298.410564132872,13186.800000000001,1465.2,1550.7,8,9,1,0.058353808353808434
fundamental,8,2026-01-08,2026-02-06,31,30,TITAN,72,0.11093990755007704,115075.57941496311,12766.474141567556,12747.0,4249.0,4141.0,3,3,0,-0.025417745351847487
fundamental,8,2026-01-08,2026-02-06,31,30,APOLLOHOSP,66,0.1016949152542373,115075.57941496311,11702.601296436927,7364.5,7364.5,7152.5,1,1,0,-0.028786747233349175
fundamental,8,2026-01-08,2026-02-06,31,30,GRASIM,65,0.10015408320493066,115075.57941496311,11525.28915558182,11168.0,2792.0,2836.9,3,4,1,0.016081661891117482
fundamental,8,2026-01-08,2026-02-06,31,30,SHRIRAMFIN,63,0.0970724191063174,115075.57941496311,11170.66487387161,10921.9,992.9,1002.5,13,11,-2,0.009668647396515295
fundamental,8,2026-01-08,2026-02-06,31,30,ASIANPAINT,62,0.09553158705701079,115075.57941496311,10993.352733016507,8359.5,2786.5,2401.1,3,3,0,-0.13830970751839233
fundamental,8,2026-01-08,2026-02-06,31,30,JSWSTEEL,61,0.09399075500770417,115075.57941496311,10816.040592161402,10403.1,1155.9,1236.2,9,9,0,0.06946967730772546
fundamental,8,2026-01-08,2026-02-06,31,30,SBIN,59,0.09090909090909091,115075.57941496311,10461.416310451192,9980.0,998.0,1066.4,10,10,0,0.06853707414829668
fundamental,8,2026-01-08,2026-02-06,31,30,HINDALCO,47,0.0724191063174114,115075.57941496311,8333.670620189932,8135.55,903.95,942.55,11,9,-2,0.04270147685159564
fundamental,9,2026-02-09,2026-03-11,31,31,EICHERMOT,79,0.12172573189522343,116939.22014545437,14234.512159462089,7195.5,7195.5,7253.5,1,1,0,0.008060593426447049
fundamental,9,2026-02-09,2026-03-11,31,31,ADANIPORTS,75,0.11556240369799692,116939.22014545437,13513.777366577931,12493.6,1561.7,1410.8,9,8,-1,-0.09662547224178786
fundamental,9,2026-02-09,2026-03-11,31,31,TITAN,72,0.11093990755007704,116939.22014545437,12973.226271914815,12773.400000000001,4257.8,4140.3,3,3,0,-0.027596411292216683
fundamental,9,2026-02-09,2026-03-11,31,31,APOLLOHOSP,66,0.1016949152542373,116939.22014545437,11892.12408258858,7211.0,7211.0,7684.0,1,1,0,0.06559423103591744
fundamental,9,2026-02-09,2026-03-11,31,31,GRASIM,65,0.10015408320493066,116939.22014545437,11711.94038436754,11705.2,2926.3,2735.6,4,4,0,-0.06516761781088753
fundamental,9,2026-02-09,2026-03-11,31,31,SHRIRAMFIN,63,0.0970724191063174,116939.22014545437,11351.572987925461,10627.0,1062.7,1031.7,11,10,-1,-0.029170979580314338
fundamental,9,2026-02-09,2026-03-11,31,31,ASIANPAINT,62,0.09553158705701079,116939.22014545437,11171.389289704424,9669.6,2417.4,2232.0,3,4,1,-0.07669396872673129
fundamental,9,2026-02-09,2026-03-11,31,31,JSWSTEEL,61,0.09399075500770417,116939.22014545437,10991.205591483385,9960.0,1245.0,1178.8,9,8,-1,-0.0531726907630522
fundamental,9,2026-02-09,2026-03-11,31,31,SBIN,59,0.09090909090909091,116939.22014545437,10630.838195041306,10314.0,1146.0,1091.1,10,9,-1,-0.047905759162303774
fundamental,9,2026-02-09,2026-03-11,31,31,HINDALCO,47,0.0724191063174114,116939.22014545437,8468.633816388838,7714.0,964.25,959.1,9,8,-1,-0.005340938553279773
fundamental,10,2026-03-12,2026-04-10,31,30,EICHERMOT,79,0.12172573189522343,113701.56708804067,13840.406471425598,6975.5,6975.5,7424.0,1,1,0,0.06429646620313956
fundamental,10,2026-03-12,2026-04-10,31,30,ADANIPORTS,75,0.11556240369799692,113701.56708804067,13139.626396923035,12523.5,1391.5,1475.3,8,9,1,0.06022278117139779
fundamental,10,2026-03-12,2026-04-10,31,30,TITAN,72,0.11093990755007704,113701.56708804067,12614.041341046115,12388.800000000001,4129.6,4505.0,3,3,0,0.09090468810538543
fundamental,10,2026-03-12,2026-04-10,31,30,APOLLOHOSP,66,0.1016949152542373,113701.56708804067,11562.871229292272,7574.5,7574.5,7511.5,1,1,0,-0.00831738068519372
fundamental,10,2026-03-12,2026-04-10,31,30,GRASIM,65,0.10015408320493066,113701.56708804067,11387.67621066663,10692.4,2673.1,2742.6,4,4,0,0.02599977554150601
fundamental,10,2026-03-12,2026-04-10,31,30,SHRIRAMFIN,63,0.0970724191063174,113701.56708804067,11037.28617341535,10317.0,1031.7,1027.55,10,10,0,-0.004022487157119392
fundamental,10,2026-03-12,2026-04-10,31,30,ASIANPAINT,62,0.09553158705701079,113701.56708804067,10862.09115478971,8884.8,2221.2,2360.7,4,4,0,0.06280388978930307
fundamental,10,2026-03-12,2026-04-10,31,30,JSWSTEEL,61,0.09399075500770417,113701.56708804067,10686.89613616407,10553.4,1172.6,1214.8,8,9,1,0.035988401842060425
fundamental,10,2026-03-12,2026-04-10,31,30,SBIN,59,0.09090909090909091,113701.56708804067,10336.506098912789,9766.800000000001,1085.2,1066.7,9,9,0,-0.017047548838923676
fundamental,10,2026-03-12,2026-04-10,31,30,HINDALCO,47,0.0724191063174114,113701.56708804067,8234.165875405102,7758.0,969.75,992.1,8,8,0,0.023047177107502037
fundamental,11,2026-04-13,2026-05-13,31,31,EICHERMOT,76,0.11411411411411411,115626.02805495202,13194.561760024555,7050.0,7050.0,6971.5,1,1,0,-0.011134751773049678
fundamental,11,2026-04-13,2026-05-13,31,31,SHRIRAMFIN,72,0.10810810810810811,115626.02805495202,12500.111141075895,12049.2,1004.1,920.55,10,12,2,-0.0832088437406634
fundamental,11,2026-04-13,2026-05-13,31,31,APOLLOHOSP,70,0.10510510510510511,115626.02805495202,12152.885831601565,7516.5,7516.5,8004.5,1,1,0,0.06492383423135761
fundamental,11,2026-04-13,2026-05-13,31,31,JSWSTEEL,70,0.10510510510510511,115626.02805495202,12152.885831601565,12042.0,1204.2,1274.9,9,10,1,0.05871117754525823
fundamental,11,2026-04-13,2026-05-13,31,31,ADANIPORTS,68,0.1021021021021021,115626.02805495202,11805.660522127235,11722.4,1465.3,1737.8,9,8,-1,0.18596874360199278
fundamental,11,2026-04-13,2026-05-13,31,31,ASIANPAINT,68,0.1021021021021021,115626.02805495202,11805.660522127235,11762.0,2352.4,2617.6,4,5,1,0.11273592926373066
fundamental,11,2026-04-13,2026-05-13,31,31,GRASIM,66,0.0990990990990991,115626.02805495202,11458.435212652903,10852.0,2713.0,2945.6,4,4,0,0.08573534832288976
fundamental,11,2026-04-13,2026-05-13,31,31,TITAN,65,0.09759759759759759,115626.02805495202,11284.822557915737,8878.6,4439.3,4090.7,3,2,-1,-0.07852589372198326
fundamental,11,2026-04-13,2026-05-13,31,31,SBIN,60,0.09009009009009009,115626.02805495202,10416.759284229911,9571.949999999999,1063.55,970.1,9,9,0,-0.08786610878661083
fundamental,11,2026-04-13,2026-05-13,31,31,HINDALCO,51,0.07657657657657657,115626.02805495202,8854.245391595425,8804.25,978.25,1073.1,8,9,1,0.09695885509838997
fundamental,12,2026-05-14,2026-06-12,31,30,EICHERMOT,76,0.11463046757164404,119057.17766273886,13647.579943240049,7034.0,7034.0,7312.0,1,1,0,0.03952232015922652
fundamental,12,2026-05-14,2026-06-12,31,30,APOLLOHOSP,70,0.10558069381598793,119057.17766273886,12570.139421405309,8119.0,8119.0,8498.0,1,1,0,0.04668062569281939
fundamental,12,2026-05-14,2026-06-12,31,30,JSWSTEEL,70,0.10558069381598793,119057.17766273886,12570.139421405309,11672.1,1296.9,1297.6,10,9,-1,0.0005397486313516442
fundamental,12,2026-05-14,2026-06-12,31,30,SHRIRAMFIN,69,0.10407239819004525,119057.17766273886,12390.56600109952,12156.300000000001,935.1,954.95,12,13,1,0.021227676184365274
fundamental,12,2026-05-14,2026-06-12,31,30,ADANIPORTS,68,0.10256410256410256,119057.17766273886,12210.992580793729,10640.400000000001,1773.4,1812.9,8,6,-2,0.02227359873688961
fundamental,12,2026-05-14,2026-06-12,31,30,ASIANPAINT,68,0.10256410256410256,119057.17766273886,12210.992580793729,10488.8,2622.2,2747.4,5,4,-1,0.04774616734040138
fundamental,12,2026-05-14,2026-06-12,31,30,GRASIM,66,0.09954751131221719,119057.17766273886,11851.845740182149,11754.8,2938.7,3105.5,4,4,0,0.05675979174464896
fundamental,12,2026-05-14,2026-06-12,31,30,TITAN,65,0.09803921568627451,119057.17766273886,11672.272319876358,8270.4,4135.2,4184.0,2,2,0,0.011801122073902048
fundamental,12,2026-05-14,2026-06-12,31,30,SBIN,60,0.09049773755656108,119057.17766273886,10774.405218347409,9799.0,979.9,1017.15,9,10,1,0.03801408306970089
fundamental,12,2026-05-14,2026-06-12,31,30,HINDALCO,51,0.07692307692307693,119057.17766273886,9158.244435595298,8826.4,1103.3,1021.6,9,8,-1,-0.07405057554608896
fundamental,13,2026-06-15,2026-07-02,31,18,EICHERMOT,76,0.11463046757164404,122013.66925120399,13986.48395639744,7624.5,7624.5,7250.0,1,1,0,-0.04911797494917702
fundamental,13,2026-06-15,2026-07-02,31,18,APOLLOHOSP,70,0.10558069381598793,122013.66925120399,12882.28785457659,8468.5,8468.5,8696.0,1,1,0,0.026864261675621393
fundamental,13,2026-06-15,2026-07-02,31,18,JSWSTEEL,70,0.10558069381598793,122013.66925120399,12882.28785457659,11668.5,1296.5,1223.8,9,9,0,-0.05607404550713457
fundamental,13,2026-06-15,2026-07-02,31,18,SHRIRAMFIN,69,0.10407239819004525,122013.66925120399,12698.255170939783,12007.8,1000.65,1066.7,13,12,-1,0.06600709538799787
fundamental,13,2026-06-15,2026-07-02,31,18,ADANIPORTS,68,0.10256410256410256,122013.66925120399,12514.222487302974,10828.8,1804.8,1883.2,6,6,0,0.043439716312056786
fundamental,13,2026-06-15,2026-07-02,31,18,ASIANPAINT,68,0.10256410256410256,122013.66925120399,12514.222487302974,10957.2,2739.3,2744.5,4,4,0,0.0018982951849011442
fundamental,13,2026-06-15,2026-07-02,31,18,GRASIM,66,0.09954751131221719,122013.66925120399,12146.157120029355,9493.5,3164.5,3169.2,4,3,-1,0.0014852267340812464
fundamental,13,2026-06-15,2026-07-02,31,18,TITAN,65,0.09803921568627451,122013.66925120399,11962.124436392547,8567.0,4283.5,4481.1,2,2,0,0.04613050075872538
fundamental,13,2026-06-15,2026-07-02,31,18,SBIN,60,0.09049773755656108,122013.66925120399,11041.961018208505,10208.5,1020.85,1051.6,10,10,0,0.03012195719253552
fundamental,13,2026-06-15,2026-07-02,31,18,HINDALCO,51,0.07692307692307693,122013.66925120399,9385.666865477231,9125.1,1013.9,949.2,8,9,1,-0.0638129993095965
