symbol,pulled_on,pulled_at,date,submissionDate,broadcastDate,recordId,xbrl,desc,pr_and_prgrp,public_val,source
INDIGO,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_INDIGO_shareholding_20240930,https://www.screener.in/company/INDIGO/consolidated/,screener shareholding table,49.29,4.64,screener
INDIGO,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_INDIGO_shareholding_20241231,https://www.screener.in/company/INDIGO/consolidated/,screener shareholding table,49.27,4.69,screener
INDIGO,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_INDIGO_shareholding_20250331,https://www.screener.in/company/INDIGO/consolidated/,screener shareholding table,49.27,4.88,screener
INDIGO,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_INDIGO_shareholding_20250630,https://www.screener.in/company/INDIGO/consolidated/,screener shareholding table,43.54,5.05,screener
INDIGO,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_INDIGO_shareholding_20250930,https://www.screener.in/company/INDIGO/consolidated/,screener shareholding table,41.58,5.32,screener
INDIGO,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_INDIGO_shareholding_20251231,https://www.screener.in/company/INDIGO/consolidated/,screener shareholding table,41.57,5.31,screener
INDIGO,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_INDIGO_shareholding_20260331,https://www.screener.in/company/INDIGO/consolidated/,screener shareholding table,41.57,5.6,screener
INFY,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_INFY_shareholding_20230630,https://www.screener.in/company/INFY/consolidated/,screener shareholding table,14.94,16.52,screener
INFY,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_INFY_shareholding_20230930,https://www.screener.in/company/INFY/consolidated/,screener shareholding table,14.89,15.83,screener
INFY,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_INFY_shareholding_20231231,https://www.screener.in/company/INFY/consolidated/,screener shareholding table,14.78,15.52,screener
INFY,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_INFY_shareholding_20240331,https://www.screener.in/company/INFY/consolidated/,screener shareholding table,14.71,15.06,screener
INFY,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_INFY_shareholding_20240630,https://www.screener.in/company/INFY/consolidated/,screener shareholding table,14.61,14.91,screener
INFY,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_INFY_shareholding_20240930,https://www.screener.in/company/INFY/consolidated/,screener shareholding table,14.43,14.01,screener
INFY,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_INFY_shareholding_20241231,https://www.screener.in/company/INFY/consolidated/,screener shareholding table,14.43,13.62,screener
INFY,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_INFY_shareholding_20250331,https://www.screener.in/company/INFY/consolidated/,screener shareholding table,14.6,13.72,screener
INFY,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_INFY_shareholding_20250630,https://www.screener.in/company/INFY/consolidated/,screener shareholding table,14.61,13.62,screener
INFY,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_INFY_shareholding_20250930,https://www.screener.in/company/INFY/consolidated/,screener shareholding table,14.3,13.7,screener
INFY,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_INFY_shareholding_20251231,https://www.screener.in/company/INFY/consolidated/,screener shareholding table,14.52,13.69,screener
INFY,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_INFY_shareholding_20260331,https://www.screener.in/company/INFY/consolidated/,screener shareholding table,14.38,13.54,screener
JIOFIN,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_JIOFIN_shareholding_20230930,https://www.screener.in/company/JIOFIN/consolidated/,screener shareholding table,46.77,17.86,screener
JIOFIN,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_JIOFIN_shareholding_20231231,https://www.screener.in/company/JIOFIN/consolidated/,screener shareholding table,47.12,19.92,screener
JIOFIN,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_JIOFIN_shareholding_20240331,https://www.screener.in/company/JIOFIN/consolidated/,screener shareholding table,47.12,20.77,screener
JIOFIN,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_JIOFIN_shareholding_20240630,https://www.screener.in/company/JIOFIN/consolidated/,screener shareholding table,47.12,23.39,screener
JIOFIN,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_JIOFIN_shareholding_20240930,https://www.screener.in/company/JIOFIN/consolidated/,screener shareholding table,47.12,24.46,screener
JIOFIN,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_JIOFIN_shareholding_20241231,https://www.screener.in/company/JIOFIN/consolidated/,screener shareholding table,47.12,24.61,screener
JIOFIN,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_JIOFIN_shareholding_20250331,https://www.screener.in/company/JIOFIN/consolidated/,screener shareholding table,47.12,26.83,screener
JIOFIN,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_JIOFIN_shareholding_20250630,https://www.screener.in/company/JIOFIN/consolidated/,screener shareholding table,47.12,25.7,screener
JIOFIN,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_JIOFIN_shareholding_20250930,https://www.screener.in/company/JIOFIN/consolidated/,screener shareholding table,47.12,26.07,screener
JIOFIN,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_JIOFIN_shareholding_20251231,https://www.screener.in/company/JIOFIN/consolidated/,screener shareholding table,47.12,25.77,screener
JIOFIN,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_JIOFIN_shareholding_20260331,https://www.screener.in/company/JIOFIN/consolidated/,screener shareholding table,47.12,26.11,screener
JIOFIN,2026-07-08,2026-07-08T20:26:41,2026-04-30,2026-04-30,2026-04-30,screener_JIOFIN_shareholding_20260430,https://www.screener.in/company/JIOFIN/consolidated/,screener shareholding table,49.13,25.75,screener
JSWSTEEL,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_JSWSTEEL_shareholding_20230630,https://www.screener.in/company/JSWSTEEL/consolidated/,screener shareholding table,45.41,17.99,screener
JSWSTEEL,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_JSWSTEEL_shareholding_20230930,https://www.screener.in/company/JSWSTEEL/consolidated/,screener shareholding table,44.79,18.64,screener
JSWSTEEL,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_JSWSTEEL_shareholding_20231231,https://www.screener.in/company/JSWSTEEL/consolidated/,screener shareholding table,44.81,18.47,screener
JSWSTEEL,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_JSWSTEEL_shareholding_20240331,https://www.screener.in/company/JSWSTEEL/consolidated/,screener shareholding table,44.81,18.44,screener
JSWSTEEL,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_JSWSTEEL_shareholding_20240630,https://www.screener.in/company/JSWSTEEL/consolidated/,screener shareholding table,44.81,18.3,screener
JSWSTEEL,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_JSWSTEEL_shareholding_20240930,https://www.screener.in/company/JSWSTEEL/consolidated/,screener shareholding table,44.84,18.22,screener
JSWSTEEL,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_JSWSTEEL_shareholding_20241231,https://www.screener.in/company/JSWSTEEL/consolidated/,screener shareholding table,44.85,18.24,screener
JSWSTEEL,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_JSWSTEEL_shareholding_20250331,https://www.screener.in/company/JSWSTEEL/consolidated/,screener shareholding table,44.84,18.16,screener
JSWSTEEL,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_JSWSTEEL_shareholding_20250630,https://www.screener.in/company/JSWSTEEL/consolidated/,screener shareholding table,45.31,17.59,screener
JSWSTEEL,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_JSWSTEEL_shareholding_20250930,https://www.screener.in/company/JSWSTEEL/consolidated/,screener shareholding table,45.31,17.62,screener
JSWSTEEL,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_JSWSTEEL_shareholding_20251231,https://www.screener.in/company/JSWSTEEL/consolidated/,screener shareholding table,45.31,17.56,screener
JSWSTEEL,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_JSWSTEEL_shareholding_20260331,https://www.screener.in/company/JSWSTEEL/consolidated/,screener shareholding table,45.31,17.47,screener
KOTAKBANK,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_KOTAKBANK_shareholding_20230630,https://www.screener.in/company/KOTAKBANK/consolidated/,screener shareholding table,25.94,12.92,screener
KOTAKBANK,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_KOTAKBANK_shareholding_20230930,https://www.screener.in/company/KOTAKBANK/consolidated/,screener shareholding table,25.92,13.11,screener
KOTAKBANK,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_KOTAKBANK_shareholding_20231231,https://www.screener.in/company/KOTAKBANK/consolidated/,screener shareholding table,25.91,12.98,screener
KOTAKBANK,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_KOTAKBANK_shareholding_20240331,https://www.screener.in/company/KOTAKBANK/consolidated/,screener shareholding table,25.9,13.11,screener
KOTAKBANK,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_KOTAKBANK_shareholding_20240630,https://www.screener.in/company/KOTAKBANK/consolidated/,screener shareholding table,25.89,13.26,screener
KOTAKBANK,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_KOTAKBANK_shareholding_20240930,https://www.screener.in/company/KOTAKBANK/consolidated/,screener shareholding table,25.88,12.84,screener
KOTAKBANK,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_KOTAKBANK_shareholding_20241231,https://www.screener.in/company/KOTAKBANK/consolidated/,screener shareholding table,25.88,12.83,screener
KOTAKBANK,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_KOTAKBANK_shareholding_20250331,https://www.screener.in/company/KOTAKBANK/consolidated/,screener shareholding table,25.88,12.34,screener
KOTAKBANK,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_KOTAKBANK_shareholding_20250630,https://www.screener.in/company/KOTAKBANK/consolidated/,screener shareholding table,25.88,12.18,screener
KOTAKBANK,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_KOTAKBANK_shareholding_20250930,https://www.screener.in/company/KOTAKBANK/consolidated/,screener shareholding table,25.87,12.35,screener
KOTAKBANK,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_KOTAKBANK_shareholding_20251231,https://www.screener.in/company/KOTAKBANK/consolidated/,screener shareholding table,25.87,11.9,screener
KOTAKBANK,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_KOTAKBANK_shareholding_20260331,https://www.screener.in/company/KOTAKBANK/consolidated/,screener shareholding table,25.87,11.54,screener
M&M,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_M&M_shareholding_20230630,https://www.screener.in/company/M%26M/consolidated/,screener shareholding table,19.37,9.71,screener
M&M,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_M&M_shareholding_20230930,https://www.screener.in/company/M%26M/consolidated/,screener shareholding table,19.33,9.73,screener
M&M,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_M&M_shareholding_20231231,https://www.screener.in/company/M%26M/consolidated/,screener shareholding table,19.33,9.71,screener
M&M,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_M&M_shareholding_20240331,https://www.screener.in/company/M%26M/consolidated/,screener shareholding table,18.58,9.7,screener
M&M,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_M&M_shareholding_20240630,https://www.screener.in/company/M%26M/consolidated/,screener shareholding table,18.55,9.57,screener
M&M,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_M&M_shareholding_20240930,https://www.screener.in/company/M%26M/consolidated/,screener shareholding table,18.53,9.44,screener
M&M,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_M&M_shareholding_20241231,https://www.screener.in/company/M%26M/consolidated/,screener shareholding table,18.48,9.66,screener
M&M,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_M&M_shareholding_20250331,https://www.screener.in/company/M%26M/consolidated/,screener shareholding table,18.45,9.78,screener
M&M,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_M&M_shareholding_20250630,https://www.screener.in/company/M%26M/consolidated/,screener shareholding table,18.43,9.77,screener
M&M,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_M&M_shareholding_20250930,https://www.screener.in/company/M%26M/consolidated/,screener shareholding table,18.43,9.93,screener
M&M,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_M&M_shareholding_20251231,https://www.screener.in/company/M%26M/consolidated/,screener shareholding table,18.43,10.03,screener
M&M,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_M&M_shareholding_20260331,https://www.screener.in/company/M%26M/consolidated/,screener shareholding table,18.45,10.25,screener
MARUTI,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_MARUTI_shareholding_20230630,https://www.screener.in/company/MARUTI/consolidated/,screener shareholding table,56.48,3.51,screener
MARUTI,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_MARUTI_shareholding_20230930,https://www.screener.in/company/MARUTI/consolidated/,screener shareholding table,56.48,3.45,screener
MARUTI,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_MARUTI_shareholding_20231231,https://www.screener.in/company/MARUTI/consolidated/,screener shareholding table,58.19,3.5,screener
MARUTI,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_MARUTI_shareholding_20240331,https://www.screener.in/company/MARUTI/consolidated/,screener shareholding table,58.19,3.24,screener
MARUTI,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_MARUTI_shareholding_20240630,https://www.screener.in/company/MARUTI/consolidated/,screener shareholding table,58.19,3.41,screener
MARUTI,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_MARUTI_shareholding_20240930,https://www.screener.in/company/MARUTI/consolidated/,screener shareholding table,58.19,3.31,screener
MARUTI,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_MARUTI_shareholding_20241231,https://www.screener.in/company/MARUTI/consolidated/,screener shareholding table,58.28,3.28,screener
MARUTI,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_MARUTI_shareholding_20250331,https://www.screener.in/company/MARUTI/consolidated/,screener shareholding table,58.28,3.12,screener
MARUTI,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_MARUTI_shareholding_20250630,https://www.screener.in/company/MARUTI/consolidated/,screener shareholding table,58.28,3.18,screener
MARUTI,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_MARUTI_shareholding_20250930,https://www.screener.in/company/MARUTI/consolidated/,screener shareholding table,58.28,3.3,screener
MARUTI,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_MARUTI_shareholding_20251231,https://www.screener.in/company/MARUTI/consolidated/,screener shareholding table,58.28,3.04,screener
MARUTI,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_MARUTI_shareholding_20260331,https://www.screener.in/company/MARUTI/consolidated/,screener shareholding table,58.53,3.18,screener
MAXHEALTH,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_MAXHEALTH_shareholding_20230630,https://www.screener.in/company/MAXHEALTH/consolidated/,screener shareholding table,23.76,4.45,screener
MAXHEALTH,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_MAXHEALTH_shareholding_20230930,https://www.screener.in/company/MAXHEALTH/consolidated/,screener shareholding table,23.76,4.45,screener
MAXHEALTH,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_MAXHEALTH_shareholding_20231231,https://www.screener.in/company/MAXHEALTH/consolidated/,screener shareholding table,23.75,3.99,screener
MAXHEALTH,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_MAXHEALTH_shareholding_20240331,https://www.screener.in/company/MAXHEALTH/consolidated/,screener shareholding table,23.75,3.97,screener
MAXHEALTH,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_MAXHEALTH_shareholding_20240630,https://www.screener.in/company/MAXHEALTH/consolidated/,screener shareholding table,23.74,3.91,screener
MAXHEALTH,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_MAXHEALTH_shareholding_20240930,https://www.screener.in/company/MAXHEALTH/consolidated/,screener shareholding table,23.74,3.84,screener
MAXHEALTH,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_MAXHEALTH_shareholding_20241231,https://www.screener.in/company/MAXHEALTH/consolidated/,screener shareholding table,23.74,3.77,screener
MAXHEALTH,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_MAXHEALTH_shareholding_20250331,https://www.screener.in/company/MAXHEALTH/consolidated/,screener shareholding table,23.74,3.94,screener
MAXHEALTH,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_MAXHEALTH_shareholding_20250630,https://www.screener.in/company/MAXHEALTH/consolidated/,screener shareholding table,23.74,4.09,screener
MAXHEALTH,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_MAXHEALTH_shareholding_20250930,https://www.screener.in/company/MAXHEALTH/consolidated/,screener shareholding table,23.74,4.43,screener
MAXHEALTH,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_MAXHEALTH_shareholding_20251231,https://www.screener.in/company/MAXHEALTH/consolidated/,screener shareholding table,23.72,4.52,screener
MAXHEALTH,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_MAXHEALTH_shareholding_20260331,https://www.screener.in/company/MAXHEALTH/consolidated/,screener shareholding table,23.71,4.58,screener
NESTLEIND,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_NESTLEIND_shareholding_20230630,https://www.screener.in/company/NESTLEIND/consolidated/,screener shareholding table,62.76,15.82,screener
NESTLEIND,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_NESTLEIND_shareholding_20230930,https://www.screener.in/company/NESTLEIND/consolidated/,screener shareholding table,62.76,15.81,screener
NESTLEIND,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_NESTLEIND_shareholding_20231231,https://www.screener.in/company/NESTLEIND/consolidated/,screener shareholding table,62.76,15.98,screener
NESTLEIND,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_NESTLEIND_shareholding_20240331,https://www.screener.in/company/NESTLEIND/consolidated/,screener shareholding table,62.76,16.14,screener
NESTLEIND,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_NESTLEIND_shareholding_20240630,https://www.screener.in/company/NESTLEIND/consolidated/,screener shareholding table,62.76,16.1,screener
NESTLEIND,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_NESTLEIND_shareholding_20240930,https://www.screener.in/company/NESTLEIND/consolidated/,screener shareholding table,62.76,15.86,screener
NESTLEIND,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_NESTLEIND_shareholding_20241231,https://www.screener.in/company/NESTLEIND/consolidated/,screener shareholding table,62.76,16.17,screener
NESTLEIND,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_NESTLEIND_shareholding_20250331,https://www.screener.in/company/NESTLEIND/consolidated/,screener shareholding table,62.76,15.9,screener
NESTLEIND,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_NESTLEIND_shareholding_20250630,https://www.screener.in/company/NESTLEIND/consolidated/,screener shareholding table,62.76,15.76,screener
NESTLEIND,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_NESTLEIND_shareholding_20250930,https://www.screener.in/company/NESTLEIND/consolidated/,screener shareholding table,62.76,15.63,screener
NESTLEIND,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_NESTLEIND_shareholding_20251231,https://www.screener.in/company/NESTLEIND/consolidated/,screener shareholding table,62.76,15.31,screener
NESTLEIND,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_NESTLEIND_shareholding_20260331,https://www.screener.in/company/NESTLEIND/consolidated/,screener shareholding table,62.76,15.09,screener
NTPC,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_NTPC_shareholding_20230630,https://www.screener.in/company/NTPC/consolidated/,screener shareholding table,51.1,2.79,screener
NTPC,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_NTPC_shareholding_20230930,https://www.screener.in/company/NTPC/consolidated/,screener shareholding table,51.1,3.08,screener
NTPC,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_NTPC_shareholding_20231231,https://www.screener.in/company/NTPC/consolidated/,screener shareholding table,51.1,3.04,screener
NTPC,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_NTPC_shareholding_20240331,https://www.screener.in/company/NTPC/consolidated/,screener shareholding table,51.1,3.37,screener
NTPC,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_NTPC_shareholding_20240630,https://www.screener.in/company/NTPC/consolidated/,screener shareholding table,51.1,3.55,screener
NTPC,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_NTPC_shareholding_20240930,https://www.screener.in/company/NTPC/consolidated/,screener shareholding table,51.1,3.68,screener
NTPC,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_NTPC_shareholding_20241231,https://www.screener.in/company/NTPC/consolidated/,screener shareholding table,51.1,3.83,screener
NTPC,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_NTPC_shareholding_20250331,https://www.screener.in/company/NTPC/consolidated/,screener shareholding table,51.1,3.77,screener
NTPC,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_NTPC_shareholding_20250630,https://www.screener.in/company/NTPC/consolidated/,screener shareholding table,51.1,3.77,screener
NTPC,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_NTPC_shareholding_20250930,https://www.screener.in/company/NTPC/consolidated/,screener shareholding table,51.1,3.45,screener
NTPC,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_NTPC_shareholding_20251231,https://www.screener.in/company/NTPC/consolidated/,screener shareholding table,51.1,3.34,screener
NTPC,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_NTPC_shareholding_20260331,https://www.screener.in/company/NTPC/consolidated/,screener shareholding table,51.1,3.1,screener
ONGC,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_ONGC_shareholding_20230630,https://www.screener.in/company/ONGC/consolidated/,screener shareholding table,58.89,2.87,screener
ONGC,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_ONGC_shareholding_20230930,https://www.screener.in/company/ONGC/consolidated/,screener shareholding table,58.89,2.83,screener
ONGC,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_ONGC_shareholding_20231231,https://www.screener.in/company/ONGC/consolidated/,screener shareholding table,58.89,2.89,screener
ONGC,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_ONGC_shareholding_20240331,https://www.screener.in/company/ONGC/consolidated/,screener shareholding table,58.89,3.05,screener
ONGC,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_ONGC_shareholding_20240630,https://www.screener.in/company/ONGC/consolidated/,screener shareholding table,58.89,3.5,screener
ONGC,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_ONGC_shareholding_20240930,https://www.screener.in/company/ONGC/consolidated/,screener shareholding table,58.89,3.65,screener
ONGC,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_ONGC_shareholding_20241231,https://www.screener.in/company/ONGC/consolidated/,screener shareholding table,58.89,3.88,screener
ONGC,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_ONGC_shareholding_20250331,https://www.screener.in/company/ONGC/consolidated/,screener shareholding table,58.89,3.76,screener
ONGC,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_ONGC_shareholding_20250630,https://www.screener.in/company/ONGC/consolidated/,screener shareholding table,58.89,3.88,screener
ONGC,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_ONGC_shareholding_20250930,https://www.screener.in/company/ONGC/consolidated/,screener shareholding table,58.89,3.87,screener
ONGC,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_ONGC_shareholding_20251231,https://www.screener.in/company/ONGC/consolidated/,screener shareholding table,58.89,3.69,screener
ONGC,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_ONGC_shareholding_20260331,https://www.screener.in/company/ONGC/consolidated/,screener shareholding table,58.89,3.54,screener
POWERGRID,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_POWERGRID_shareholding_20230630,https://www.screener.in/company/POWERGRID/consolidated/,screener shareholding table,51.34,2.95,screener
