symbol,pulled_on,pulled_at,date,submissionDate,broadcastDate,recordId,xbrl,desc,pr_and_prgrp,public_val,source
BHARTIARTL,2026-07-08,2026-07-08T20:26:41,2026-06-30,2026-06-30,2026-06-30,screener_BHARTIARTL_shareholding_20260630,https://www.screener.in/company/BHARTIARTL/consolidated/,screener shareholding table,50.07,2.61,screener
CIPLA,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_CIPLA_shareholding_20230630,https://www.screener.in/company/CIPLA/consolidated/,screener shareholding table,33.46,16.76,screener
CIPLA,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_CIPLA_shareholding_20230930,https://www.screener.in/company/CIPLA/consolidated/,screener shareholding table,33.46,16.68,screener
CIPLA,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_CIPLA_shareholding_20231231,https://www.screener.in/company/CIPLA/consolidated/,screener shareholding table,33.46,16.53,screener
CIPLA,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_CIPLA_shareholding_20240331,https://www.screener.in/company/CIPLA/consolidated/,screener shareholding table,33.46,16.36,screener
CIPLA,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_CIPLA_shareholding_20240630,https://www.screener.in/company/CIPLA/consolidated/,screener shareholding table,30.91,16.4,screener
CIPLA,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_CIPLA_shareholding_20240930,https://www.screener.in/company/CIPLA/consolidated/,screener shareholding table,30.93,16.11,screener
CIPLA,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_CIPLA_shareholding_20241231,https://www.screener.in/company/CIPLA/consolidated/,screener shareholding table,29.19,16.43,screener
CIPLA,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_CIPLA_shareholding_20250331,https://www.screener.in/company/CIPLA/consolidated/,screener shareholding table,29.2,16.36,screener
CIPLA,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_CIPLA_shareholding_20250630,https://www.screener.in/company/CIPLA/consolidated/,screener shareholding table,29.19,16.3,screener
CIPLA,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_CIPLA_shareholding_20250930,https://www.screener.in/company/CIPLA/consolidated/,screener shareholding table,29.22,15.99,screener
CIPLA,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_CIPLA_shareholding_20251231,https://www.screener.in/company/CIPLA/consolidated/,screener shareholding table,29.22,16.12,screener
CIPLA,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_CIPLA_shareholding_20260331,https://www.screener.in/company/CIPLA/consolidated/,screener shareholding table,29.22,16.26,screener
COALINDIA,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_COALINDIA_shareholding_20230630,https://www.screener.in/company/COALINDIA/consolidated/,screener shareholding table,63.13,5.18,screener
COALINDIA,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_COALINDIA_shareholding_20230930,https://www.screener.in/company/COALINDIA/consolidated/,screener shareholding table,63.13,4.91,screener
COALINDIA,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_COALINDIA_shareholding_20231231,https://www.screener.in/company/COALINDIA/consolidated/,screener shareholding table,63.13,5.1,screener
COALINDIA,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_COALINDIA_shareholding_20240331,https://www.screener.in/company/COALINDIA/consolidated/,screener shareholding table,63.13,5.16,screener
COALINDIA,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_COALINDIA_shareholding_20240630,https://www.screener.in/company/COALINDIA/consolidated/,screener shareholding table,63.13,5.21,screener
COALINDIA,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_COALINDIA_shareholding_20240930,https://www.screener.in/company/COALINDIA/consolidated/,screener shareholding table,63.13,5.02,screener
COALINDIA,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_COALINDIA_shareholding_20241231,https://www.screener.in/company/COALINDIA/consolidated/,screener shareholding table,63.13,5.59,screener
COALINDIA,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_COALINDIA_shareholding_20250331,https://www.screener.in/company/COALINDIA/consolidated/,screener shareholding table,63.13,5.68,screener
COALINDIA,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_COALINDIA_shareholding_20250630,https://www.screener.in/company/COALINDIA/consolidated/,screener shareholding table,63.13,5.93,screener
COALINDIA,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_COALINDIA_shareholding_20250930,https://www.screener.in/company/COALINDIA/consolidated/,screener shareholding table,63.13,5.98,screener
COALINDIA,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_COALINDIA_shareholding_20251231,https://www.screener.in/company/COALINDIA/consolidated/,screener shareholding table,63.13,5.98,screener
COALINDIA,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_COALINDIA_shareholding_20260331,https://www.screener.in/company/COALINDIA/consolidated/,screener shareholding table,63.13,5.62,screener
DRREDDY,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_DRREDDY_shareholding_20230630,https://www.screener.in/company/DRREDDY/consolidated/,screener shareholding table,26.69,24.11,screener
DRREDDY,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_DRREDDY_shareholding_20230930,https://www.screener.in/company/DRREDDY/consolidated/,screener shareholding table,26.66,23.93,screener
DRREDDY,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_DRREDDY_shareholding_20231231,https://www.screener.in/company/DRREDDY/consolidated/,screener shareholding table,26.65,25.89,screener
DRREDDY,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_DRREDDY_shareholding_20240331,https://www.screener.in/company/DRREDDY/consolidated/,screener shareholding table,26.65,25.73,screener
DRREDDY,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_DRREDDY_shareholding_20240630,https://www.screener.in/company/DRREDDY/consolidated/,screener shareholding table,26.65,24.78,screener
DRREDDY,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_DRREDDY_shareholding_20240930,https://www.screener.in/company/DRREDDY/consolidated/,screener shareholding table,26.64,24.2,screener
DRREDDY,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_DRREDDY_shareholding_20241231,https://www.screener.in/company/DRREDDY/consolidated/,screener shareholding table,26.64,23.46,screener
DRREDDY,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_DRREDDY_shareholding_20250331,https://www.screener.in/company/DRREDDY/consolidated/,screener shareholding table,26.64,21.69,screener
DRREDDY,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_DRREDDY_shareholding_20250630,https://www.screener.in/company/DRREDDY/consolidated/,screener shareholding table,26.64,21.04,screener
DRREDDY,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_DRREDDY_shareholding_20250930,https://www.screener.in/company/DRREDDY/consolidated/,screener shareholding table,26.64,20.45,screener
DRREDDY,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_DRREDDY_shareholding_20251231,https://www.screener.in/company/DRREDDY/consolidated/,screener shareholding table,26.64,20.33,screener
DRREDDY,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_DRREDDY_shareholding_20260331,https://www.screener.in/company/DRREDDY/consolidated/,screener shareholding table,26.63,21.27,screener
EICHERMOT,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_EICHERMOT_shareholding_20230630,https://www.screener.in/company/EICHERMOT/consolidated/,screener shareholding table,49.18,10.43,screener
EICHERMOT,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_EICHERMOT_shareholding_20230930,https://www.screener.in/company/EICHERMOT/consolidated/,screener shareholding table,49.15,11.37,screener
EICHERMOT,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_EICHERMOT_shareholding_20231231,https://www.screener.in/company/EICHERMOT/consolidated/,screener shareholding table,49.15,10.76,screener
EICHERMOT,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_EICHERMOT_shareholding_20240331,https://www.screener.in/company/EICHERMOT/consolidated/,screener shareholding table,49.14,10.77,screener
EICHERMOT,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_EICHERMOT_shareholding_20240630,https://www.screener.in/company/EICHERMOT/consolidated/,screener shareholding table,49.11,10.14,screener
EICHERMOT,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_EICHERMOT_shareholding_20240930,https://www.screener.in/company/EICHERMOT/consolidated/,screener shareholding table,49.1,9.52,screener
EICHERMOT,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_EICHERMOT_shareholding_20241231,https://www.screener.in/company/EICHERMOT/consolidated/,screener shareholding table,49.09,9.3,screener
EICHERMOT,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_EICHERMOT_shareholding_20250331,https://www.screener.in/company/EICHERMOT/consolidated/,screener shareholding table,49.08,9.26,screener
EICHERMOT,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_EICHERMOT_shareholding_20250630,https://www.screener.in/company/EICHERMOT/consolidated/,screener shareholding table,49.07,9.35,screener
EICHERMOT,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_EICHERMOT_shareholding_20250930,https://www.screener.in/company/EICHERMOT/consolidated/,screener shareholding table,49.06,9.25,screener
EICHERMOT,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_EICHERMOT_shareholding_20251231,https://www.screener.in/company/EICHERMOT/consolidated/,screener shareholding table,49.06,9.19,screener
EICHERMOT,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_EICHERMOT_shareholding_20260331,https://www.screener.in/company/EICHERMOT/consolidated/,screener shareholding table,49.06,9.35,screener
GRASIM,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_GRASIM_shareholding_20230630,https://www.screener.in/company/GRASIM/consolidated/,screener shareholding table,42.75,27.82,screener
GRASIM,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_GRASIM_shareholding_20230930,https://www.screener.in/company/GRASIM/consolidated/,screener shareholding table,42.75,27.8,screener
GRASIM,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_GRASIM_shareholding_20231231,https://www.screener.in/company/GRASIM/consolidated/,screener shareholding table,42.75,27.69,screener
GRASIM,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_GRASIM_shareholding_20240331,https://www.screener.in/company/GRASIM/consolidated/,screener shareholding table,43.05,27.24,screener
GRASIM,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_GRASIM_shareholding_20240630,https://www.screener.in/company/GRASIM/consolidated/,screener shareholding table,43.05,26.29,screener
GRASIM,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_GRASIM_shareholding_20240930,https://www.screener.in/company/GRASIM/consolidated/,screener shareholding table,43.11,25.04,screener
GRASIM,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_GRASIM_shareholding_20241231,https://www.screener.in/company/GRASIM/consolidated/,screener shareholding table,43.11,25.17,screener
GRASIM,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_GRASIM_shareholding_20250331,https://www.screener.in/company/GRASIM/consolidated/,screener shareholding table,43.11,24.87,screener
GRASIM,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_GRASIM_shareholding_20250630,https://www.screener.in/company/GRASIM/consolidated/,screener shareholding table,43.11,24.87,screener
GRASIM,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_GRASIM_shareholding_20250930,https://www.screener.in/company/GRASIM/consolidated/,screener shareholding table,43.11,24.92,screener
GRASIM,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_GRASIM_shareholding_20251231,https://www.screener.in/company/GRASIM/consolidated/,screener shareholding table,43.21,24.93,screener
GRASIM,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_GRASIM_shareholding_20260331,https://www.screener.in/company/GRASIM/consolidated/,screener shareholding table,43.73,24.75,screener
HCLTECH,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_HCLTECH_shareholding_20230630,https://www.screener.in/company/HCLTECH/consolidated/,screener shareholding table,60.82,4.63,screener
HCLTECH,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_HCLTECH_shareholding_20230930,https://www.screener.in/company/HCLTECH/consolidated/,screener shareholding table,60.82,4.54,screener
HCLTECH,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_HCLTECH_shareholding_20231231,https://www.screener.in/company/HCLTECH/consolidated/,screener shareholding table,60.82,4.4,screener
HCLTECH,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_HCLTECH_shareholding_20240331,https://www.screener.in/company/HCLTECH/consolidated/,screener shareholding table,60.82,4.35,screener
HCLTECH,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_HCLTECH_shareholding_20240630,https://www.screener.in/company/HCLTECH/consolidated/,screener shareholding table,60.82,4.65,screener
HCLTECH,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_HCLTECH_shareholding_20240930,https://www.screener.in/company/HCLTECH/consolidated/,screener shareholding table,60.82,4.53,screener
HCLTECH,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_HCLTECH_shareholding_20241231,https://www.screener.in/company/HCLTECH/consolidated/,screener shareholding table,60.82,4.42,screener
HCLTECH,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_HCLTECH_shareholding_20250331,https://www.screener.in/company/HCLTECH/consolidated/,screener shareholding table,60.82,4.37,screener
HCLTECH,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_HCLTECH_shareholding_20250630,https://www.screener.in/company/HCLTECH/consolidated/,screener shareholding table,60.82,4.24,screener
HCLTECH,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_HCLTECH_shareholding_20250930,https://www.screener.in/company/HCLTECH/consolidated/,screener shareholding table,60.82,4.41,screener
HCLTECH,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_HCLTECH_shareholding_20251231,https://www.screener.in/company/HCLTECH/consolidated/,screener shareholding table,60.82,4.26,screener
HCLTECH,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_HCLTECH_shareholding_20260331,https://www.screener.in/company/HCLTECH/consolidated/,screener shareholding table,60.86,4.36,screener
HDFCBANK,2026-07-08,2026-07-08T20:26:41,2017-03-31,2017-03-31,2017-03-31,screener_HDFCBANK_shareholding_20170331,https://www.screener.in/company/HDFCBANK/consolidated/,screener shareholding table,26.0,18.8,screener
HDFCBANK,2026-07-08,2026-07-08T20:26:41,2018-03-31,2018-03-31,2018-03-31,screener_HDFCBANK_shareholding_20180331,https://www.screener.in/company/HDFCBANK/consolidated/,screener shareholding table,25.6,18.87,screener
HDFCBANK,2026-07-08,2026-07-08T20:26:41,2019-03-31,2019-03-31,2019-03-31,screener_HDFCBANK_shareholding_20190331,https://www.screener.in/company/HDFCBANK/consolidated/,screener shareholding table,26.5,18.19,screener
HDFCBANK,2026-07-08,2026-07-08T20:26:41,2020-03-31,2020-03-31,2020-03-31,screener_HDFCBANK_shareholding_20200331,https://www.screener.in/company/HDFCBANK/consolidated/,screener shareholding table,26.14,15.21,screener
HDFCBANK,2026-07-08,2026-07-08T20:26:41,2021-03-31,2021-03-31,2021-03-31,screener_HDFCBANK_shareholding_20210331,https://www.screener.in/company/HDFCBANK/consolidated/,screener shareholding table,25.97,13.01,screener
HDFCBANK,2026-07-08,2026-07-08T20:26:41,2022-03-31,2022-03-31,2022-03-31,screener_HDFCBANK_shareholding_20220331,https://www.screener.in/company/HDFCBANK/consolidated/,screener shareholding table,25.78,13.89,screener
HDFCBANK,2026-07-08,2026-07-08T20:26:41,2023-03-31,2023-03-31,2023-03-31,screener_HDFCBANK_shareholding_20230331,https://www.screener.in/company/HDFCBANK/consolidated/,screener shareholding table,25.59,13.91,screener
HDFCBANK,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_HDFCBANK_shareholding_20240331,https://www.screener.in/company/HDFCBANK/consolidated/,screener shareholding table,0.0,18.64,screener
HDFCBANK,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_HDFCBANK_shareholding_20250331,https://www.screener.in/company/HDFCBANK/consolidated/,screener shareholding table,0.0,15.84,screener
HDFCBANK,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_HDFCBANK_shareholding_20260331,https://www.screener.in/company/HDFCBANK/consolidated/,screener shareholding table,0.0,15.64,screener
HDFCBANK,2026-07-08,2026-07-08T20:26:41,2026-06-30,2026-06-30,2026-06-30,screener_HDFCBANK_shareholding_20260630,https://www.screener.in/company/HDFCBANK/consolidated/,screener shareholding table,0.0,16.27,screener
HDFCLIFE,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_HDFCLIFE_shareholding_20230630,https://www.screener.in/company/HDFCLIFE/consolidated/,screener shareholding table,50.33,12.58,screener
HDFCLIFE,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_HDFCLIFE_shareholding_20230930,https://www.screener.in/company/HDFCLIFE/consolidated/,screener shareholding table,50.39,12.18,screener
HDFCLIFE,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_HDFCLIFE_shareholding_20231231,https://www.screener.in/company/HDFCLIFE/consolidated/,screener shareholding table,50.37,11.76,screener
HDFCLIFE,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_HDFCLIFE_shareholding_20240331,https://www.screener.in/company/HDFCLIFE/consolidated/,screener shareholding table,50.37,11.64,screener
HDFCLIFE,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_HDFCLIFE_shareholding_20240630,https://www.screener.in/company/HDFCLIFE/consolidated/,screener shareholding table,50.37,11.74,screener
HDFCLIFE,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_HDFCLIFE_shareholding_20240930,https://www.screener.in/company/HDFCLIFE/consolidated/,screener shareholding table,50.34,10.75,screener
HDFCLIFE,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_HDFCLIFE_shareholding_20241231,https://www.screener.in/company/HDFCLIFE/consolidated/,screener shareholding table,50.32,10.76,screener
HDFCLIFE,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_HDFCLIFE_shareholding_20250331,https://www.screener.in/company/HDFCLIFE/consolidated/,screener shareholding table,50.32,10.6,screener
HDFCLIFE,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_HDFCLIFE_shareholding_20250630,https://www.screener.in/company/HDFCLIFE/consolidated/,screener shareholding table,50.28,10.37,screener
HDFCLIFE,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_HDFCLIFE_shareholding_20250930,https://www.screener.in/company/HDFCLIFE/consolidated/,screener shareholding table,50.25,10.32,screener
HDFCLIFE,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_HDFCLIFE_shareholding_20251231,https://www.screener.in/company/HDFCLIFE/consolidated/,screener shareholding table,50.21,10.25,screener
HDFCLIFE,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_HDFCLIFE_shareholding_20260331,https://www.screener.in/company/HDFCLIFE/consolidated/,screener shareholding table,50.21,10.0,screener
HINDALCO,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_HINDALCO_shareholding_20230630,https://www.screener.in/company/HINDALCO/consolidated/,screener shareholding table,34.65,12.42,screener
HINDALCO,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_HINDALCO_shareholding_20230930,https://www.screener.in/company/HINDALCO/consolidated/,screener shareholding table,34.65,11.92,screener
HINDALCO,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_HINDALCO_shareholding_20231231,https://www.screener.in/company/HINDALCO/consolidated/,screener shareholding table,34.65,11.59,screener
HINDALCO,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_HINDALCO_shareholding_20240331,https://www.screener.in/company/HINDALCO/consolidated/,screener shareholding table,34.65,12.08,screener
HINDALCO,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_HINDALCO_shareholding_20240630,https://www.screener.in/company/HINDALCO/consolidated/,screener shareholding table,34.65,11.98,screener
HINDALCO,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_HINDALCO_shareholding_20240930,https://www.screener.in/company/HINDALCO/consolidated/,screener shareholding table,34.65,11.78,screener
HINDALCO,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_HINDALCO_shareholding_20241231,https://www.screener.in/company/HINDALCO/consolidated/,screener shareholding table,34.65,11.99,screener
HINDALCO,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_HINDALCO_shareholding_20250331,https://www.screener.in/company/HINDALCO/consolidated/,screener shareholding table,34.65,11.71,screener
HINDALCO,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_HINDALCO_shareholding_20250630,https://www.screener.in/company/HINDALCO/consolidated/,screener shareholding table,34.65,12.01,screener
HINDALCO,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_HINDALCO_shareholding_20250930,https://www.screener.in/company/HINDALCO/consolidated/,screener shareholding table,34.65,12.23,screener
HINDALCO,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_HINDALCO_shareholding_20251231,https://www.screener.in/company/HINDALCO/consolidated/,screener shareholding table,34.65,13.16,screener
HINDALCO,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_HINDALCO_shareholding_20260331,https://www.screener.in/company/HINDALCO/consolidated/,screener shareholding table,34.65,13.21,screener
HINDUNILVR,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_HINDUNILVR_shareholding_20230630,https://www.screener.in/company/HINDUNILVR/consolidated/,screener shareholding table,61.9,12.09,screener
HINDUNILVR,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_HINDUNILVR_shareholding_20230930,https://www.screener.in/company/HINDUNILVR/consolidated/,screener shareholding table,61.9,12.26,screener
HINDUNILVR,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_HINDUNILVR_shareholding_20231231,https://www.screener.in/company/HINDUNILVR/consolidated/,screener shareholding table,61.9,12.11,screener
HINDUNILVR,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_HINDUNILVR_shareholding_20240331,https://www.screener.in/company/HINDUNILVR/consolidated/,screener shareholding table,61.9,12.19,screener
HINDUNILVR,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_HINDUNILVR_shareholding_20240630,https://www.screener.in/company/HINDUNILVR/consolidated/,screener shareholding table,61.9,12.11,screener
HINDUNILVR,2026-07-08,2026-07-08T20:26:41,2024-09-30,2024-09-30,2024-09-30,screener_HINDUNILVR_shareholding_20240930,https://www.screener.in/company/HINDUNILVR/consolidated/,screener shareholding table,61.9,11.75,screener
HINDUNILVR,2026-07-08,2026-07-08T20:26:41,2024-12-31,2024-12-31,2024-12-31,screener_HINDUNILVR_shareholding_20241231,https://www.screener.in/company/HINDUNILVR/consolidated/,screener shareholding table,61.9,11.94,screener
HINDUNILVR,2026-07-08,2026-07-08T20:26:41,2025-03-31,2025-03-31,2025-03-31,screener_HINDUNILVR_shareholding_20250331,https://www.screener.in/company/HINDUNILVR/consolidated/,screener shareholding table,61.9,11.93,screener
HINDUNILVR,2026-07-08,2026-07-08T20:26:41,2025-06-30,2025-06-30,2025-06-30,screener_HINDUNILVR_shareholding_20250630,https://www.screener.in/company/HINDUNILVR/consolidated/,screener shareholding table,61.9,11.86,screener
HINDUNILVR,2026-07-08,2026-07-08T20:26:41,2025-09-30,2025-09-30,2025-09-30,screener_HINDUNILVR_shareholding_20250930,https://www.screener.in/company/HINDUNILVR/consolidated/,screener shareholding table,61.9,11.62,screener
HINDUNILVR,2026-07-08,2026-07-08T20:26:41,2025-12-31,2025-12-31,2025-12-31,screener_HINDUNILVR_shareholding_20251231,https://www.screener.in/company/HINDUNILVR/consolidated/,screener shareholding table,61.9,11.64,screener
HINDUNILVR,2026-07-08,2026-07-08T20:26:41,2026-03-31,2026-03-31,2026-03-31,screener_HINDUNILVR_shareholding_20260331,https://www.screener.in/company/HINDUNILVR/consolidated/,screener shareholding table,61.9,11.6,screener
INDIGO,2026-07-08,2026-07-08T20:26:41,2023-06-30,2023-06-30,2023-06-30,screener_INDIGO_shareholding_20230630,https://www.screener.in/company/INDIGO/consolidated/,screener shareholding table,67.77,2.02,screener
INDIGO,2026-07-08,2026-07-08T20:26:41,2023-09-30,2023-09-30,2023-09-30,screener_INDIGO_shareholding_20230930,https://www.screener.in/company/INDIGO/consolidated/,screener shareholding table,63.25,3.16,screener
INDIGO,2026-07-08,2026-07-08T20:26:41,2023-12-31,2023-12-31,2023-12-31,screener_INDIGO_shareholding_20231231,https://www.screener.in/company/INDIGO/consolidated/,screener shareholding table,63.12,3.45,screener
INDIGO,2026-07-08,2026-07-08T20:26:41,2024-03-31,2024-03-31,2024-03-31,screener_INDIGO_shareholding_20240331,https://www.screener.in/company/INDIGO/consolidated/,screener shareholding table,57.29,3.95,screener
INDIGO,2026-07-08,2026-07-08T20:26:41,2024-06-30,2024-06-30,2024-06-30,screener_INDIGO_shareholding_20240630,https://www.screener.in/company/INDIGO/consolidated/,screener shareholding table,55.29,4.85,screener
