symbol,pulled_on,from_date,to_date,pulled_at,broadCastDate,filingDate,toDate,period,requested_period,format,xbrl,seqNumber,companyName,resultDescription,resultDetailedDataLink,source,sales,expenses,operating_profit,opm,other_income,interest,depreciation,profit_before_tax,tax,net_profit,eps_in_rs,raw_pdf,dividend_payout,revenue,financing_profit,financing_margin,gross_npa,net_npa
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2015-03-31,2015-03-31,2015-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Annual_20150331,,screener annual financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,64465.0,52015.0,12450.0,19.0,792.0,7056.0,3522.0,2663.0,14.0,2298.0,15.81,,8.0,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2016-03-31,2016-03-31,2016-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Annual_20160331,,screener annual financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,34008.0,32325.0,1684.0,5.0,1044.0,1357.0,314.0,1056.0,7.0,1000.0,8.21,,4.0,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2017-03-31,2017-03-31,2017-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Annual_20170331,,screener annual financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,36533.0,34631.0,1902.0,5.0,749.0,1257.0,315.0,1079.0,25.0,925.0,8.02,,4.0,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2018-03-31,2018-03-31,2018-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Annual_20180331,,screener annual financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,35924.0,33886.0,2038.0,6.0,363.0,1250.0,664.0,487.0,23.0,594.0,6.15,,6.0,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2019-03-31,2019-03-31,2019-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Annual_20190331,,screener annual financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,40379.0,38409.0,1969.0,5.0,504.0,1625.0,390.0,459.0,32.0,506.0,5.82,,6.0,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2020-03-31,2020-03-31,2020-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Annual_20200331,,screener annual financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,43403.0,41108.0,2294.0,5.0,872.0,1572.0,472.0,1122.0,29.0,1040.0,9.24,,10.0,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2021-03-31,2021-03-31,2021-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Annual_20210331,,screener annual financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,39537.0,37031.0,2506.0,6.0,494.0,1377.0,537.0,1086.0,31.0,1046.0,7.49,,12.0,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2022-03-31,2022-03-31,2022-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Annual_20220331,,screener annual financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,69420.0,65707.0,3714.0,5.0,1012.0,2526.0,1248.0,952.0,50.0,788.0,6.3,,14.0,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2023-03-31,2023-03-31,2023-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Annual_20230331,,screener annual financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,127540.0,118722.0,8818.0,7.0,834.0,3969.0,2436.0,3247.0,32.0,2422.0,19.3,,6.0,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2024-03-31,2024-03-31,2024-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Annual_20240331,,screener annual financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,96421.0,85044.0,11377.0,12.0,1146.0,4555.0,3042.0,4926.0,33.0,3335.0,25.37,,5.0,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2025-03-31,2025-03-31,2025-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Annual_20250331,,screener annual financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,97895.0,83643.0,14252.0,15.0,6403.0,5978.0,4211.0,10466.0,28.0,8005.0,55.02,,2.0,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2026-03-31,2026-03-31,2026-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Annual_20260331,,screener annual financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,100469.0,86478.0,13991.0,14.0,11688.0,6019.0,6135.0,13525.0,28.0,9951.0,72.31,,2.0,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2023-03-31,2023-03-31,2023-03-31,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Quarterly_20230331,,screener quarterly financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,28944.0,25337.0,3607.0,12.0,-15.0,1525.0,895.0,1172.0,38.0,781.0,5.66,,,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2023-06-30,2023-06-30,2023-06-30,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Quarterly_20230630,,screener quarterly financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,22644.0,20119.0,2525.0,11.0,370.0,1103.0,714.0,1079.0,33.0,677.0,5.28,,,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2023-09-30,2023-09-30,2023-09-30,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Quarterly_20230930,,screener quarterly financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,19546.0,17116.0,2430.0,12.0,461.0,1343.0,757.0,791.0,50.0,333.0,1.78,,,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2023-12-31,2023-12-31,2023-12-31,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Quarterly_20231231,,screener quarterly financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,25050.0,21824.0,3226.0,13.0,491.0,597.0,760.0,2361.0,19.0,1973.0,14.79,,,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2024-03-31,2024-03-31,2024-03-31,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Quarterly_20240331,,screener quarterly financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,29180.0,25985.0,3195.0,11.0,-176.0,1513.0,811.0,696.0,62.0,352.0,3.53,,,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2024-06-30,2024-06-30,2024-06-30,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Quarterly_20240630,,screener quarterly financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,25472.0,21767.0,3706.0,15.0,591.0,1130.0,934.0,2232.0,26.0,1772.0,11.39,,,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2024-09-30,2024-09-30,2024-09-30,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Quarterly_20240930,,screener quarterly financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,22608.0,18842.0,3766.0,17.0,583.0,910.0,1035.0,2403.0,21.0,1989.0,13.64,,,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2024-12-31,2024-12-31,2024-12-31,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Quarterly_20241231,,screener quarterly financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,22848.0,19778.0,3070.0,13.0,648.0,2141.0,1006.0,572.0,103.0,229.0,0.45,,,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2025-03-31,2025-03-31,2025-03-31,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Quarterly_20250331,,screener quarterly financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,26966.0,23256.0,3710.0,14.0,4582.0,1796.0,1236.0,5259.0,24.0,4015.0,29.74,,,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2025-06-30,2025-06-30,2025-06-30,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Quarterly_20250630,,screener quarterly financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,21961.0,18651.0,3310.0,15.0,475.0,1035.0,1284.0,1466.0,39.0,976.0,5.68,,,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2025-09-30,2025-09-30,2025-09-30,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Quarterly_20250930,,screener quarterly financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,21249.0,17942.0,3307.0,16.0,4179.0,1711.0,1377.0,4398.0,23.0,3414.0,24.74,,,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2025-12-31,2025-12-31,2025-12-31,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Quarterly_20251231,,screener quarterly financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,24820.0,21178.0,3642.0,15.0,6288.0,1626.0,1372.0,6932.0,20.0,5727.0,43.53,,,,,,,
ADANIENT,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2026-03-31,2026-03-31,2026-03-31,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIENT/consolidated/,screener_ADANIENT_Quarterly_20260331,,screener quarterly financial table,https://www.screener.in/company/ADANIENT/consolidated/,screener,32439.0,28709.0,3731.0,12.0,748.0,1646.0,2103.0,729.0,117.0,-167.0,-1.71,,,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2015-03-31,2015-03-31,2015-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Annual_20150331,,screener annual financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,6152.0,2250.0,3902.0,63.0,686.0,1175.0,912.0,2501.0,7.0,2324.0,11.18,,10.0,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2016-03-31,2016-03-31,2016-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Annual_20160331,,screener annual financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,7109.0,2532.0,4577.0,64.0,730.0,1124.0,1063.0,3119.0,9.0,2856.0,13.99,,8.0,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2017-03-31,2017-03-31,2017-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Annual_20170331,,screener annual financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,8439.0,3021.0,5418.0,64.0,1037.0,1116.0,1160.0,4179.0,7.0,3902.0,18.89,,7.0,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2018-03-31,2018-03-31,2018-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Annual_20180331,,screener annual financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,11323.0,4166.0,7157.0,63.0,844.0,1579.0,1188.0,5234.0,30.0,3690.0,17.74,,11.0,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2019-03-31,2019-03-31,2019-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Annual_20190331,,screener annual financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,10925.0,4330.0,6596.0,60.0,1289.0,1385.0,1373.0,5126.0,21.0,4045.0,19.27,,1.0,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2020-03-31,2020-03-31,2020-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Annual_20200331,,screener annual financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,11873.0,5926.0,5947.0,50.0,1928.0,1951.0,1680.0,4244.0,11.0,3785.0,18.52,,17.0,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2021-03-31,2021-03-31,2021-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Annual_20210331,,screener annual financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,12550.0,3862.0,8688.0,69.0,1967.0,2255.0,2107.0,6292.0,20.0,5049.0,24.58,,20.0,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2022-03-31,2022-03-31,2022-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Annual_20220331,,screener annual financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,17119.0,7591.0,9528.0,56.0,1832.0,2544.0,3099.0,5717.0,13.0,4953.0,23.13,,22.0,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2023-03-31,2023-03-31,2023-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Annual_20230331,,screener annual financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,20852.0,9905.0,10947.0,52.0,327.0,2363.0,3425.0,5487.0,2.0,5391.0,24.58,,20.0,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2024-03-31,2024-03-31,2024-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Annual_20240331,,screener annual financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,26711.0,11121.0,15589.0,58.0,671.0,2733.0,3888.0,9639.0,16.0,8104.0,37.55,,16.0,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2025-03-31,2025-03-31,2025-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Annual_20250331,,screener annual financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,30475.0,12054.0,18421.0,60.0,1800.0,2813.0,4379.0,13030.0,15.0,11061.0,51.35,,14.0,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2026-03-31,2026-03-31,2026-03-31,Annual,Annual,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Annual_20260331,,screener annual financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,38736.0,15868.0,22868.0,59.0,2152.0,4654.0,5517.0,14849.0,14.0,12782.0,55.58,,13.0,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2023-03-31,2023-03-31,2023-03-31,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Quarterly_20230331,,screener quarterly financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,5797.0,2526.0,3271.0,56.0,-885.0,623.0,846.0,917.0,-24.0,1139.0,5.36,,,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2023-06-30,2023-06-30,2023-06-30,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Quarterly_20230630,,screener quarterly financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,6248.0,2558.0,3689.0,59.0,384.0,633.0,950.0,2491.0,15.0,2119.0,9.79,,,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2023-09-30,2023-09-30,2023-09-30,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Quarterly_20230930,,screener quarterly financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,6646.0,2982.0,3664.0,55.0,351.0,520.0,974.0,2521.0,30.0,1762.0,8.09,,,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2023-12-31,2023-12-31,2023-12-31,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Quarterly_20231231,,screener quarterly financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,6920.0,2724.0,4196.0,61.0,507.0,976.0,985.0,2741.0,19.0,2208.0,10.22,,,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2024-03-31,2024-03-31,2024-03-31,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Quarterly_20240331,,screener quarterly financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,6896.0,2887.0,4009.0,58.0,-70.0,619.0,979.0,2341.0,14.0,2015.0,9.44,,,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2024-06-30,2024-06-30,2024-06-30,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Quarterly_20240630,,screener quarterly financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,7560.0,2820.0,4739.0,63.0,349.0,484.0,1012.0,3593.0,14.0,3107.0,14.41,,,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2024-09-30,2024-09-30,2024-09-30,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Quarterly_20240930,,screener quarterly financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,7067.0,2700.0,4367.0,62.0,254.0,659.0,1077.0,2885.0,16.0,2413.0,11.32,,,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2024-12-31,2024-12-31,2024-12-31,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Quarterly_20241231,,screener quarterly financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,7964.0,3161.0,4802.0,60.0,247.0,923.0,1106.0,3020.0,17.0,2518.0,11.67,,,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2025-03-31,2025-03-31,2025-03-31,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Quarterly_20250331,,screener quarterly financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,8488.0,3482.0,5006.0,59.0,426.0,715.0,1185.0,3532.0,14.0,3023.0,13.95,,,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2025-06-30,2025-06-30,2025-06-30,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Quarterly_20250630,,screener quarterly financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,9126.0,3631.0,5495.0,60.0,453.0,846.0,1255.0,3848.0,14.0,3311.0,15.34,,,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2025-09-30,2025-09-30,2025-09-30,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Quarterly_20250930,,screener quarterly financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,9167.0,3827.0,5340.0,58.0,837.0,1223.0,1264.0,3690.0,15.0,3120.0,14.39,,,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2025-12-31,2025-12-31,2025-12-31,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Quarterly_20251231,,screener quarterly financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,9705.0,3919.0,5786.0,60.0,189.0,980.0,1384.0,3611.0,16.0,3043.0,13.25,,,,,,,
ADANIPORTS,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2026-03-31,2026-03-31,2026-03-31,Quarterly,Quarterly,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,screener_ADANIPORTS_Quarterly_20260331,,screener quarterly financial table,https://www.screener.in/company/ADANIPORTS/consolidated/,screener,10738.0,4718.0,6020.0,56.0,900.0,1605.0,1615.0,3700.0,11.0,3308.0,14.45,,,,,,,
APOLLOHOSP,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2015-03-31,2015-03-31,2015-03-31,Annual,Annual,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener_APOLLOHOSP_Annual_20150331,,screener annual financial table,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener,5129.0,4392.0,737.0,14.0,47.0,118.0,212.0,455.0,29.0,335.0,24.43,,24.0,,,,,
APOLLOHOSP,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2016-03-31,2016-03-31,2016-03-31,Annual,Annual,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener_APOLLOHOSP_Annual_20160331,,screener annual financial table,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener,6150.0,5465.0,684.0,11.0,92.0,180.0,264.0,332.0,29.0,235.0,16.99,,35.0,,,,,
APOLLOHOSP,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2017-03-31,2017-03-31,2017-03-31,Annual,Annual,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener_APOLLOHOSP_Annual_20170331,,screener annual financial table,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener,7256.0,6522.0,734.0,10.0,60.0,257.0,314.0,222.0,41.0,131.0,15.88,,38.0,,,,,
APOLLOHOSP,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2018-03-31,2018-03-31,2018-03-31,Annual,Annual,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener_APOLLOHOSP_Annual_20180331,,screener annual financial table,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener,8243.0,7442.0,801.0,10.0,24.0,295.0,359.0,171.0,65.0,60.0,8.44,,59.0,,,,,
APOLLOHOSP,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2019-03-31,2019-03-31,2019-03-31,Annual,Annual,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener_APOLLOHOSP_Annual_20190331,,screener annual financial table,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener,9617.0,8548.0,1070.0,11.0,26.0,327.0,396.0,373.0,47.0,200.0,16.96,,35.0,,,,,
APOLLOHOSP,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2020-03-31,2020-03-31,2020-03-31,Annual,Annual,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener_APOLLOHOSP_Annual_20200331,,screener annual financial table,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener,11247.0,9656.0,1591.0,14.0,222.0,533.0,620.0,660.0,34.0,432.0,32.7,,18.0,,,,,
APOLLOHOSP,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2021-03-31,2021-03-31,2021-03-31,Annual,Annual,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener_APOLLOHOSP_Annual_20210331,,screener annual financial table,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener,10560.0,9420.0,1140.0,11.0,103.0,449.0,573.0,221.0,38.0,137.0,10.46,,29.0,,,,,
APOLLOHOSP,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2022-03-31,2022-03-31,2022-03-31,Annual,Annual,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener_APOLLOHOSP_Annual_20220331,,screener annual financial table,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener,14663.0,12474.0,2189.0,15.0,368.0,379.0,601.0,1578.0,30.0,1108.0,73.42,,16.0,,,,,
APOLLOHOSP,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2023-03-31,2023-03-31,2023-03-31,Annual,Annual,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener_APOLLOHOSP_Annual_20230331,,screener annual financial table,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener,16612.0,14548.0,2065.0,12.0,75.0,381.0,615.0,1144.0,22.0,844.0,56.97,,26.0,,,,,
APOLLOHOSP,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2024-03-31,2024-03-31,2024-03-31,Annual,Annual,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener_APOLLOHOSP_Annual_20240331,,screener annual financial table,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener,19059.0,16665.0,2394.0,13.0,123.0,449.0,687.0,1380.0,32.0,935.0,62.5,,26.0,,,,,
APOLLOHOSP,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2025-03-31,2025-03-31,2025-03-31,Annual,Annual,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener_APOLLOHOSP_Annual_20250331,,screener annual financial table,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener,21794.0,18761.0,3033.0,14.0,222.0,458.0,758.0,2039.0,26.0,1505.0,100.56,,13.0,,,,,
APOLLOHOSP,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2026-03-31,2026-03-31,2026-03-31,Annual,Annual,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener_APOLLOHOSP_Annual_20260331,,screener annual financial table,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener,25228.0,21459.0,3769.0,15.0,217.0,450.0,876.0,2661.0,25.0,2003.0,135.04,,15.0,,,,,
APOLLOHOSP,2026-07-07,2018-01-01,2026-07-07,2026-07-07T20:56:38,2023-03-31,2023-03-31,2023-03-31,Quarterly,Quarterly,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener_APOLLOHOSP_Quarterly_20230331,,screener quarterly financial table,https://www.screener.in/company/APOLLOHOSP/consolidated/,screener,4302.0,3814.0,488.0,11.0,20.0,95.0,159.0,254.0,43.0,146.0,10.05,,,,,,,
