symbol,trade_date,business_date,series,isin,instrument_name,open,high,low,close,last,previous_close,settlement_price,volume,turnover,trades
ADANIENT,2025-10-07,2025-10-07,EQ,INE423A01024,ADANI ENTERPRISES LIMITED,2580.7,2617.3,2533.1,2542.2,2556.5,2573.5,2542.2,1120230,2889548494.1,48731
ADANIPORTS,2025-10-07,2025-10-07,EQ,INE742F01042,ADANI PORT & SEZ LTD,1400.8,1415.0,1397.3,1399.5,1398.7,1400.5,1399.5,1608151,2258916544.6,59677
APOLLOHOSP,2025-10-07,2025-10-07,EQ,INE437A01024,APOLLO HOSPITALS ENTER. L,7674.5,7706.5,7633.5,7700.0,7700.0,7662.0,7700.0,210121,1613878843.0,32169
ASIANPAINT,2025-10-07,2025-10-07,EQ,INE021A01026,ASIAN PAINTS LIMITED,2355.0,2371.4,2346.0,2352.8,2354.7,2354.8,2352.75,498524,1176110967.3,35086
AXISBANK,2025-10-07,2025-10-07,EQ,INE238A01034,AXIS BANK LIMITED,1212.0,1212.0,1184.0,1186.8,1188.0,1212.8,1186.8,8620156,10274849285.8,157955
BAJAJ-AUTO,2025-10-07,2025-10-07,EQ,INE917I01010,BAJAJ AUTO LIMITED,8800.0,8915.0,8785.5,8904.0,8900.0,8792.0,8904.0,490577,4340777563.0,42324
BAJAJFINSV,2025-10-07,2025-10-07,EQ,INE918I01026,BAJAJ FINSERV LTD.,2038.7,2056.4,2029.0,2032.6,2030.0,2033.2,2032.6,641471,1310042108.3,52239
BAJFINANCE,2025-10-07,2025-10-07,EQ,INE296A01032,BAJAJ FINANCE LIMITED,1008.9,1029.5,1008.9,1016.55,1018.3,1008.9,1016.85,7991437,8150086290.75,170118
BEL,2025-10-07,2025-10-07,EQ,INE263A01024,BHARAT ELECTRONICS LTD,413.25,415.55,409.1,410.3,410.7,413.25,410.3,11933246,4909073768.05,171764
BHARTIARTL,2025-10-07,2025-10-07,EQ,INE397D01024,BHARTI AIRTEL LIMITED,1900.0,1946.0,1900.0,1929.0,1928.8,1903.1,1929.0,5713060,11016084010.0,176001
CIPLA,2025-10-07,2025-10-07,EQ,INE059A01026,CIPLA LTD,1514.9,1522.0,1506.2,1513.3,1512.0,1513.1,1513.3,834623,1263551384.2,47934
COALINDIA,2025-10-07,2025-10-07,EQ,INE522F01014,COAL INDIA LTD,384.0,388.95,383.8,384.7,384.9,381.9,384.7,7895734,3048940364.75,102572
DRREDDY,2025-10-07,2025-10-07,EQ,INE089A01031,DR. REDDY S LABORATORIES,1250.3,1256.1,1244.4,1248.5,1248.0,1248.6,1248.5,1380941,1726481072.4,46916
EICHERMOT,2025-10-07,2025-10-07,EQ,INE066A01021,EICHER MOTORS LTD,6880.0,6999.0,6880.0,6957.0,6957.5,6880.0,6957.0,286586,1995161548.0,41656
ETERNAL,2025-10-07,2025-10-07,EQ,INE758T01015,ETERNAL LIMITED,335.5,341.6,333.2,337.85,337.85,335.1,337.85,19836347,6714058027.75,237345
GRASIM,2025-10-07,2025-10-07,EQ,INE047A01021,GRASIM INDUSTRIES LTD,2800.0,2825.0,2790.3,2808.0,2814.0,2807.4,2808.0,245369,689469670.6,28609
HCLTECH,2025-10-07,2025-10-07,EQ,INE860A01027,HCL TECHNOLOGIES LTD,1422.0,1441.9,1417.2,1433.4,1435.5,1417.7,1433.4,1592836,2281459591.8,62701
HDFCBANK,2025-10-07,2025-10-07,EQ,INE040A01034,HDFC BANK LTD,974.0,989.85,971.0,982.5,981.8,973.45,982.5,25535736,25115433186.6,246182
HDFCLIFE,2025-10-07,2025-10-07,EQ,INE795G01014,HDFC LIFE INS CO LTD,767.0,770.0,753.1,755.6,756.5,763.05,755.6,3289846,2494653892.9,80336
HINDALCO,2025-10-07,2025-10-07,EQ,INE038A01020,HINDALCO  INDUSTRIES  LTD,771.0,780.75,765.9,767.8,767.0,776.7,767.8,4918764,3798462168.5,111405
HINDUNILVR,2025-10-07,2025-10-07,EQ,INE030A01027,HINDUSTAN UNILEVER LTD.,2540.0,2559.4,2508.3,2517.2,2530.0,2541.8,2516.8,1291750,3257385826.8,68679
ICICIBANK,2025-10-07,2025-10-07,EQ,INE090A01021,ICICI BANK LTD.,1363.6,1383.1,1363.6,1375.9,1375.0,1363.4,1375.9,16126464,22220830751.1,217688
INDIGO,2025-10-07,2025-10-07,EQ,INE646L01027,INTERGLOBE AVIATION LTD,5675.0,5693.5,5610.5,5664.0,5665.5,5694.5,5664.0,471217,2662185597.5,43662
INFY,2025-10-07,2025-10-07,EQ,INE009A01021,INFOSYS LIMITED,1477.7,1482.9,1454.0,1458.5,1458.1,1476.0,1458.25,5570320,8152322227.9,171449
ITC,2025-10-07,2025-10-07,EQ,INE154A01025,ITC LTD,402.5,402.6,399.5,399.8,399.9,400.75,399.8,12298968,4925318576.7,128812
JIOFIN,2025-10-07,2025-10-07,EQ,INE758E01017,JIO FIN SERVICES LTD,306.35,315.0,306.3,309.9,310.6,306.25,309.9,18717966,5829997447.4,115019
JSWSTEEL,2025-10-07,2025-10-07,EQ,INE019A01038,JSW STEEL LIMITED,1159.9,1173.0,1154.2,1156.8,1154.2,1159.9,1156.8,1565661,1822122971.4,44077
KOTAKBANK,2025-10-07,2025-10-07,EQ,INE237A01028,KOTAK MAHINDRA BANK LTD,2142.0,2153.1,2121.7,2126.9,2126.0,2146.0,2126.9,2472939,5280383327.9,81336
LT,2025-10-07,2025-10-07,EQ,INE018A01030,LARSEN & TOUBRO LTD.,3748.0,3766.0,3725.0,3729.7,3730.5,3737.0,3729.75,1673945,6260695648.3,97367
M&M,2025-10-07,2025-10-07,EQ,INE101A01026,MAHINDRA & MAHINDRA LTD,3468.1,3521.4,3465.1,3492.8,3497.0,3472.0,3492.8,1508939,5268952345.4,88944
MARUTI,2025-10-07,2025-10-07,EQ,INE585B01010,MARUTI SUZUKI INDIA LTD.,16014.0,16159.0,15977.0,16108.0,16092.0,15998.0,16108.0,330326,5320971490.0,52517
MAXHEALTH,2025-10-07,2025-10-07,EQ,INE027H01010,MAX HEALTHCARE INS LTD,1134.0,1140.0,1115.0,1130.7,1128.0,1139.7,1130.7,3577437,4045638542.0,88011
NESTLEIND,2025-10-07,2025-10-07,EQ,INE239A01024,NESTLE INDIA LIMITED,1181.7,1192.2,1175.0,1176.8,1176.0,1181.7,1176.8,922441,1091357226.2,39514
NTPC,2025-10-07,2025-10-07,EQ,INE733E01010,NTPC LTD,339.1,341.4,336.85,338.0,338.25,339.1,338.0,16130172,5453290874.5,168823
ONGC,2025-10-07,2025-10-07,EQ,INE213A01029,OIL AND NATURAL GAS CORP.,245.86,249.5,244.66,245.32,245.34,245.86,245.3,12498420,3087199168.62,171704
POWERGRID,2025-10-07,2025-10-07,EQ,INE752E01010,POWER GRID CORP. LTD.,288.95,292.35,287.1,289.0,289.65,286.9,289.0,11371062,3294475742.5,87922
RELIANCE,2025-10-07,2025-10-07,EQ,INE002A01018,RELIANCE INDUSTRIES LTD,1376.0,1395.9,1375.9,1384.8,1384.5,1375.0,1384.8,11244040,15593176402.2,196055
SBILIFE,2025-10-07,2025-10-07,EQ,INE123W01016,SBI LIFE INSURANCE CO LTD,1777.0,1793.7,1771.3,1784.1,1786.7,1770.9,1784.1,859968,1532220466.8,39956
SBIN,2025-10-07,2025-10-07,EQ,INE062A01020,STATE BANK OF INDIA,874.15,877.0,863.0,864.7,864.15,874.05,864.7,9242580,8025523526.1,167126
SHRIRAMFIN,2025-10-07,2025-10-07,EQ,INE721A01047,SHRIRAM FINANCE LIMITED,670.2,673.0,663.5,666.8,666.95,671.45,666.8,3729360,2489097892.65,56801
SUNPHARMA,2025-10-07,2025-10-07,EQ,INE044A01036,SUN PHARMACEUTICAL IND L,1649.4,1663.0,1647.0,1653.1,1655.5,1654.7,1653.1,2174852,3598402691.0,72158
TATACONSUM,2025-10-07,2025-10-07,EQ,INE192A01025,TATA CONSUMER PRODUCT LTD,1136.4,1144.9,1115.3,1120.0,1123.9,1142.1,1120.0,1354474,1526028989.8,50177
TATASTEEL,2025-10-07,2025-10-07,EQ,INE081A01020,TATA STEEL LIMITED,170.4,172.2,170.4,171.43,171.5,170.06,171.45,19189843,3288388049.36,101492
TCS,2025-10-07,2025-10-07,EQ,INE467B01029,TATA CONSULTANCY SERV LT,2995.0,3004.5,2955.5,2973.7,2975.0,2988.4,2973.7,3062943,9102139525.6,141987
TECHM,2025-10-07,2025-10-07,EQ,INE669C01036,TECH MAHINDRA LIMITED,1440.0,1445.8,1426.6,1438.9,1441.0,1439.3,1438.85,1105550,1589082034.4,51162
TITAN,2025-10-07,2025-10-07,EQ,INE280A01028,TITAN COMPANY LIMITED,3425.0,3445.9,3411.0,3418.2,3419.0,3425.4,3418.2,996165,3418684038.4,58141
TRENT,2025-10-07,2025-10-07,EQ,INE849A01020,TRENT LTD,4695.0,4721.9,4590.0,4686.0,4685.0,4777.3,4686.0,2789651,13011503451.3,188988
ULTRACEMCO,2025-10-07,2025-10-07,EQ,INE481G01011,ULTRATECH CEMENT LIMITED,12059.0,12210.0,12025.0,12184.0,12175.0,12055.0,12183.95,225472,2742424841.0,30342
WIPRO,2025-10-07,2025-10-07,EQ,INE075A01022,WIPRO LTD,242.9,245.0,242.14,243.53,243.75,242.13,243.55,6587728,1603258453.63,66541
