symbol,trade_date,business_date,series,isin,instrument_name,open,high,low,close,last,previous_close,settlement_price,volume,turnover,trades
ADANIENT,2026-05-29,2026-05-29,EQ,INE423A01024,ADANI ENTERPRISES LIMITED,2987.8,2995.0,2926.8,2937.4,2940.0,2973.1,2937.4,4040865,11904518687.5,102996
ADANIPORTS,2026-05-29,2026-05-29,EQ,INE742F01042,ADANI PORT & SEZ LTD,1836.4,1840.7,1796.4,1804.6,1809.0,1824.5,1804.6,3554087,6426292994.1,92673
APOLLOHOSP,2026-05-29,2026-05-29,EQ,INE437A01024,APOLLO HOSPITALS ENTER. L,8176.5,8325.0,8146.0,8176.5,8219.5,8272.5,8176.5,1042419,8550662488.5,73237
ASIANPAINT,2026-05-29,2026-05-29,EQ,INE021A01026,ASIAN PAINTS LIMITED,2676.1,2748.2,2631.6,2671.6,2688.0,2671.9,2671.6,5062328,13576140868.0,197390
AXISBANK,2026-05-29,2026-05-29,EQ,INE238A01034,AXIS BANK LIMITED,1296.1,1312.6,1277.4,1286.6,1286.5,1304.1,1286.6,15215715,19631800031.6,155975
BAJAJ-AUTO,2026-05-29,2026-05-29,EQ,INE917I01010,BAJAJ AUTO LIMITED,10650.0,10750.0,10388.5,10460.0,10479.5,10808.5,10460.0,483158,5100536807.0,63584
BAJAJFINSV,2026-05-29,2026-05-29,EQ,INE918I01026,BAJAJ FINSERV LTD.,1801.0,1817.6,1776.9,1783.6,1797.8,1809.1,1783.6,1445842,2586304251.1,65905
BAJFINANCE,2026-05-29,2026-05-29,EQ,INE296A01032,BAJAJ FINANCE LIMITED,915.1,937.8,895.3,908.25,909.3,931.15,908.2,46752428,42582322890.05,240583
BEL,2026-05-29,2026-05-29,EQ,INE263A01024,BHARAT ELECTRONICS LTD,413.3,419.1,409.9,410.75,412.35,419.1,410.75,26559872,10957109518.3,226870
BHARTIARTL,2026-05-29,2026-05-29,EQ,INE397D01024,BHARTI AIRTEL LIMITED,1860.0,1860.0,1818.5,1829.0,1827.0,1852.2,1829.0,52886264,96695698670.9,268205
CIPLA,2026-05-29,2026-05-29,EQ,INE059A01026,CIPLA LTD,1411.0,1429.2,1382.7,1401.0,1400.0,1418.2,1401.0,9540984,13394939611.7,108397
COALINDIA,2026-05-29,2026-05-29,EQ,INE522F01014,COAL INDIA LTD,458.9,474.0,455.9,457.9,458.3,463.05,457.9,97895486,45258941293.75,274170
DRREDDY,2026-05-29,2026-05-29,EQ,INE089A01031,DR. REDDY S LABORATORIES,1318.8,1328.6,1297.5,1303.5,1320.0,1319.0,1303.5,5424483,7079395557.7,77145
EICHERMOT,2026-05-29,2026-05-29,EQ,INE066A01021,EICHER MOTORS LTD,7350.0,7440.5,7131.5,7177.0,7213.0,7419.0,7177.0,1464680,10579355404.5,93167
ETERNAL,2026-05-29,2026-05-29,EQ,INE758T01015,ETERNAL LIMITED,256.75,257.1,249.41,250.58,251.99,256.51,250.59,51989116,13137339355.29,246580
GRASIM,2026-05-29,2026-05-29,EQ,INE047A01021,GRASIM INDUSTRIES LTD,3175.0,3190.3,3111.4,3122.4,3142.7,3170.0,3122.4,1635193,5128478053.6,68660
HCLTECH,2026-05-29,2026-05-29,EQ,INE860A01027,HCL TECHNOLOGIES LTD,1180.0,1191.7,1177.0,1183.8,1182.0,1165.2,1183.8,12446602,14740211031.4,119951
HDFCBANK,2026-05-29,2026-05-29,EQ,INE040A01034,HDFC BANK LTD,746.05,760.5,737.75,744.55,747.25,758.65,744.55,101299431,75750325248.25,582913
HDFCLIFE,2026-05-29,2026-05-29,EQ,INE795G01014,HDFC LIFE INS CO LTD,614.0,614.0,588.8,594.8,596.5,609.6,594.8,11094751,6627616227.65,92737
HINDALCO,2026-05-29,2026-05-29,EQ,INE038A01020,HINDALCO  INDUSTRIES  LTD,1176.0,1176.0,1122.0,1126.7,1132.2,1149.7,1126.7,11987286,13595864020.0,135069
HINDUNILVR,2026-05-29,2026-05-29,EQ,INE030A01027,HINDUSTAN UNILEVER LTD.,2133.5,2207.8,2118.1,2153.5,2161.0,2198.4,2153.4,17701621,38161339110.7,175612
ICICIBANK,2026-05-29,2026-05-29,EQ,INE090A01021,ICICI BANK LTD.,1275.1,1287.8,1247.9,1256.4,1260.5,1272.7,1256.4,31007884,39179479642.8,392957
INDIGO,2026-05-29,2026-05-29,EQ,INE646L01027,INTERGLOBE AVIATION LTD,4550.0,4555.0,4381.2,4405.0,4420.0,4570.0,4405.0,1359472,6031749611.6,85917
INFY,2026-05-29,2026-05-29,EQ,INE009A01021,INFOSYS LIMITED,1182.0,1210.0,1153.6,1160.9,1156.4,1159.9,1160.9,69085430,80795333060.8,392999
ITC,2026-05-29,2026-05-29,EQ,INE154A01025,ITC LTD,292.0,292.4,285.9,286.9,287.9,291.95,286.9,31930439,9207635381.25,430026
JIOFIN,2026-05-29,2026-05-29,EQ,INE758E01017,JIO FIN SERVICES LTD,244.0,245.15,238.05,238.95,240.12,242.89,238.95,22534996,5409611385.7,109738
JSWSTEEL,2026-05-29,2026-05-29,EQ,INE019A01038,JSW STEEL LIMITED,1309.5,1312.2,1270.3,1278.0,1277.0,1309.3,1278.0,3129836,4015124262.2,63389
KOTAKBANK,2026-05-29,2026-05-29,EQ,INE237A01036,KOTAK MAHINDRA BANK LTD,388.85,392.55,381.25,384.2,385.65,388.7,384.2,40109830,15455476188.8,222633
LT,2026-05-29,2026-05-29,EQ,INE018A01030,LARSEN & TOUBRO LTD.,4045.8,4128.0,4045.0,4076.5,4090.0,4047.5,4076.5,4882940,19979711789.2,162803
M&M,2026-05-29,2026-05-29,EQ,INE101A01026,MAHINDRA & MAHINDRA LTD,3119.6,3150.8,3005.1,3045.6,3066.1,3121.6,3045.5,11402867,34916320056.5,247939
MARUTI,2026-05-29,2026-05-29,EQ,INE585B01010,MARUTI SUZUKI INDIA LTD.,13456.0,13508.0,13050.0,13127.0,13200.0,13364.0,13127.0,963291,12703926249.0,86344
MAXHEALTH,2026-05-29,2026-05-29,EQ,INE027H01010,MAX HEALTHCARE INS LTD,1002.95,1002.95,955.0,965.1,965.0,993.45,965.1,15388949,14891617747.25,147529
NESTLEIND,2026-05-29,2026-05-29,EQ,INE239A01024,NESTLE INDIA LIMITED,1431.4,1444.1,1408.5,1421.5,1443.0,1427.5,1421.5,13063475,18577061105.5,116437
NTPC,2026-05-29,2026-05-29,EQ,INE733E01010,NTPC LTD,400.0,401.65,385.1,386.9,389.5,398.15,386.9,17003143,6613415860.75,133574
