symbol,trade_date,business_date,series,isin,instrument_name,open,high,low,close,last,previous_close,settlement_price,volume,turnover,trades
ADANIENT,2025-07-25,2025-07-25,EQ,INE423A01024,ADANI ENTERPRISES LIMITED,2605.0,2617.0,2544.1,2550.1,2549.5,2608.4,2550.1,424612,1090598540.7,30247
ADANIPORTS,2025-07-25,2025-07-25,EQ,INE742F01042,ADANI PORT & SEZ LTD,1411.7,1416.7,1390.0,1396.3,1390.0,1411.6,1396.3,744410,1043135404.8,41408
APOLLOHOSP,2025-07-25,2025-07-25,EQ,INE437A01024,APOLLO HOSPITALS ENTER. L,7365.0,7483.5,7343.5,7468.5,7474.0,7363.5,7468.5,434232,3231198355.0,44439
ASIANPAINT,2025-07-25,2025-07-25,EQ,INE021A01026,ASIAN PAINTS LIMITED,2340.0,2350.5,2325.8,2336.2,2338.9,2352.1,2336.2,383636,896546545.9,35385
AXISBANK,2025-07-25,2025-07-25,EQ,INE238A01034,AXIS BANK LIMITED,1086.1,1101.0,1076.2,1086.1,1086.0,1095.1,1086.1,11779887,12782666486.5,172683
BAJAJ-AUTO,2025-07-25,2025-07-25,EQ,INE917I01010,BAJAJ AUTO LIMITED,8275.0,8280.0,8044.5,8075.5,8074.5,8288.5,8075.0,554118,4487300045.5,69136
BAJAJFINSV,2025-07-25,2025-07-25,EQ,INE918I01026,BAJAJ FINSERV LTD.,1999.0,2000.0,1932.9,1985.8,1985.4,2032.3,1985.8,4102292,8048029617.9,156846
BAJFINANCE,2025-07-25,2025-07-25,EQ,INE296A01032,BAJAJ FINANCE LIMITED,906.4,924.9,898.0,913.75,912.85,958.95,913.75,24415481,22264784976.0,408925
BEL,2025-07-25,2025-07-25,EQ,INE263A01024,BHARAT ELECTRONICS LTD,399.0,400.7,393.5,395.2,395.6,398.25,395.2,9202508,3643316180.2,121123
BHARTIARTL,2025-07-25,2025-07-25,EQ,INE397D01024,BHARTI AIRTEL LIMITED,1936.1,1952.7,1925.0,1937.9,1928.0,1936.1,1937.9,3896884,7553854412.8,150394
CIPLA,2025-07-25,2025-07-25,EQ,INE059A01026,CIPLA LTD,1485.0,1553.7,1469.0,1532.5,1535.0,1487.9,1532.4,5226395,7991165768.9,156355
COALINDIA,2025-07-25,2025-07-25,EQ,INE522F01014,COAL INDIA LTD,385.55,385.9,380.0,380.8,381.65,385.55,380.8,4616856,1761459878.15,78302
DRREDDY,2025-07-25,2025-07-25,EQ,INE089A01031,DR. REDDY S LABORATORIES,1266.0,1288.5,1261.2,1277.9,1277.0,1265.5,1277.9,1621138,2074893625.4,74198
EICHERMOT,2025-07-25,2025-07-25,EQ,INE066A01021,EICHER MOTORS LTD,5480.0,5480.0,5372.5,5433.0,5425.0,5469.0,5433.0,292877,1586115194.5,32791
ETERNAL,2025-07-25,2025-07-25,EQ,INE758T01015,ETERNAL LIMITED,309.95,314.15,306.3,310.55,310.5,313.15,310.55,50941177,15813414351.65,303907
GRASIM,2025-07-25,2025-07-25,EQ,INE047A01021,GRASIM INDUSTRIES LTD,2735.0,2735.9,2694.2,2708.6,2701.0,2735.9,2708.6,360857,978488721.0,24822
