symbol,trade_date,business_date,series,isin,instrument_name,open,high,low,close,last,previous_close,settlement_price,volume,turnover,trades
ADANIENT,2026-06-17,2026-06-17,EQ,INE423A01024,ADANI ENTERPRISES LIMITED,2958.0,2974.5,2934.6,2951.9,2948.9,2943.6,2951.9,1244567,3673207810.4,43394
ADANIPORTS,2026-06-17,2026-06-17,EQ,INE742F01042,ADANI PORT & SEZ LTD,1824.0,1833.0,1806.3,1828.6,1825.0,1822.0,1828.6,2697924,4900385052.1,47381
APOLLOHOSP,2026-06-17,2026-06-17,EQ,INE437A01024,APOLLO HOSPITALS ENTER. L,8390.5,8464.5,8385.0,8427.5,8425.0,8390.5,8427.5,185437,1562350424.0,27753
ASIANPAINT,2026-06-17,2026-06-17,EQ,INE021A01026,ASIAN PAINTS LIMITED,2764.0,2768.9,2732.5,2738.0,2735.7,2748.1,2738.0,557209,1528758164.8,49444
AXISBANK,2026-06-17,2026-06-17,EQ,INE238A01034,AXIS BANK LIMITED,1364.1,1365.7,1349.3,1350.9,1351.9,1365.7,1350.9,4761917,6451887307.5,141776
BAJAJ-AUTO,2026-06-17,2026-06-17,EQ,INE917I01010,BAJAJ AUTO LIMITED,9980.0,10074.0,9932.0,10042.0,10024.0,9939.0,10042.0,302387,3022259630.0,45410
BAJAJFINSV,2026-06-17,2026-06-17,EQ,INE918I01026,BAJAJ FINSERV LTD.,1792.0,1794.0,1751.6,1764.6,1765.0,1787.3,1764.6,903580,1595416773.2,83912
BAJFINANCE,2026-06-17,2026-06-17,EQ,INE296A01032,BAJAJ FINANCE LIMITED,955.1,961.8,951.55,958.4,958.5,959.65,958.4,5682977,5441736936.85,118784
BEL,2026-06-17,2026-06-17,EQ,INE263A01024,BHARAT ELECTRONICS LTD,407.0,422.4,406.15,419.85,422.0,407.55,419.85,24506595,10154779985.9,170995
BHARTIARTL,2026-06-17,2026-06-17,EQ,INE397D01024,BHARTI AIRTEL LIMITED,1853.0,1878.0,1841.5,1875.7,1874.2,1853.0,1875.7,7653632,14264406143.8,170270
CIPLA,2026-06-17,2026-06-17,EQ,INE059A01026,CIPLA LTD,1380.0,1381.7,1341.1,1350.8,1350.2,1373.2,1350.8,2014168,2720654810.2,49806
COALINDIA,2026-06-17,2026-06-17,EQ,INE522F01014,COAL INDIA LTD,450.9,461.55,448.6,455.75,455.95,450.95,455.75,9064734,4129475823.55,71172
DRREDDY,2026-06-17,2026-06-17,EQ,INE089A01031,DR. REDDY S LABORATORIES,1276.0,1277.4,1260.9,1269.0,1269.0,1276.9,1269.0,683616,866705834.1,38178
EICHERMOT,2026-06-17,2026-06-17,EQ,INE066A01021,EICHER MOTORS LTD,7560.5,7578.5,7452.5,7509.0,7510.0,7560.5,7509.0,404085,3037785191.0,36969
ETERNAL,2026-06-17,2026-06-17,EQ,INE758T01015,ETERNAL LIMITED,254.0,262.5,253.2,258.4,257.85,253.6,258.4,33196297,8609342018.85,182819
GRASIM,2026-06-17,2026-06-17,EQ,INE047A01021,GRASIM INDUSTRIES LTD,3150.0,3200.0,3115.9,3150.4,3160.8,3140.3,3150.4,395269,1241168592.9,29937
HCLTECH,2026-06-17,2026-06-17,EQ,INE860A01027,HCL TECHNOLOGIES LTD,1169.0,1173.6,1159.3,1166.8,1165.0,1159.0,1166.8,2263670,2639039473.6,69724
HDFCBANK,2026-06-17,2026-06-17,EQ,INE040A01034,HDFC BANK LTD,787.65,794.3,783.1,787.1,787.0,784.9,787.1,32405604,25548397540.45,466023
HDFCLIFE,2026-06-17,2026-06-17,EQ,INE795G01014,HDFC LIFE INS CO LTD,576.0,582.95,573.55,581.8,582.9,574.4,581.8,1106892,642364221.6,39259
HINDALCO,2026-06-17,2026-06-17,EQ,INE038A01020,HINDALCO  INDUSTRIES  LTD,985.0,1011.6,971.2,1007.9,1008.9,982.4,1007.9,10853418,10791415214.7,204781
HINDUNILVR,2026-06-17,2026-06-17,EQ,INE030A01027,HINDUSTAN UNILEVER LTD.,2201.1,2224.6,2183.0,2197.6,2199.3,2199.9,2197.6,1511401,3327094448.4,70487
ICICIBANK,2026-06-17,2026-06-17,EQ,INE090A01021,ICICI BANK LTD.,1342.0,1346.0,1333.4,1336.8,1336.5,1334.3,1336.8,8026424,10744544350.0,154630
INDIGO,2026-06-17,2026-06-17,EQ,INE646L01027,INTERGLOBE AVIATION LTD,4876.4,4899.0,4840.0,4878.4,4885.0,4840.0,4878.4,871600,4244573410.2,63712
INFY,2026-06-17,2026-06-17,EQ,INE009A01021,INFOSYS LIMITED,1149.0,1162.5,1148.0,1157.7,1156.0,1143.6,1157.7,5995119,6938601945.2,125573
ITC,2026-06-17,2026-06-17,EQ,INE154A01025,ITC LTD,291.95,292.35,290.0,290.75,290.9,291.65,290.75,8626353,2509157701.45,242846
JIOFIN,2026-06-17,2026-06-17,EQ,INE758E01017,JIO FIN SERVICES LTD,242.2,244.74,241.22,242.98,242.86,241.95,242.98,10009881,2431592685.8,64290
JSWSTEEL,2026-06-17,2026-06-17,EQ,INE019A01038,JSW STEEL LIMITED,1280.0,1289.5,1269.1,1287.2,1286.8,1274.3,1287.2,1194899,1532208243.8,36067
KOTAKBANK,2026-06-17,2026-06-17,EQ,INE237A01036,KOTAK MAHINDRA BANK LTD,407.85,408.75,402.55,404.5,404.0,407.85,404.5,11654415,4713250102.8,84598
LT,2026-06-17,2026-06-17,EQ,INE018A01030,LARSEN & TOUBRO LTD.,4200.1,4214.7,4172.0,4207.7,4205.0,4186.4,4207.7,1312925,5511324275.9,94040
M&M,2026-06-17,2026-06-17,EQ,INE101A01026,MAHINDRA & MAHINDRA LTD,3145.0,3165.0,3090.0,3132.9,3132.0,3137.9,3132.9,3186836,9980201996.8,140046
MARUTI,2026-06-17,2026-06-17,EQ,INE585B01010,MARUTI SUZUKI INDIA LTD.,13700.0,13740.0,13560.0,13630.0,13633.0,13691.0,13630.0,241534,3296608813.0,39753
MAXHEALTH,2026-06-17,2026-06-17,EQ,INE027H01010,MAX HEALTHCARE INS LTD,1025.4,1029.6,1017.2,1026.15,1029.4,1024.1,1026.15,1093918,1119072079.75,30528
NESTLEIND,2026-06-17,2026-06-17,EQ,INE239A01024,NESTLE INDIA LIMITED,1392.0,1415.5,1387.1,1407.3,1406.0,1391.7,1407.3,1876655,2639866527.4,66073
NTPC,2026-06-17,2026-06-17,EQ,INE733E01010,NTPC LTD,355.55,356.05,352.05,355.55,355.5,355.55,355.55,9299676,3290996954.4,135292
ONGC,2026-06-17,2026-06-17,EQ,INE213A01029,OIL AND NATURAL GAS CORP.,246.0,247.75,244.0,245.0,245.45,248.2,245.0,12816262,3144783011.5,88956
POWERGRID,2026-06-17,2026-06-17,EQ,INE752E01010,POWER GRID CORP. LTD.,286.2,286.65,283.25,286.35,286.1,285.15,286.35,6008101,1710956462.5,56761
RELIANCE,2026-06-17,2026-06-17,EQ,INE002A01018,RELIANCE INDUSTRIES LTD,1333.0,1334.0,1317.0,1332.7,1332.1,1328.8,1332.7,10029170,13328474070.8,223240
SBILIFE,2026-06-17,2026-06-17,EQ,INE123W01016,SBI LIFE INSURANCE CO LTD,1756.0,1803.1,1756.0,1793.6,1801.9,1767.6,1793.6,730989,1302841828.1,45371
SBIN,2026-06-17,2026-06-17,EQ,INE062A01020,STATE BANK OF INDIA,1017.0,1028.1,1013.45,1026.5,1026.5,1015.3,1026.45,8190062,8362376221.65,149867
SHRIRAMFIN,2026-06-17,2026-06-17,EQ,INE721A01047,SHRIRAM FINANCE LIMITED,1005.0,1015.75,1001.95,1007.5,1005.0,1005.75,1007.5,4353419,4393512048.8,97389
SUNPHARMA,2026-06-17,2026-06-17,EQ,INE044A01036,SUN PHARMACEUTICAL IND L,1814.0,1823.4,1802.6,1820.4,1821.0,1800.7,1820.4,1771990,3216702656.1,79031
TATACONSUM,2026-06-17,2026-06-17,EQ,INE192A01025,TATA CONSUMER PRODUCT LTD,1126.0,1134.2,1117.9,1124.5,1123.9,1130.9,1124.5,931423,1048040041.6,41149
TATASTEEL,2026-06-17,2026-06-17,EQ,INE081A01020,TATA STEEL LIMITED,196.79,199.5,195.6,199.01,198.83,196.0,199.01,22491220,4454047517.07,124783
TCS,2026-06-17,2026-06-17,EQ,INE467B01029,TATA CONSULTANCY SERV LT,2209.0,2231.0,2200.7,2223.0,2221.0,2199.0,2223.0,2865010,6361471428.9,107237
TECHM,2026-06-17,2026-06-17,EQ,INE669C01036,TECH MAHINDRA LIMITED,1455.0,1476.8,1454.0,1462.4,1457.6,1446.8,1462.4,2126833,3118354519.2,63723
TITAN,2026-06-17,2026-06-17,EQ,INE280A01028,TITAN COMPANY LIMITED,4338.0,4395.0,4327.5,4380.5,4386.0,4338.0,4380.5,623868,2724751734.3,49352
TMPV,2026-06-17,2026-06-17,EQ,INE155A01022,TATA MOTORS PASS VEH LTD,395.5,395.6,355.0,360.95,361.7,393.6,360.95,51987488,19060545034.05,468983
TRENT,2026-06-17,2026-06-17,EQ,INE849A01020,TRENT LTD,2905.0,3115.0,2905.0,3102.8,3108.0,2897.8,3102.8,5645225,17150481907.6,231867
ULTRACEMCO,2026-06-17,2026-06-17,EQ,INE481G01011,ULTRATECH CEMENT LIMITED,11380.0,11420.0,11314.0,11373.0,11380.0,11391.0,11373.0,177587,2020042149.0,31993
WIPRO,2026-06-17,2026-06-17,EQ,INE075A01022,WIPRO LTD,184.0,185.25,183.58,184.47,184.3,182.67,184.47,16131548,2977011740.47,87482
