symbol,trade_date,business_date,series,isin,instrument_name,open,high,low,close,last,previous_close,settlement_price,volume,turnover,trades
ADANIENT,2026-02-12,2026-02-12,EQ,INE423A01024,ADANI ENTERPRISES LIMITED,2229.0,2229.5,2201.0,2211.8,2209.0,2234.4,2211.8,649585,1436129210.7,33140
ADANIPORTS,2026-02-12,2026-02-12,EQ,INE742F01042,ADANI PORT & SEZ LTD,1542.1,1551.0,1532.5,1543.7,1543.4,1553.4,1543.7,1107584,1706475035.4,50330
APOLLOHOSP,2026-02-12,2026-02-12,EQ,INE437A01024,APOLLO HOSPITALS ENTER. L,7512.0,7579.5,7410.0,7539.0,7542.0,7507.0,7539.0,434146,3259967036.0,48318
ASIANPAINT,2026-02-12,2026-02-12,EQ,INE021A01026,ASIAN PAINTS LIMITED,2398.0,2413.9,2377.0,2410.5,2410.1,2392.5,2410.45,607767,1459185362.7,48028
AXISBANK,2026-02-12,2026-02-12,EQ,INE238A01034,AXIS BANK LIMITED,1347.9,1357.7,1336.2,1340.0,1337.0,1347.3,1340.0,4152620,5575362788.0,136392
BAJAJ-AUTO,2026-02-12,2026-02-12,EQ,INE917I01010,BAJAJ AUTO LIMITED,9876.5,9930.0,9809.5,9840.0,9840.0,9869.5,9839.95,372062,3670591786.0,32825
BAJAJFINSV,2026-02-12,2026-02-12,EQ,INE918I01026,BAJAJ FINSERV LTD.,2025.0,2041.9,2012.1,2037.1,2034.0,2027.0,2037.1,637754,1297163243.5,46658
BAJFINANCE,2026-02-12,2026-02-12,EQ,INE296A01032,BAJAJ FINANCE LIMITED,968.3,1002.0,965.0,999.1,1001.0,968.95,999.55,10346853,10254159152.7,153662
BEL,2026-02-12,2026-02-12,EQ,INE263A01024,BHARAT ELECTRONICS LTD,437.0,444.95,434.6,443.9,444.0,437.55,443.9,16140306,7128666658.25,155219
BHARTIARTL,2026-02-12,2026-02-12,EQ,INE397D01024,BHARTI AIRTEL LIMITED,2019.2,2027.0,2009.1,2014.5,2016.2,2012.1,2014.55,7437690,15009512113.0,171559
CIPLA,2026-02-12,2026-02-12,EQ,INE059A01026,CIPLA LTD,1349.9,1350.0,1321.6,1330.0,1329.8,1349.9,1330.0,1613374,2149982825.4,49480
COALINDIA,2026-02-12,2026-02-12,EQ,INE522F01014,COAL INDIA LTD,423.75,425.95,416.15,419.15,419.2,423.25,419.15,5987886,2514464088.45,84962
DRREDDY,2026-02-12,2026-02-12,EQ,INE089A01031,DR. REDDY S LABORATORIES,1268.9,1277.6,1261.5,1274.9,1272.0,1270.3,1274.9,981247,1248061689.2,57021
EICHERMOT,2026-02-12,2026-02-12,EQ,INE066A01021,EICHER MOTORS LTD,7779.5,7968.0,7760.0,7943.0,7936.5,7771.0,7943.0,1107781,8744001226.0,77077
ETERNAL,2026-02-12,2026-02-12,EQ,INE758T01015,ETERNAL LIMITED,296.2,300.0,291.4,298.0,297.4,300.7,298.0,34873811,10335537356.1,196488
GRASIM,2026-02-12,2026-02-12,EQ,INE047A01021,GRASIM INDUSTRIES LTD,2940.4,2940.5,2907.6,2925.5,2932.0,2932.6,2925.5,420088,1228125383.0,40811
HCLTECH,2026-02-12,2026-02-12,EQ,INE860A01027,HCL TECHNOLOGIES LTD,1529.0,1535.0,1469.5,1476.1,1470.9,1551.6,1476.1,5397659,8057003574.6,282325
HDFCBANK,2026-02-12,2026-02-12,EQ,INE040A01034,HDFC BANK LTD,927.0,928.6,918.5,920.6,919.75,927.1,920.6,33872203,31242614792.65,425115
HDFCLIFE,2026-02-12,2026-02-12,EQ,INE795G01014,HDFC LIFE INS CO LTD,697.0,704.55,688.9,702.7,703.0,701.1,702.7,5334547,3713918862.3,66516
HINDALCO,2026-02-12,2026-02-12,EQ,INE038A01020,HINDALCO  INDUSTRIES  LTD,950.0,966.55,943.95,964.4,965.3,965.95,964.4,4557796,4374203632.65,98771
HINDUNILVR,2026-02-12,2026-02-12,EQ,INE030A01027,HINDUSTAN UNILEVER LTD.,2475.0,2479.6,2350.1,2409.7,2407.0,2462.9,2409.7,4656164,11224796563.5,222978
ICICIBANK,2026-02-12,2026-02-12,EQ,INE090A01021,ICICI BANK LTD.,1406.1,1433.0,1405.3,1430.0,1432.0,1406.1,1430.05,19646265,28025718740.7,359078
INDIGO,2026-02-12,2026-02-12,EQ,INE646L01027,INTERGLOBE AVIATION LTD,4999.9,4999.9,4930.7,4982.8,4981.4,5013.8,4982.85,971327,4838042419.8,75581
INFY,2026-02-12,2026-02-12,EQ,INE009A01021,INFOSYS LIMITED,1428.9,1435.7,1380.5,1386.0,1384.1,1471.9,1386.05,26048896,36431834029.5,697120
ITC,2026-02-12,2026-02-12,EQ,INE154A01025,ITC LTD,317.3,320.4,316.9,317.45,317.5,318.25,317.5,13294561,4231413265.15,155726
JIOFIN,2026-02-12,2026-02-12,EQ,INE758E01017,JIO FIN SERVICES LTD,270.0,270.1,266.7,267.55,267.75,270.3,267.55,8681589,2325763982.4,105964
JSWSTEEL,2026-02-12,2026-02-12,EQ,INE019A01038,JSW STEEL LIMITED,1254.2,1254.2,1240.4,1247.9,1249.0,1249.2,1247.9,762998,951521947.1,36108
KOTAKBANK,2026-02-12,2026-02-12,EQ,INE237A01036,KOTAK MAHINDRA BANK LTD,429.4,431.05,425.1,426.25,426.0,429.55,426.25,14003384,5988433962.65,143461
LT,2026-02-12,2026-02-12,EQ,INE018A01030,LARSEN & TOUBRO LTD.,4187.9,4199.0,4160.9,4185.9,4180.0,4170.4,4185.9,2006458,8400096341.8,89895
M&M,2026-02-12,2026-02-12,EQ,INE101A01026,MAHINDRA & MAHINDRA LTD,3698.2,3699.0,3582.2,3593.1,3590.0,3674.9,3593.1,2554236,9243849569.0,147214
MARUTI,2026-02-12,2026-02-12,EQ,INE585B01010,MARUTI SUZUKI INDIA LTD.,15459.0,15459.0,15265.0,15326.0,15328.0,15412.0,15325.95,201895,3100794527.0,33240
MAXHEALTH,2026-02-12,2026-02-12,EQ,INE027H01010,MAX HEALTHCARE INS LTD,1058.7,1065.35,1046.0,1062.9,1062.0,1055.15,1062.9,3354447,3554611527.85,72145
NESTLEIND,2026-02-12,2026-02-12,EQ,INE239A01024,NESTLE INDIA LIMITED,1312.1,1312.1,1295.1,1305.5,1305.0,1305.3,1305.5,534672,696989888.3,36607
NTPC,2026-02-12,2026-02-12,EQ,INE733E01010,NTPC LTD,370.0,372.0,366.85,368.25,368.0,368.45,368.25,6763353,2495015395.6,128798
ONGC,2026-02-12,2026-02-12,EQ,INE213A01029,OIL AND NATURAL GAS CORP.,276.0,280.3,273.45,276.35,276.4,274.6,276.35,22753270,6298489152.5,202920
POWERGRID,2026-02-12,2026-02-12,EQ,INE752E01010,POWER GRID CORP. LTD.,294.45,296.0,291.75,293.9,293.6,294.45,293.9,10482579,3077581121.85,96610
RELIANCE,2026-02-12,2026-02-12,EQ,INE002A01018,RELIANCE INDUSTRIES LTD,1470.0,1473.0,1445.5,1448.9,1449.9,1468.7,1449.1,11135399,16186860274.5,195451
SBILIFE,2026-02-12,2026-02-12,EQ,INE123W01016,SBI LIFE INSURANCE CO LTD,2022.0,2026.0,1998.0,2022.1,2020.0,2026.3,2022.1,426707,859521484.8,37524
SBIN,2026-02-12,2026-02-12,EQ,INE062A01020,STATE BANK OF INDIA,1183.0,1203.7,1174.8,1192.4,1192.0,1182.9,1192.4,33214985,39647577372.2,376330
SHRIRAMFIN,2026-02-12,2026-02-12,EQ,INE721A01047,SHRIRAM FINANCE LIMITED,1053.5,1087.1,1049.7,1082.8,1083.0,1056.8,1082.8,8462756,9088160101.4,132074
SUNPHARMA,2026-02-12,2026-02-12,EQ,INE044A01036,SUN PHARMACEUTICAL IND L,1714.8,1719.0,1701.2,1714.9,1714.6,1711.1,1714.9,1359444,2329411614.1,74644
TATACONSUM,2026-02-12,2026-02-12,EQ,INE192A01025,TATA CONSUMER PRODUCT LTD,1157.0,1157.0,1142.3,1149.3,1149.5,1152.6,1149.3,624666,717948907.9,27031
TATASTEEL,2026-02-12,2026-02-12,EQ,INE081A01020,TATA STEEL LIMITED,208.0,210.39,206.2,208.11,207.98,207.59,208.1,24109860,5031615137.14,178105
TCS,2026-02-12,2026-02-12,EQ,INE467B01029,TATA CONSULTANCY SERV LT,2869.8,2880.0,2740.0,2750.1,2741.9,2909.8,2750.25,10612156,29482335572.6,660406
