symbol,trade_date,business_date,series,isin,instrument_name,open,high,low,close,last,previous_close,settlement_price,volume,turnover,trades
ADANIENT,2025-10-03,2025-10-03,EQ,INE423A01024,ADANI ENTERPRISES LIMITED,2595.0,2612.9,2564.4,2589.9,2586.1,2592.7,2589.9,917651,2375328265.0,37872
ADANIPORTS,2025-10-03,2025-10-03,EQ,INE742F01042,ADANI PORT & SEZ LTD,1413.0,1431.0,1412.5,1419.1,1419.9,1422.7,1419.1,1576970,2238148474.0,45304
APOLLOHOSP,2025-10-03,2025-10-03,EQ,INE437A01024,APOLLO HOSPITALS ENTER. L,7441.0,7484.0,7404.0,7449.5,7450.0,7441.0,7449.5,478143,3557005862.0,51540
ASIANPAINT,2025-10-03,2025-10-03,EQ,INE021A01026,ASIAN PAINTS LIMITED,2342.2,2362.7,2336.1,2357.8,2358.1,2335.8,2357.8,659872,1551000342.7,49330
AXISBANK,2025-10-03,2025-10-03,EQ,INE238A01034,AXIS BANK LIMITED,1171.0,1188.0,1169.5,1181.0,1183.0,1159.5,1181.0,11095015,13079292517.5,143801
BAJAJ-AUTO,2025-10-03,2025-10-03,EQ,INE917I01010,BAJAJ AUTO LIMITED,8626.5,8698.5,8491.5,8679.5,8685.0,8626.5,8679.5,915075,7858670107.5,68941
BAJAJFINSV,2025-10-03,2025-10-03,EQ,INE918I01026,BAJAJ FINSERV LTD.,2016.5,2017.0,1968.0,2000.9,1994.2,2007.0,2000.9,789048,1568311322.2,50999
BAJFINANCE,2025-10-03,2025-10-03,EQ,INE296A01032,BAJAJ FINANCE LIMITED,975.0,992.2,972.0,989.75,990.0,987.7,989.75,7692197,7568098893.75,158671
BEL,2025-10-03,2025-10-03,EQ,INE263A01024,BHARAT ELECTRONICS LTD,406.8,413.8,405.1,412.65,412.7,406.5,412.65,16002501,6586183285.45,175078
BHARTIARTL,2025-10-03,2025-10-03,EQ,INE397D01024,BHARTI AIRTEL LIMITED,1851.2,1900.3,1848.1,1896.7,1896.9,1867.6,1896.7,5828332,10962776533.0,177774
CIPLA,2025-10-03,2025-10-03,EQ,INE059A01026,CIPLA LTD,1522.0,1537.8,1509.5,1517.7,1517.5,1513.0,1517.7,1070489,1625388963.4,65586
COALINDIA,2025-10-03,2025-10-03,EQ,INE522F01014,COAL INDIA LTD,388.5,389.1,381.5,383.35,383.9,388.5,383.35,7431240,2847053932.65,90457
