symbol,trade_date,business_date,series,isin,instrument_name,open,high,low,close,last,previous_close,settlement_price,volume,turnover,trades
ADANIENT,2025-11-28,2025-11-28,EQ,INE423A01024,ADANI ENTERPRISES LIMITED,2267.1,2331.0,2247.8,2280.2,2282.0,2255.0,2280.2,3037620,6974239041.9,86014
ADANIPORTS,2025-11-28,2025-11-28,EQ,INE742F01042,ADANI PORT & SEZ LTD,1510.0,1534.3,1503.1,1516.9,1516.5,1509.1,1516.9,2612938,3977346354.2,79458
APOLLOHOSP,2025-11-28,2025-11-28,EQ,INE437A01024,APOLLO HOSPITALS ENTER. L,7330.0,7359.0,7300.0,7335.5,7337.5,7322.5,7335.45,299937,2198662569.5,33391
ASIANPAINT,2025-11-28,2025-11-28,EQ,INE021A01026,ASIAN PAINTS LIMITED,2880.0,2889.9,2855.8,2874.4,2872.6,2879.1,2874.4,748446,2151417620.2,49967
AXISBANK,2025-11-28,2025-11-28,EQ,INE238A01034,AXIS BANK LIMITED,1287.3,1289.0,1275.0,1279.7,1282.8,1287.3,1279.7,3093636,3958924742.7,104579
BAJAJ-AUTO,2025-11-28,2025-11-28,EQ,INE917I01010,BAJAJ AUTO LIMITED,9031.0,9106.0,8922.0,9073.5,9080.0,9022.5,9073.5,432445,3896971918.0,40693
BAJAJFINSV,2025-11-28,2025-11-28,EQ,INE918I01026,BAJAJ FINSERV LTD.,2110.0,2113.0,2086.5,2094.0,2094.1,2103.2,2094.0,590610,1238228966.7,36338
BAJFINANCE,2025-11-28,2025-11-28,EQ,INE296A01032,BAJAJ FINANCE LIMITED,1038.0,1043.5,1031.0,1037.5,1038.0,1033.8,1037.5,4983147,5168001827.1,109406
BEL,2025-11-28,2025-11-28,EQ,INE263A01024,BHARAT ELECTRONICS LTD,414.0,415.25,408.65,411.75,411.55,413.05,411.75,6690232,2754100053.0,122600
BHARTIARTL,2025-11-28,2025-11-28,EQ,INE397D01024,BHARTI AIRTEL LIMITED,2118.0,2129.5,2096.4,2101.6,2100.0,2115.6,2101.6,6263457,13188376119.0,150812
CIPLA,2025-11-28,2025-11-28,EQ,INE059A01026,CIPLA LTD,1525.2,1535.8,1520.6,1531.3,1530.0,1525.2,1531.3,991042,1515030877.0,32391
COALINDIA,2025-11-28,2025-11-28,EQ,INE522F01014,COAL INDIA LTD,379.0,379.2,374.9,376.15,376.25,378.05,376.15,4689402,1767211114.45,77965
DRREDDY,2025-11-28,2025-11-28,EQ,INE089A01031,DR. REDDY S LABORATORIES,1250.0,1260.3,1245.0,1258.8,1257.4,1249.3,1258.75,809748,1016137842.4,32018
EICHERMOT,2025-11-28,2025-11-28,EQ,INE066A01021,EICHER MOTORS LTD,6999.0,7065.0,6956.0,7053.5,7045.0,6999.0,7053.5,449709,3164706665.0,40389
ETERNAL,2025-11-28,2025-11-28,EQ,INE758T01015,ETERNAL LIMITED,303.0,304.8,299.65,300.1,300.5,302.75,300.1,17678706,5339327308.8,138131
GRASIM,2025-11-28,2025-11-28,EQ,INE047A01021,GRASIM INDUSTRIES LTD,2747.2,2748.0,2727.5,2739.4,2739.0,2740.0,2739.4,297155,813611117.2,27178
HCLTECH,2025-11-28,2025-11-28,EQ,INE860A01027,HCL TECHNOLOGIES LTD,1629.0,1636.9,1619.0,1624.2,1623.8,1629.0,1624.45,1841289,2996771288.1,51177
HDFCBANK,2025-11-28,2025-11-28,EQ,INE040A01034,HDFC BANK LTD,1007.0,1012.05,1004.2,1007.6,1006.7,1009.5,1007.6,15988807,16131518093.4,178196
HDFCLIFE,2025-11-28,2025-11-28,EQ,INE795G01014,HDFC LIFE INS CO LTD,780.4,780.4,761.45,764.3,767.2,777.8,764.3,2441514,1873213821.45,83728
HINDALCO,2025-11-28,2025-11-28,EQ,INE038A01020,HINDALCO  INDUSTRIES  LTD,812.2,815.0,807.2,808.4,809.5,807.55,808.4,3200488,2593861308.2,55873
HINDUNILVR,2025-11-28,2025-11-28,EQ,INE030A01027,HINDUSTAN UNILEVER LTD.,2450.0,2470.0,2447.2,2466.6,2468.0,2451.7,2466.6,973225,2397389736.8,51567
ICICIBANK,2025-11-28,2025-11-28,EQ,INE090A01021,ICICI BANK LTD.,1392.0,1398.5,1385.6,1388.8,1388.4,1392.2,1388.8,7683986,10683252227.0,198302
INDIGO,2025-11-28,2025-11-28,EQ,INE646L01027,INTERGLOBE AVIATION LTD,5922.0,5936.5,5885.0,5901.5,5903.0,5919.0,5901.5,273162,1612810561.0,37356
INFY,2025-11-28,2025-11-28,EQ,INE009A01021,INFOSYS LIMITED,1565.0,1568.4,1557.0,1560.1,1558.1,1566.4,1560.1,4453221,6955603409.7,115190
ITC,2025-11-28,2025-11-28,EQ,INE154A01025,ITC LTD,404.3,405.0,402.5,404.25,404.3,404.3,404.25,6883500,2778654678.4,104754
JIOFIN,2025-11-28,2025-11-28,EQ,INE758E01017,JIO FIN SERVICES LTD,306.15,308.0,305.5,306.2,306.35,306.45,306.2,5488672,1682421832.65,55075
JSWSTEEL,2025-11-28,2025-11-28,EQ,INE019A01038,JSW STEEL LIMITED,1160.0,1172.6,1153.3,1160.3,1163.6,1160.6,1160.3,1243394,1445421854.7,40704
KOTAKBANK,2025-11-28,2025-11-28,EQ,INE237A01028,KOTAK MAHINDRA BANK LTD,2119.0,2141.8,2102.2,2124.4,2125.1,2110.2,2124.4,3168157,6733943541.9,92129
LT,2025-11-28,2025-11-28,EQ,INE018A01030,LARSEN & TOUBRO LTD.,4085.0,4104.2,4054.7,4069.6,4080.0,4081.3,4069.6,1318133,5372795390.0,112407
M&M,2025-11-28,2025-11-28,EQ,INE101A01026,MAHINDRA & MAHINDRA LTD,3692.0,3768.9,3690.1,3757.3,3761.0,3681.2,3757.3,2944457,11041589221.5,150530
MARUTI,2025-11-28,2025-11-28,EQ,INE585B01010,MARUTI SUZUKI INDIA LTD.,15906.0,16049.0,15850.0,15900.0,15890.0,15903.0,15899.95,352340,5611445309.0,61014
MAXHEALTH,2025-11-28,2025-11-28,EQ,INE027H01010,MAX HEALTHCARE INS LTD,1156.1,1170.0,1153.1,1162.8,1162.2,1161.8,1162.8,1637243,1904971004.7,72020
NESTLEIND,2025-11-28,2025-11-28,EQ,INE239A01024,NESTLE INDIA LIMITED,1266.3,1269.7,1258.2,1261.1,1262.0,1266.4,1261.1,626947,791507446.5,32455
NTPC,2025-11-28,2025-11-28,EQ,INE733E01010,NTPC LTD,328.0,328.15,324.25,326.45,326.7,327.35,326.45,8930988,2914560217.0,106653
ONGC,2025-11-28,2025-11-28,EQ,INE213A01029,OIL AND NATURAL GAS CORP.,245.0,245.35,242.55,243.25,242.95,244.0,243.25,3804191,926466495.55,50494
POWERGRID,2025-11-28,2025-11-28,EQ,INE752E01010,POWER GRID CORP. LTD.,273.8,274.35,269.45,269.95,270.0,273.7,269.95,12580231,3406079261.85,92273
RELIANCE,2025-11-28,2025-11-28,EQ,INE002A01018,RELIANCE INDUSTRIES LTD,1568.0,1581.3,1563.0,1567.5,1569.0,1563.4,1567.45,8959508,14083838960.4,229373
SBILIFE,2025-11-28,2025-11-28,EQ,INE123W01016,SBI LIFE INSURANCE CO LTD,2011.0,2011.1,1961.0,1966.0,1970.0,2004.5,1966.05,1011160,2000042266.5,50844
SBIN,2025-11-28,2025-11-28,EQ,INE062A01020,STATE BANK OF INDIA,976.8,983.0,973.05,979.0,976.35,972.85,979.0,8117842,7946440355.0,150394
SHRIRAMFIN,2025-11-28,2025-11-28,EQ,INE721A01047,SHRIRAM FINANCE LIMITED,870.05,872.0,848.75,851.65,855.95,867.65,851.45,8198342,7010974444.05,80024
SUNPHARMA,2025-11-28,2025-11-28,EQ,INE044A01036,SUN PHARMACEUTICAL IND L,1810.3,1833.0,1807.5,1831.6,1832.0,1810.3,1831.6,1623103,2961541704.4,75151
TATACONSUM,2025-11-28,2025-11-28,EQ,INE192A01025,TATA CONSUMER PRODUCT LTD,1177.1,1182.1,1165.7,1172.4,1171.7,1177.7,1172.4,1020242,1195755036.5,31601
TATASTEEL,2025-11-28,2025-11-28,EQ,INE081A01020,TATA STEEL LIMITED,168.13,169.0,167.29,167.96,168.14,168.13,167.95,11975539,2012626665.65,107176
TCS,2025-11-28,2025-11-28,EQ,INE467B01029,TATA CONSULTANCY SERV LT,3140.0,3147.3,3125.0,3137.5,3135.9,3136.6,3137.55,1616690,5072888841.3,79463
TECHM,2025-11-28,2025-11-28,EQ,INE669C01036,TECH MAHINDRA LIMITED,1515.8,1525.3,1503.7,1517.3,1515.0,1509.8,1517.3,1247146,1893871005.5,55162
TITAN,2025-11-28,2025-11-28,EQ,INE280A01028,TITAN COMPANY LIMITED,3906.2,3934.9,3896.5,3907.7,3900.0,3903.3,3907.8,574817,2249770708.4,51721
TMPV,2025-11-28,2025-11-28,EQ,INE155A01022,TATA MOTORS PASS VEH LTD,358.0,359.75,355.1,356.8,357.1,357.8,356.8,10905212,3892779619.3,125408
TRENT,2025-11-28,2025-11-28,EQ,INE849A01020,TRENT LTD,4276.1,4283.2,4236.8,4250.4,4251.5,4266.1,4250.4,549814,2339595406.9,40842
ULTRACEMCO,2025-11-28,2025-11-28,EQ,INE481G01011,ULTRATECH CEMENT LIMITED,11620.0,11640.0,11557.0,11600.0,11585.0,11617.0,11600.0,159990,1854789893.0,23864
WIPRO,2025-11-28,2025-11-28,EQ,INE075A01022,WIPRO LTD,251.0,251.99,248.6,249.53,249.55,249.56,249.55,7049965,1762130446.42,67376
