symbol,trade_date,business_date,series,isin,instrument_name,open,high,low,close,last,previous_close,settlement_price,volume,turnover,trades
ADANIENT,2025-08-25,2025-08-25,EQ,INE423A01024,ADANI ENTERPRISES LIMITED,2335.7,2348.4,2300.0,2302.9,2302.8,2324.9,2302.9,542455,1257353106.1,28277
ADANIPORTS,2025-08-25,2025-08-25,EQ,INE742F01042,ADANI PORT & SEZ LTD,1341.3,1348.9,1332.5,1340.4,1344.6,1341.2,1340.4,1214246,1625908531.7,46434
APOLLOHOSP,2025-08-25,2025-08-25,EQ,INE437A01024,APOLLO HOSPITALS ENTER. L,7926.0,7950.0,7838.5,7851.0,7848.5,7922.5,7851.0,402979,3167687900.0,47506
ASIANPAINT,2025-08-25,2025-08-25,EQ,INE021A01026,ASIAN PAINTS LIMITED,2516.0,2522.5,2476.0,2492.9,2494.0,2504.5,2492.9,766497,1911606922.9,59779
AXISBANK,2025-08-25,2025-08-25,EQ,INE238A01034,AXIS BANK LIMITED,1073.0,1074.5,1068.2,1070.0,1071.1,1070.9,1070.0,2711278,2904865000.6,66306
BAJAJ-AUTO,2025-08-25,2025-08-25,EQ,INE917I01010,BAJAJ AUTO LIMITED,8750.0,8764.0,8633.5,8750.5,8750.0,8679.5,8750.5,360880,3146333941.0,41287
BAJAJFINSV,2025-08-25,2025-08-25,EQ,INE918I01026,BAJAJ FINSERV LTD.,1959.1,1967.8,1953.0,1963.8,1964.0,1965.9,1963.8,869509,1706033135.9,33145
BAJFINANCE,2025-08-25,2025-08-25,EQ,INE296A01032,BAJAJ FINANCE LIMITED,902.1,908.0,898.15,900.8,901.3,894.5,900.8,5837876,5264440696.4,105208
BEL,2025-08-25,2025-08-25,EQ,INE263A01024,BHARAT ELECTRONICS LTD,377.85,380.05,371.5,372.05,372.3,374.85,372.05,8577673,3202873017.1,105534
BHARTIARTL,2025-08-25,2025-08-25,EQ,INE397D01024,BHARTI AIRTEL LIMITED,1940.0,1940.1,1913.2,1930.7,1928.9,1933.3,1930.7,2451388,4724917353.1,88027
CIPLA,2025-08-25,2025-08-25,EQ,INE059A01026,CIPLA LTD,1594.0,1607.8,1592.0,1601.2,1604.0,1592.8,1601.2,1298471,2078396877.3,59065
COALINDIA,2025-08-25,2025-08-25,EQ,INE522F01014,COAL INDIA LTD,375.0,380.75,374.8,380.0,380.05,374.45,380.0,4349832,1649276984.5,56362
DRREDDY,2025-08-25,2025-08-25,EQ,INE089A01031,DR. REDDY S LABORATORIES,1277.7,1288.9,1275.3,1283.9,1281.9,1277.6,1283.9,967056,1241703838.9,42360
EICHERMOT,2025-08-25,2025-08-25,EQ,INE066A01021,EICHER MOTORS LTD,5945.0,6009.0,5880.0,5990.5,5990.0,5924.5,5990.5,822944,4900525996.5,69723
