symbol,trade_date,business_date,series,isin,instrument_name,open,high,low,close,last,previous_close,settlement_price,volume,turnover,trades
ADANIENT,2025-06-26,2025-06-26,EQ,INE423A01024,ADANI ENTERPRISES LIMITED,2535.0,2593.6,2522.2,2586.2,2580.0,2527.2,2586.2,1339627,3429392562.9,57666
ADANIPORTS,2025-06-26,2025-06-26,EQ,INE742F01042,ADANI PORT & SEZ LTD,1399.0,1433.0,1395.2,1429.3,1425.5,1393.1,1429.3,2877806,4089413291.6,87040
APOLLOHOSP,2025-06-26,2025-06-26,EQ,INE437A01024,APOLLO HOSPITALS ENTER. L,7054.5,7122.5,7020.5,7101.5,7104.0,7042.0,7101.5,426516,3015736934.5,58528
ASIANPAINT,2025-06-26,2025-06-26,EQ,INE021A01026,ASIAN PAINTS LIMITED,2287.0,2292.6,2280.2,2289.8,2285.6,2279.9,2289.8,921519,2108187443.9,55025
AXISBANK,2025-06-26,2025-06-26,EQ,INE238A01034,AXIS BANK LIMITED,1215.2,1239.0,1211.2,1233.5,1231.5,1213.3,1233.5,8678448,10672934724.9,205675
BAJAJ-AUTO,2025-06-26,2025-06-26,EQ,INE917I01010,BAJAJ AUTO LIMITED,8370.0,8465.0,8361.0,8433.0,8426.0,8389.5,8433.0,371685,3126269520.0,58031
BAJAJFINSV,2025-06-26,2025-06-26,EQ,INE918I01026,BAJAJ FINSERV LTD.,2018.0,2058.0,2011.8,2053.6,2050.0,2011.8,2053.6,1828277,3726608001.3,72973
BAJFINANCE,2025-06-26,2025-06-26,EQ,INE296A01032,BAJAJ FINANCE LIMITED,930.0,953.5,928.5,951.5,950.0,928.0,951.5,11677790,11061425723.0,218358
BEL,2025-06-26,2025-06-26,EQ,INE263A01024,BHARAT ELECTRONICS LTD,408.95,413.9,406.85,410.1,409.5,406.05,410.1,25730795,10548036554.1,231793
BHARTIARTL,2025-06-26,2025-06-26,EQ,INE397D01024,BHARTI AIRTEL LIMITED,1970.0,2018.4,1966.3,2014.3,2015.6,1965.6,2014.3,9413241,18827572697.1,191193
CIPLA,2025-06-26,2025-06-26,EQ,INE059A01026,CIPLA LTD,1511.0,1522.4,1503.0,1513.8,1513.0,1510.0,1513.8,1440423,2178218721.8,63638
COALINDIA,2025-06-26,2025-06-26,EQ,INE522F01014,COAL INDIA LTD,392.0,394.7,390.65,394.15,394.1,391.75,394.15,5569101,2186749193.7,67006
DRREDDY,2025-06-26,2025-06-26,EQ,INE089A01031,DR. REDDY S LABORATORIES,1326.0,1333.7,1314.6,1321.5,1324.0,1341.6,1321.5,2373431,3134907316.3,83428
EICHERMOT,2025-06-26,2025-06-26,EQ,INE066A01021,EICHER MOTORS LTD,5576.5,5622.5,5512.0,5611.5,5598.5,5576.0,5611.5,788150,4388110050.5,69602
ETERNAL,2025-06-26,2025-06-26,EQ,INE758T01015,ETERNAL LIMITED,259.42,266.25,258.95,265.18,265.2,258.86,265.18,47100081,12405641802.34,235956
