symbol,trade_date,business_date,series,isin,instrument_name,open,high,low,close,last,previous_close,settlement_price,volume,turnover,trades
ADANIENT,2025-12-30,2025-12-30,EQ,INE423A01024,ADANI ENTERPRISES LIMITED,2204.8,2219.0,2195.0,2214.7,2215.8,2203.2,2214.7,935026,2065578919.2,45283
ADANIPORTS,2025-12-30,2025-12-30,EQ,INE742F01042,ADANI PORT & SEZ LTD,1450.0,1470.5,1447.3,1461.2,1468.5,1454.4,1461.2,3463973,5063709684.4,88818
APOLLOHOSP,2025-12-30,2025-12-30,EQ,INE437A01024,APOLLO HOSPITALS ENTER. L,7055.0,7065.0,6937.0,6990.0,6985.5,7084.5,6990.0,433130,3026699850.0,53581
ASIANPAINT,2025-12-30,2025-12-30,EQ,INE021A01026,ASIAN PAINTS LIMITED,2770.3,2792.4,2741.0,2758.3,2753.5,2775.4,2758.3,4833527,13366391317.3,124946
AXISBANK,2025-12-30,2025-12-30,EQ,INE238A01034,AXIS BANK LIMITED,1233.0,1252.1,1232.0,1246.0,1246.0,1232.0,1246.0,5673233,7061119735.4,134766
BAJAJ-AUTO,2025-12-30,2025-12-30,EQ,INE917I01010,BAJAJ AUTO LIMITED,9087.0,9299.0,9025.5,9282.0,9298.0,9087.0,9282.05,464922,4289002991.5,50137
BAJAJFINSV,2025-12-30,2025-12-30,EQ,INE918I01026,BAJAJ FINSERV LTD.,2012.0,2047.8,1980.4,2026.4,2040.2,2012.1,2026.4,5450560,10970334280.5,121939
BAJFINANCE,2025-12-30,2025-12-30,EQ,INE296A01032,BAJAJ FINANCE LIMITED,994.1,997.6,987.1,989.3,991.0,998.0,989.3,7473887,7402383539.8,161499
BEL,2025-12-30,2025-12-30,EQ,INE263A01024,BHARAT ELECTRONICS LTD,395.8,397.0,389.55,393.3,395.95,393.25,393.3,37726382,14818232737.45,327959
BHARTIARTL,2025-12-30,2025-12-30,EQ,INE397D01024,BHARTI AIRTEL LIMITED,2077.0,2102.8,2071.6,2099.8,2099.4,2081.6,2099.8,6983390,14653574322.6,173712
CIPLA,2025-12-30,2025-12-30,EQ,INE059A01026,CIPLA LTD,1494.0,1498.7,1475.9,1492.5,1488.9,1494.0,1492.5,1993298,2963923809.3,49869
COALINDIA,2025-12-30,2025-12-30,EQ,INE522F01014,COAL INDIA LTD,400.0,400.2,395.5,398.0,398.15,400.65,398.0,4418163,1758814715.9,102255
DRREDDY,2025-12-30,2025-12-30,EQ,INE089A01031,DR. REDDY S LABORATORIES,1268.0,1272.9,1256.4,1265.8,1263.0,1268.6,1265.8,1123996,1422361361.0,43282
EICHERMOT,2025-12-30,2025-12-30,EQ,INE066A01021,EICHER MOTORS LTD,7272.0,7312.0,7132.5,7192.5,7132.5,7272.0,7192.5,1976062,14265784318.0,139896
ETERNAL,2025-12-30,2025-12-30,EQ,INE758T01015,ETERNAL LIMITED,282.5,282.5,275.35,277.1,276.6,282.85,277.1,37816382,10491678696.55,247898
GRASIM,2025-12-30,2025-12-30,EQ,INE047A01021,GRASIM INDUSTRIES LTD,2847.0,2857.1,2827.2,2841.7,2840.3,2842.4,2841.7,729640,2074750656.2,44942
HCLTECH,2025-12-30,2025-12-30,EQ,INE860A01027,HCL TECHNOLOGIES LTD,1630.8,1635.7,1611.1,1615.2,1621.5,1630.8,1615.2,3323273,5383130430.8,112154
HDFCBANK,2025-12-30,2025-12-30,EQ,INE040A01034,HDFC BANK LTD,990.2,995.0,982.2,990.9,995.0,991.7,990.9,33155849,32796279701.4,393869
HDFCLIFE,2025-12-30,2025-12-30,EQ,INE795G01014,HDFC LIFE INS CO LTD,746.45,751.0,735.75,743.0,746.15,746.45,743.0,13786783,10225727526.7,114900
HINDALCO,2025-12-30,2025-12-30,EQ,INE038A01020,HINDALCO  INDUSTRIES  LTD,868.0,888.3,863.85,884.15,883.3,865.0,884.15,15280248,13475794493.15,136760
HINDUNILVR,2025-12-30,2025-12-30,EQ,INE030A01027,HINDUSTAN UNILEVER LTD.,2293.3,2298.0,2283.0,2290.2,2290.0,2293.3,2290.2,1556717,3565647742.9,71285
ICICIBANK,2025-12-30,2025-12-30,EQ,INE090A01021,ICICI BANK LTD.,1343.3,1347.1,1338.1,1342.5,1347.0,1343.3,1342.5,18621277,24988603546.5,261375
INDIGO,2025-12-30,2025-12-30,EQ,INE646L01027,INTERGLOBE AVIATION LTD,5070.0,5074.5,4989.0,5018.0,5008.0,5085.5,5018.0,1306997,6557350919.0,77475
INFY,2025-12-30,2025-12-30,EQ,INE009A01021,INFOSYS LIMITED,1647.0,1647.9,1616.8,1621.6,1623.5,1644.7,1621.6,9395937,15275131268.3,150131
ITC,2025-12-30,2025-12-30,EQ,INE154A01025,ITC LTD,403.0,403.45,400.3,400.6,401.1,402.6,400.6,12340527,4951265566.85,134214
JIOFIN,2025-12-30,2025-12-30,EQ,INE758E01017,JIO FIN SERVICES LTD,293.0,293.85,291.4,292.5,293.2,293.95,292.5,6850674,2003695857.1,81969
JSWSTEEL,2025-12-30,2025-12-30,EQ,INE019A01038,JSW STEEL LIMITED,1093.0,1114.0,1089.5,1111.6,1110.0,1092.6,1111.6,1609086,1776484393.4,51999
KOTAKBANK,2025-12-30,2025-12-30,EQ,INE237A01028,KOTAK MAHINDRA BANK LTD,2159.7,2165.0,2138.9,2152.7,2155.2,2158.6,2152.7,5672138,12203430405.6,147546
LT,2025-12-30,2025-12-30,EQ,INE018A01030,LARSEN & TOUBRO LTD.,4039.0,4063.9,4006.2,4052.0,4056.0,4038.7,4052.0,1362208,5512957239.3,89322
M&M,2025-12-30,2025-12-30,EQ,INE101A01026,MAHINDRA & MAHINDRA LTD,3590.0,3666.0,3575.2,3660.3,3660.0,3592.1,3660.35,2063179,7524077539.0,123302
MARUTI,2025-12-30,2025-12-30,EQ,INE585B01010,MARUTI SUZUKI INDIA LTD.,16575.0,16818.0,16482.0,16647.0,16625.0,16542.0,16646.75,1055843,17589067242.0,122607
MAXHEALTH,2025-12-30,2025-12-30,EQ,INE027H01010,MAX HEALTHCARE INS LTD,1069.0,1069.0,1032.0,1040.8,1046.6,1064.1,1040.8,11581446,12052111156.2,148010
NESTLEIND,2025-12-30,2025-12-30,EQ,INE239A01024,NESTLE INDIA LIMITED,1284.0,1289.0,1267.7,1274.1,1271.6,1280.0,1274.1,2043408,2608774987.6,66242
NTPC,2025-12-30,2025-12-30,EQ,INE733E01010,NTPC LTD,325.0,325.55,323.35,324.9,325.25,325.5,324.9,8035909,2610202183.25,80890
ONGC,2025-12-30,2025-12-30,EQ,INE213A01029,OIL AND NATURAL GAS CORP.,234.95,235.6,233.31,234.68,234.5,234.82,234.7,6236729,1462282798.67,67077
POWERGRID,2025-12-30,2025-12-30,EQ,INE752E01010,POWER GRID CORP. LTD.,260.0,261.45,258.95,260.35,259.45,260.6,260.35,10929200,2845129379.0,95502
RELIANCE,2025-12-30,2025-12-30,EQ,INE002A01018,RELIANCE INDUSTRIES LTD,1547.0,1553.6,1537.8,1539.8,1541.0,1545.6,1539.8,8815884,13604745435.0,199428
SBILIFE,2025-12-30,2025-12-30,EQ,INE123W01016,SBI LIFE INSURANCE CO LTD,2009.8,2019.8,1968.2,1995.5,2019.7,2009.8,1995.5,3166927,6302760891.7,92710
SBIN,2025-12-30,2025-12-30,EQ,INE062A01020,STATE BANK OF INDIA,963.0,976.2,959.5,973.45,973.1,965.05,973.45,15030644,14609677358.8,221265
SHRIRAMFIN,2025-12-30,2025-12-30,EQ,INE721A01047,SHRIRAM FINANCE LIMITED,960.95,984.6,960.95,979.4,974.55,955.5,979.4,17757531,17340531245.6,224606
SUNPHARMA,2025-12-30,2025-12-30,EQ,INE044A01036,SUN PHARMACEUTICAL IND L,1723.1,1723.1,1707.0,1720.2,1720.0,1717.2,1720.2,2639497,4533147074.4,102167
TATACONSUM,2025-12-30,2025-12-30,EQ,INE192A01025,TATA CONSUMER PRODUCT LTD,1200.7,1201.8,1171.1,1179.0,1173.8,1195.2,1179.0,2256987,2667137241.6,85821
TATASTEEL,2025-12-30,2025-12-30,EQ,INE081A01020,TATA STEEL LIMITED,172.78,176.35,170.8,175.8,175.68,172.3,175.8,33741158,5883171811.78,211409
TCS,2025-12-30,2025-12-30,EQ,INE467B01029,TATA CONSULTANCY SERV LT,3250.0,3267.5,3239.5,3246.8,3255.0,3251.5,3246.8,2807593,9126473823.5,184541
TECHM,2025-12-30,2025-12-30,EQ,INE669C01036,TECH MAHINDRA LIMITED,1614.9,1616.2,1599.0,1604.6,1602.8,1612.4,1604.6,1973547,3167136237.1,72189
TITAN,2025-12-30,2025-12-30,EQ,INE280A01028,TITAN COMPANY LIMITED,3982.0,3993.5,3954.1,3974.1,3973.0,3983.7,3974.1,1169570,4653263576.1,81600
TMPV,2025-12-30,2025-12-30,EQ,INE155A01022,TATA MOTORS PASS VEH LTD,358.6,363.95,358.45,361.75,360.9,358.6,361.75,13807060,4990554696.4,125229
TRENT,2025-12-30,2025-12-30,EQ,INE849A01020,TRENT LTD,4226.0,4257.7,4187.8,4207.7,4210.0,4226.0,4207.7,670540,2827657350.5,58993
ULTRACEMCO,2025-12-30,2025-12-30,EQ,INE481G01011,ULTRATECH CEMENT LIMITED,11810.0,11811.0,11651.0,11705.0,11701.0,11799.0,11705.05,236323,2765088711.0,45599
WIPRO,2025-12-30,2025-12-30,EQ,INE075A01022,WIPRO LTD,264.0,264.72,263.02,263.65,264.31,264.24,263.65,5117699,1350221200.72,75947
