symbol,trade_date,business_date,series,isin,instrument_name,open,high,low,close,last,previous_close,settlement_price,volume,turnover,trades
ADANIENT,2025-12-04,2025-12-04,EQ,INE423A01024,ADANI ENTERPRISES LIMITED,2188.0,2231.7,2183.4,2217.9,2216.8,2189.8,2217.9,2522821,5582164676.5,67347
ADANIPORTS,2025-12-04,2025-12-04,EQ,INE742F01042,ADANI PORT & SEZ LTD,1497.7,1509.1,1490.2,1505.6,1507.7,1497.7,1505.6,1591805,2391691169.3,85391
APOLLOHOSP,2025-12-04,2025-12-04,EQ,INE437A01024,APOLLO HOSPITALS ENTER. L,7184.0,7227.5,7158.0,7201.0,7192.0,7184.0,7201.0,306183,2204374001.0,41785
ASIANPAINT,2025-12-04,2025-12-04,EQ,INE021A01026,ASIAN PAINTS LIMITED,2950.0,2985.7,2934.0,2957.2,2955.0,2953.5,2957.2,1466098,4349271425.8,82703
AXISBANK,2025-12-04,2025-12-04,EQ,INE238A01034,AXIS BANK LIMITED,1270.7,1282.8,1269.4,1280.0,1277.5,1270.7,1280.1,3216108,4109853696.8,103670
BAJAJ-AUTO,2025-12-04,2025-12-04,EQ,INE917I01010,BAJAJ AUTO LIMITED,9005.0,9095.0,8988.0,9085.0,9080.5,9000.5,9085.1,275604,2492878991.0,27382
BAJAJFINSV,2025-12-04,2025-12-04,EQ,INE918I01026,BAJAJ FINSERV LTD.,2046.0,2061.9,2034.0,2049.2,2048.5,2046.0,2049.2,758590,1554182205.6,49980
BAJFINANCE,2025-12-04,2025-12-04,EQ,INE296A01032,BAJAJ FINANCE LIMITED,1018.0,1032.3,1016.0,1029.1,1027.1,1021.4,1029.1,5404918,5543907592.5,124585
BEL,2025-12-04,2025-12-04,EQ,INE263A01024,BHARAT ELECTRONICS LTD,405.8,409.5,401.75,407.15,409.0,403.95,407.15,10865110,4413766290.4,159810
BHARTIARTL,2025-12-04,2025-12-04,EQ,INE397D01024,BHARTI AIRTEL LIMITED,2094.8,2108.5,2074.1,2103.8,2103.0,2086.0,2103.75,4611819,9640866601.1,168962
CIPLA,2025-12-04,2025-12-04,EQ,INE059A01026,CIPLA LTD,1503.1,1525.7,1503.1,1521.0,1518.0,1508.0,1521.0,726473,1100780177.7,41915
COALINDIA,2025-12-04,2025-12-04,EQ,INE522F01014,COAL INDIA LTD,375.0,379.75,373.8,379.05,379.0,375.25,379.05,3135061,1182630295.6,49724
DRREDDY,2025-12-04,2025-12-04,EQ,INE089A01031,DR. REDDY S LABORATORIES,1280.6,1284.2,1266.5,1277.6,1278.5,1280.7,1277.6,1971130,2511901079.1,59268
EICHERMOT,2025-12-04,2025-12-04,EQ,INE066A01021,EICHER MOTORS LTD,7098.0,7167.5,7066.5,7100.0,7092.5,7081.5,7100.0,364672,2591826715.5,58488
ETERNAL,2025-12-04,2025-12-04,EQ,INE758T01015,ETERNAL LIMITED,297.6,298.75,292.55,295.75,296.55,297.75,295.75,31947997,9428583617.1,183511
