symbol,trade_date,business_date,series,isin,instrument_name,open,high,low,close,last,previous_close,settlement_price,volume,turnover,trades
ADANIENT,2026-01-01,2026-01-01,EQ,INE423A01024,ADANI ENTERPRISES LIMITED,2249.0,2287.4,2241.0,2260.0,2254.4,2239.7,2259.95,1046220,2370492761.6,44508
ADANIPORTS,2026-01-01,2026-01-01,EQ,INE742F01042,ADANI PORT & SEZ LTD,1472.8,1490.9,1470.4,1481.1,1478.3,1469.8,1481.1,981252,1455559379.0,36178
APOLLOHOSP,2026-01-01,2026-01-01,EQ,INE437A01024,APOLLO HOSPITALS ENTER. L,7063.0,7125.0,7023.5,7111.5,7116.0,7042.5,7111.5,81987,580764073.5,11561
ASIANPAINT,2026-01-01,2026-01-01,EQ,INE021A01026,ASIAN PAINTS LIMITED,2775.9,2782.7,2746.1,2752.0,2756.0,2769.5,2752.0,327945,907249993.0,24149
AXISBANK,2026-01-01,2026-01-01,EQ,INE238A01034,AXIS BANK LIMITED,1270.0,1279.2,1263.8,1274.4,1273.6,1269.4,1274.35,2022412,2575259212.4,78736
BAJAJ-AUTO,2026-01-01,2026-01-01,EQ,INE917I01010,BAJAJ AUTO LIMITED,9365.0,9585.0,9318.5,9558.0,9585.0,9343.0,9558.2,306936,2910739290.0,28387
BAJAJFINSV,2026-01-01,2026-01-01,EQ,INE918I01026,BAJAJ FINSERV LTD.,2045.0,2048.8,2027.8,2037.0,2037.5,2039.9,2037.0,270917,551430672.4,19191
BAJFINANCE,2026-01-01,2026-01-01,EQ,INE296A01032,BAJAJ FINANCE LIMITED,988.2,989.0,969.0,973.1,975.6,986.8,973.05,7118751,6944824603.5,223760
BEL,2026-01-01,2026-01-01,EQ,INE263A01024,BHARAT ELECTRONICS LTD,399.9,400.75,394.6,397.7,397.85,399.6,397.7,6084786,2413343079.4,79957
BHARTIARTL,2026-01-01,2026-01-01,EQ,INE397D01024,BHARTI AIRTEL LIMITED,2114.8,2123.9,2107.0,2110.4,2111.4,2105.6,2110.35,2097756,4436371604.4,85306
CIPLA,2026-01-01,2026-01-01,EQ,INE059A01026,CIPLA LTD,1512.0,1512.0,1499.0,1500.9,1502.0,1511.3,1500.85,228078,342494068.2,18814
COALINDIA,2026-01-01,2026-01-01,EQ,INE522F01014,COAL INDIA LTD,399.0,402.8,398.25,400.45,400.3,399.0,400.45,3161157,1266353539.5,56238
DRREDDY,2026-01-01,2026-01-01,EQ,INE089A01031,DR. REDDY S LABORATORIES,1270.0,1270.0,1248.0,1253.4,1252.0,1271.4,1253.4,553856,694182331.6,25369
EICHERMOT,2026-01-01,2026-01-01,EQ,INE066A01021,EICHER MOTORS LTD,7317.0,7363.0,7271.5,7348.0,7349.0,7312.5,7348.0,155326,1138151816.0,23334
ETERNAL,2026-01-01,2026-01-01,EQ,INE758T01015,ETERNAL LIMITED,278.6,285.0,278.55,283.8,283.55,278.05,283.8,13427852,3803289749.35,146429
GRASIM,2026-01-01,2026-01-01,EQ,INE047A01021,GRASIM INDUSTRIES LTD,2833.0,2854.9,2822.3,2851.7,2851.7,2829.0,2851.7,449775,1276523724.3,20750
HCLTECH,2026-01-01,2026-01-01,EQ,INE860A01027,HCL TECHNOLOGIES LTD,1622.9,1645.7,1618.4,1634.5,1632.0,1623.3,1634.6,773806,1266196099.8,37755
HDFCBANK,2026-01-01,2026-01-01,EQ,INE040A01034,HDFC BANK LTD,993.5,997.55,989.5,991.15,991.15,991.2,991.05,7132074,7074147525.95,126886
HDFCLIFE,2026-01-01,2026-01-01,EQ,INE795G01014,HDFC LIFE INS CO LTD,750.0,753.4,746.9,750.1,750.85,749.85,750.1,820228,614909520.7,23640
HINDALCO,2026-01-01,2026-01-01,EQ,INE038A01020,HINDALCO  INDUSTRIES  LTD,888.1,895.95,882.45,894.95,894.3,886.7,894.95,2566505,2290104728.05,46878
HINDUNILVR,2026-01-01,2026-01-01,EQ,INE030A01027,HINDUSTAN UNILEVER LTD.,2322.0,2326.0,2300.0,2323.0,2323.0,2315.9,2323.0,758866,1755219784.9,39091
