symbol,trade_date,business_date,series,isin,instrument_name,open,high,low,close,last,previous_close,settlement_price,volume,turnover,trades
ADANIENT,2026-07-22,2026-07-22,EQ,INE423A01024,ADANI ENTERPRISES LIMITED,3182.0,3201.9,3139.0,3147.7,3148.0,3182.7,3147.7,977224,3096162532.2,58107
ADANIPORTS,2026-07-22,2026-07-22,EQ,INE742F01042,ADANI PORT & SEZ LTD,1837.1,1847.2,1811.9,1819.4,1818.0,1846.5,1819.4,1436881,2627220110.7,55264
APOLLOHOSP,2026-07-22,2026-07-22,EQ,INE437A01024,APOLLO HOSPITALS ENTER. L,8926.0,8945.5,8867.0,8938.0,8939.0,8926.5,8938.0,158324,1411741970.5,21895
ASIANPAINT,2026-07-22,2026-07-22,EQ,INE021A01026,ASIAN PAINTS LIMITED,2683.0,2700.0,2665.6,2692.8,2690.0,2692.4,2692.8,528096,1417722249.3,45464
AXISBANK,2026-07-22,2026-07-22,EQ,INE238A01034,AXIS BANK LIMITED,1258.2,1258.2,1230.5,1238.4,1233.5,1258.2,1238.4,8358923,10358229866.8,190224
BAJAJ-AUTO,2026-07-22,2026-07-22,EQ,INE917I01010,BAJAJ AUTO LIMITED,10610.0,11031.0,10575.0,10998.5,11019.0,10403.5,10998.5,1448948,15681459312.0,156283
BAJAJFINSV,2026-07-22,2026-07-22,EQ,INE918I01026,BAJAJ FINSERV LTD.,1895.1,1901.0,1868.0,1876.4,1878.0,1900.6,1876.5,1023902,1925035401.7,43171
BAJFINANCE,2026-07-22,2026-07-22,EQ,INE296A01032,BAJAJ FINANCE LIMITED,1064.0,1070.6,1056.1,1060.3,1056.1,1069.2,1060.3,6757716,7171323094.8,118249
BEL,2026-07-22,2026-07-22,EQ,INE263A01024,BHARAT ELECTRONICS LTD,410.05,410.55,406.0,406.75,406.9,410.05,406.75,6665967,2714852355.5,88923
BHARTIARTL,2026-07-22,2026-07-22,EQ,INE397D01024,BHARTI AIRTEL LIMITED,1942.4,1956.0,1939.5,1949.0,1948.0,1948.4,1949.0,6589708,12824553909.4,102505
CIPLA,2026-07-22,2026-07-22,EQ,INE059A01026,CIPLA LTD,1423.0,1423.0,1395.7,1415.1,1416.0,1432.5,1415.1,1722239,2428622116.9,53629
COALINDIA,2026-07-22,2026-07-22,EQ,INE522F01014,COAL INDIA LTD,431.3,431.7,427.35,428.4,428.85,431.25,428.4,5625202,2412739245.5,52078
DRREDDY,2026-07-22,2026-07-22,EQ,INE089A01031,DR. REDDY S LABORATORIES,1191.0,1202.3,1169.0,1182.8,1179.9,1206.0,1182.8,2528082,2993189012.4,83169
EICHERMOT,2026-07-22,2026-07-22,EQ,INE066A01021,EICHER MOTORS LTD,7691.5,7740.0,7585.5,7632.0,7621.5,7689.5,7632.0,409800,3128751646.0,52360
ETERNAL,2026-07-22,2026-07-22,EQ,INE758T01015,ETERNAL LIMITED,287.8,291.35,275.55,284.4,289.5,286.6,284.35,65944414,18779223149.8,309477
GRASIM,2026-07-22,2026-07-22,EQ,INE047A01021,GRASIM INDUSTRIES LTD,3163.1,3177.1,3146.6,3166.3,3171.0,3179.8,3166.3,396629,1253598279.4,29422
HCLTECH,2026-07-22,2026-07-22,EQ,INE860A01027,HCL TECHNOLOGIES LTD,1243.8,1243.8,1227.7,1237.3,1237.0,1239.5,1237.3,2377718,2940393159.2,69167
HDFCBANK,2026-07-22,2026-07-22,EQ,INE040A01034,HDFC BANK LTD,760.25,761.35,750.35,753.15,753.9,761.45,753.15,23385446,17622236888.0,396951
HDFCLIFE,2026-07-22,2026-07-22,EQ,INE795G01014,HDFC LIFE INS CO LTD,560.0,561.9,550.2,553.1,553.15,561.0,553.1,1766190,979279317.3,35547
HINDALCO,2026-07-22,2026-07-22,EQ,INE038A01020,HINDALCO  INDUSTRIES  LTD,955.0,961.95,945.2,950.0,949.5,951.4,950.0,4055709,3851653158.15,65802
HINDUNILVR,2026-07-22,2026-07-22,EQ,INE030A01027,HINDUSTAN UNILEVER LTD.,2139.7,2159.9,2130.0,2154.6,2157.0,2142.5,2154.6,819175,1761858237.1,55693
ICICIBANK,2026-07-22,2026-07-22,EQ,INE090A01021,ICICI BANK LTD.,1466.4,1466.4,1438.4,1440.7,1439.7,1463.1,1440.7,8345136,12057481788.8,212805
INDIGO,2026-07-22,2026-07-22,EQ,INE646L01027,INTERGLOBE AVIATION LTD,5225.5,5225.5,5100.0,5117.0,5115.0,5305.0,5117.0,1652164,8479770272.0,106814
INFY,2026-07-22,2026-07-22,EQ,INE009A01021,INFOSYS LIMITED,1064.0,1069.3,1046.2,1052.1,1052.0,1073.5,1052.1,7517203,7923524641.5,207323
ITC,2026-07-22,2026-07-22,EQ,INE154A01025,ITC LTD,280.5,282.2,278.5,280.8,280.8,281.0,280.8,12995017,3643308620.2,279112
JIOFIN,2026-07-22,2026-07-22,EQ,INE758E01017,JIO FIN SERVICES LTD,239.36,241.44,234.19,234.8,234.89,240.03,234.8,17633281,4162530408.92,100248
JSWSTEEL,2026-07-22,2026-07-22,EQ,INE019A01038,JSW STEEL LIMITED,1264.5,1279.3,1261.7,1266.9,1263.5,1267.4,1266.9,3988761,5059786474.9,54600
KOTAKBANK,2026-07-22,2026-07-22,EQ,INE237A01036,KOTAK MAHINDRA BANK LTD,384.3,390.0,378.15,381.15,382.0,385.95,381.15,11688952,4455790493.25,118284
LT,2026-07-22,2026-07-22,EQ,INE018A01030,LARSEN & TOUBRO LTD.,3835.0,3843.3,3806.2,3817.4,3818.0,3846.6,3817.4,1157406,4424166787.7,66568
M&M,2026-07-22,2026-07-22,EQ,INE101A01026,MAHINDRA & MAHINDRA LTD,3198.0,3219.9,3166.9,3175.3,3173.4,3201.7,3175.3,1784375,5697388639.9,88173
MARUTI,2026-07-22,2026-07-22,EQ,INE585B01010,MARUTI SUZUKI INDIA LTD.,13596.0,13719.0,13491.0,13545.0,13545.0,13597.0,13545.0,299404,4063662687.0,40395
MAXHEALTH,2026-07-22,2026-07-22,EQ,INE027H01010,MAX HEALTHCARE INS LTD,1092.4,1097.0,1077.4,1081.0,1080.0,1100.4,1081.0,1578336,1711514970.7,33833
NESTLEIND,2026-07-22,2026-07-22,EQ,INE239A01024,NESTLE INDIA LIMITED,1460.3,1510.0,1454.0,1493.6,1500.0,1451.9,1493.4,6542494,9733938382.3,152577
NTPC,2026-07-22,2026-07-22,EQ,INE733E01010,NTPC LTD,347.4,350.85,345.65,350.5,350.45,348.55,350.5,7035952,2457934903.2,66929
ONGC,2026-07-22,2026-07-22,EQ,INE213A01029,OIL AND NATURAL GAS CORP.,251.0,252.78,250.13,251.9,251.75,249.89,251.9,10909821,2746204233.04,104480
POWERGRID,2026-07-22,2026-07-22,EQ,INE752E01010,POWER GRID CORP. LTD.,285.65,289.75,284.4,289.3,289.0,286.7,289.3,4595987,1322588739.65,54010
