symbol,trade_date,business_date,series,isin,instrument_name,open,high,low,close,last,previous_close,settlement_price,volume,turnover,trades
ADANIENT,2026-04-21,2026-04-21,EQ,INE423A01024,ADANI ENTERPRISES LIMITED,2229.7,2255.0,2220.0,2226.0,2230.0,2229.6,2226.0,1818221,4063582208.9,45092
ADANIPORTS,2026-04-21,2026-04-21,EQ,INE742F01042,ADANI PORT & SEZ LTD,1578.5,1611.9,1578.4,1594.1,1598.0,1578.4,1594.1,4276868,6821276906.0,70354
APOLLOHOSP,2026-04-21,2026-04-21,EQ,INE437A01024,APOLLO HOSPITALS ENTER. L,7686.5,7765.0,7667.5,7744.0,7740.0,7657.0,7744.0,312758,2419043239.5,35664
ASIANPAINT,2026-04-21,2026-04-21,EQ,INE021A01026,ASIAN PAINTS LIMITED,2516.3,2582.0,2513.7,2543.6,2545.0,2516.8,2543.6,1681872,4292672396.3,76458
AXISBANK,2026-04-21,2026-04-21,EQ,INE238A01034,AXIS BANK LIMITED,1361.0,1380.3,1354.7,1377.7,1375.5,1354.7,1377.7,5145338,7067924131.6,125134
BAJAJ-AUTO,2026-04-21,2026-04-21,EQ,INE917I01010,BAJAJ AUTO LIMITED,9803.0,9874.0,9741.0,9793.0,9800.0,9803.0,9793.0,291287,2856165195.5,35491
BAJAJFINSV,2026-04-21,2026-04-21,EQ,INE918I01026,BAJAJ FINSERV LTD.,1827.3,1855.0,1825.0,1851.4,1850.1,1830.6,1851.4,952364,1757514932.5,40310
BAJFINANCE,2026-04-21,2026-04-21,EQ,INE296A01032,BAJAJ FINANCE LIMITED,919.5,945.95,919.0,938.85,938.75,917.75,938.9,6713975,6280592831.0,137280
BEL,2026-04-21,2026-04-21,EQ,INE263A01024,BHARAT ELECTRONICS LTD,457.5,461.8,449.45,451.5,451.5,457.55,451.5,13492130,6130337247.45,156247
BHARTIARTL,2026-04-21,2026-04-21,EQ,INE397D01024,BHARTI AIRTEL LIMITED,1830.0,1868.9,1830.0,1855.0,1858.7,1846.1,1855.0,10485373,19496086360.0,211597
CIPLA,2026-04-21,2026-04-21,EQ,INE059A01026,CIPLA LTD,1228.6,1236.4,1223.3,1232.5,1233.8,1229.5,1232.5,1428292,1758930557.4,58213
COALINDIA,2026-04-21,2026-04-21,EQ,INE522F01014,COAL INDIA LTD,442.3,445.3,441.9,443.15,443.05,441.75,443.15,5336558,2365805647.95,64762
DRREDDY,2026-04-21,2026-04-21,EQ,INE089A01031,DR. REDDY S LABORATORIES,1232.6,1234.9,1218.4,1220.6,1220.9,1232.6,1220.6,1230733,1504097285.0,35906
EICHERMOT,2026-04-21,2026-04-21,EQ,INE066A01021,EICHER MOTORS LTD,7243.0,7296.0,7215.0,7240.5,7220.0,7243.0,7240.5,353002,2565419351.0,39196
ETERNAL,2026-04-21,2026-04-21,EQ,INE758T01015,ETERNAL LIMITED,254.89,259.9,254.13,259.48,259.27,254.88,259.48,29052896,7498066281.21,148847
GRASIM,2026-04-21,2026-04-21,EQ,INE047A01021,GRASIM INDUSTRIES LTD,2772.0,2792.0,2755.0,2777.7,2772.1,2760.1,2777.7,686149,1907961539.2,37515
HCLTECH,2026-04-21,2026-04-21,EQ,INE860A01027,HCL TECHNOLOGIES LTD,1430.0,1455.0,1422.4,1441.2,1439.0,1428.3,1441.2,3091487,4453559346.0,96067
HDFCBANK,2026-04-21,2026-04-21,EQ,INE040A01034,HDFC BANK LTD,795.2,814.9,795.2,811.75,812.0,795.45,811.75,49135752,39749281377.25,386140
HDFCLIFE,2026-04-21,2026-04-21,EQ,INE795G01014,HDFC LIFE INS CO LTD,609.75,615.9,602.8,614.2,614.5,609.75,614.2,4800986,2931782257.35,62898
HINDALCO,2026-04-21,2026-04-21,EQ,INE038A01020,HINDALCO  INDUSTRIES  LTD,1018.0,1023.2,1011.4,1021.65,1021.3,1015.25,1021.65,3002043,3062379930.55,83943
HINDUNILVR,2026-04-21,2026-04-21,EQ,INE030A01027,HINDUSTAN UNILEVER LTD.,2238.7,2335.7,2227.2,2310.7,2320.1,2231.5,2310.5,3217281,7358141582.1,85041
ICICIBANK,2026-04-21,2026-04-21,EQ,INE090A01021,ICICI BANK LTD.,1368.0,1393.1,1360.0,1388.4,1385.6,1356.2,1388.4,23312455,32232421315.5,249510
INDIGO,2026-04-21,2026-04-21,EQ,INE646L01027,INTERGLOBE AVIATION LTD,4681.1,4748.3,4676.2,4693.1,4686.1,4678.2,4693.1,850836,4003755689.5,56484
INFY,2026-04-21,2026-04-21,EQ,INE009A01021,INFOSYS LIMITED,1310.0,1325.0,1299.3,1313.2,1314.5,1312.6,1313.2,10057440,13208588335.2,258765
ITC,2026-04-21,2026-04-21,EQ,INE154A01025,ITC LTD,305.0,311.1,304.55,309.65,310.15,305.0,309.6,24411865,7493498723.5,182624
JIOFIN,2026-04-21,2026-04-21,EQ,INE758E01017,JIO FIN SERVICES LTD,237.27,237.6,234.1,234.75,234.9,237.15,234.75,46344616,10904090328.93,160959
JSWSTEEL,2026-04-21,2026-04-21,EQ,INE019A01038,JSW STEEL LIMITED,1284.4,1296.4,1273.7,1279.6,1283.0,1274.5,1279.6,2108883,2708923654.7,55248
KOTAKBANK,2026-04-21,2026-04-21,EQ,INE237A01036,KOTAK MAHINDRA BANK LTD,381.45,383.15,378.35,382.15,382.35,379.2,381.9,12323488,4701521947.2,152249
LT,2026-04-21,2026-04-21,EQ,INE018A01030,LARSEN & TOUBRO LTD.,4039.0,4091.8,4032.0,4075.4,4070.0,4051.0,4075.4,2426718,9890442123.9,103366
M&M,2026-04-21,2026-04-21,EQ,INE101A01026,MAHINDRA & MAHINDRA LTD,3212.0,3262.3,3212.0,3247.3,3247.8,3221.6,3247.3,1972188,6403436537.7,158296
MARUTI,2026-04-21,2026-04-21,EQ,INE585B01010,MARUTI SUZUKI INDIA LTD.,13456.0,13543.0,13421.0,13461.0,13455.0,13450.0,13461.0,292879,3952192315.0,50576
MAXHEALTH,2026-04-21,2026-04-21,EQ,INE027H01010,MAX HEALTHCARE INS LTD,1008.9,1025.55,1008.0,1020.25,1015.0,1011.35,1020.3,1321746,1346165773.05,36688
NESTLEIND,2026-04-21,2026-04-21,EQ,INE239A01024,NESTLE INDIA LIMITED,1298.1,1396.0,1286.8,1379.9,1394.9,1286.4,1379.8,9586515,12945709350.2,192766
NTPC,2026-04-21,2026-04-21,EQ,INE733E01010,NTPC LTD,398.6,402.7,395.7,396.2,396.25,398.0,396.2,9493644,3788475833.55,130345
ONGC,2026-04-21,2026-04-21,EQ,INE213A01029,OIL AND NATURAL GAS CORP.,283.15,284.85,282.4,283.1,283.2,283.35,283.1,13645673,3867377384.45,74662
POWERGRID,2026-04-21,2026-04-21,EQ,INE752E01010,POWER GRID CORP. LTD.,318.95,322.0,318.0,319.35,319.2,319.7,319.35,8342335,2670549883.0,69642
RELIANCE,2026-04-21,2026-04-21,EQ,INE002A01018,RELIANCE INDUSTRIES LTD,1359.0,1369.8,1350.1,1353.3,1354.9,1363.3,1353.3,27293629,37026449570.4,297701
SBILIFE,2026-04-21,2026-04-21,EQ,INE123W01016,SBI LIFE INSURANCE CO LTD,1974.4,1975.8,1891.7,1911.6,1914.0,1982.5,1911.6,5153618,9851554212.2,247948
SBIN,2026-04-21,2026-04-21,EQ,INE062A01020,STATE BANK OF INDIA,1113.4,1114.75,1105.95,1111.85,1111.7,1107.85,1111.85,16963734,18848812927.2,221554
SHRIRAMFIN,2026-04-21,2026-04-21,EQ,INE721A01047,SHRIRAM FINANCE LIMITED,1054.0,1062.7,1039.25,1045.3,1045.0,1045.15,1045.3,5699181,5968183314.0,128483
SUNPHARMA,2026-04-21,2026-04-21,EQ,INE044A01036,SUN PHARMACEUTICAL IND L,1667.2,1682.9,1659.9,1665.2,1666.2,1668.6,1665.2,3631490,6062987667.5,79616
TATACONSUM,2026-04-21,2026-04-21,EQ,INE192A01025,TATA CONSUMER PRODUCT LTD,1125.0,1145.6,1120.5,1142.0,1145.5,1120.4,1142.0,1072221,1216885719.9,58948
TATASTEEL,2026-04-21,2026-04-21,EQ,INE081A01020,TATA STEEL LIMITED,211.72,214.49,211.08,212.01,211.6,211.72,212.01,17427021,3703768432.28,106209
TCS,2026-04-21,2026-04-21,EQ,INE467B01029,TATA CONSULTANCY SERV LT,2560.0,2614.0,2560.0,2610.5,2609.9,2579.6,2610.5,2719959,7062245701.1,126132
TECHM,2026-04-21,2026-04-21,EQ,INE669C01036,TECH MAHINDRA LIMITED,1501.0,1510.9,1489.0,1500.8,1499.0,1504.4,1500.8,2001948,3000908442.5,79418
TITAN,2026-04-21,2026-04-21,EQ,INE280A01028,TITAN COMPANY LIMITED,4513.5,4544.5,4465.0,4479.7,4484.0,4513.0,4479.7,656106,2947872718.7,69392
TMPV,2026-04-21,2026-04-21,EQ,INE155A01022,TATA MOTORS PASS VEH LTD,354.0,358.9,353.45,355.9,356.0,355.7,355.9,5922373,2113267721.45,115721
TRENT,2026-04-21,2026-04-21,EQ,INE849A01020,TRENT LTD,4264.0,4444.5,4242.8,4390.5,4405.1,4242.8,4390.7,2438074,10663241320.8,134350
ULTRACEMCO,2026-04-21,2026-04-21,EQ,INE481G01011,ULTRATECH CEMENT LIMITED,11800.0,12065.0,11800.0,12039.0,12025.0,11917.0,12039.0,320111,3828190332.0,39601
WIPRO,2026-04-21,2026-04-21,EQ,INE075A01022,WIPRO LTD,203.0,205.7,202.48,205.01,204.98,202.48,205.01,21530723,4404845466.23,118466
