TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-07-23,2026-07-23,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,14213.0,14309.0,14205.01,14280.0,14280.0,14213.0,,14280.0,,,51,727636.74,28,F1,1,,,,,
2026-07-23,2026-07-23,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,14200.0,14295.0,14200.0,14268.0,14268.0,14205.5,,14268.0,,,98,1397418.33,30,F1,1,,,,,
2026-07-23,2026-07-23,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,14280.0,14350.0,14220.0,14277.36,14322.0,14298.0,,14277.36,,,435,6206745.65,66,F1,1,,,,,
2026-07-23,2026-07-23,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,14200.0,14327.75,14200.0,14224.18,14220.0,14203.0,,14224.18,,,155,2208299.53,24,F1,1,,,,,
2026-07-23,2026-07-23,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,14210.0,14400.0,14210.0,14355.51,14400.0,14211.33,,14354.68,,,468,6680466.79,77,F1,1,,,,,
2026-07-23,2026-07-23,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,14230.0,14350.0,14200.0,14261.5,14270.42,14221.2,,14259.78,,,360,5148660.0,71,F1,1,,,,,
2026-07-23,2026-07-23,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,14305.0,14320.0,14250.0,14258.79,14280.0,14191.66,,14257.64,,,140,1996656.61,17,F1,1,,,,,
2026-07-23,2026-07-23,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,14200.0,14300.0,14200.0,14300.0,14300.0,14350.0,,14300.0,,,28,399000.0,3,F1,1,,,,,
2026-07-23,2026-07-23,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,14290.0,14299.99,14210.01,14249.5,14250.0,14290.0,,14249.5,,,11,156907.99,6,F1,1,,,,,
2026-07-23,2026-07-23,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,14230.0,14230.0,14230.0,14230.0,14230.0,14230.0,,14230.0,,,1,14230.0,1,F1,1,,,,,
