TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-07-07,2026-07-07,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,14351.0,14400.0,14350.0,14360.33,14360.0,14545.0,,14360.33,,,153,2198672.15,55,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,14492.9,14492.9,14342.1,14352.14,14352.0,14492.9,,14349.37,,,61,877258.98,27,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,14419.0,14447.93,14332.01,14392.85,14392.0,14565.99,,14392.85,,,195,2809165.65,75,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,14380.0,14415.0,14299.99,14357.94,14350.0,14479.05,,14363.95,,,265,3801599.33,36,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,14374.99,14425.8,14357.01,14422.48,14420.0,14533.05,,14422.48,,,53,762625.65,22,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,14370.0,14425.0,14370.0,14371.26,14371.0,14525.0,,14371.26,,,68,978120.43,25,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,14599.0,14599.0,14336.0,14396.7,14399.99,14491.87,,14395.52,,,223,3203757.8,42,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,14201.0,14398.0,14201.0,14376.5,14380.0,14520.0,,14376.5,,,29,415357.0,5,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,14449.0,14449.0,14320.0,14321.0,14321.0,14429.86,,14321.0,,,42,602130.2,8,F1,1,,,,,
2026-07-07,2026-07-07,CM,NSE,STK,11154,IN0020190081,SGBJUL27,GB,,,,,2.50%GOLDBONDS2027SR-II,14380.0,14399.0,14380.0,14399.0,14399.0,14570.0,,14399.0,,,4,57573.0,3,F1,1,,,,,
