trade_date,index_name,open,high,low,close,points_change,change_pct,volume,turnover_rs_cr,pe,pb,div_yield,source
2026-02-23,NIFTY 50,25678.4,25771.45,25609.35,25713.0,141.75,0.55,399135843,25494.64,22.5,3.5,1.21,nse_index_close_archive
2026-02-24,NIFTY 50,25641.8,25641.8,25327.6,25424.65,-288.35,-1.12,439068188,36735.38,22.25,3.46,1.23,nse_index_close_archive
2026-02-25,NIFTY 50,25512.6,25652.6,25428.2,25482.5,57.85,0.23,414215742,31084.17,22.3,3.46,1.22,nse_index_close_archive
2026-02-26,NIFTY 50,25556.3,25572.95,25400.95,25496.55,14.05,0.06,405219244,33155.5,22.31,3.47,1.22,nse_index_close_archive
2026-02-27,NIFTY 50,25459.85,25476.4,25141.3,25178.65,-317.9,-1.25,438924282,38634.68,22.03,3.42,1.24,nse_index_close_archive
2026-03-02,NIFTY 50,24659.25,24989.35,24603.5,24865.7,-312.95,-1.24,519228821,41306.37,21.76,3.38,1.25,nse_index_close_archive
2026-03-04,NIFTY 50,24388.8,24602.45,24305.4,24480.5,-385.2,-1.55,598993881,47700.19,21.42,3.33,1.27,nse_index_close_archive
2026-03-05,NIFTY 50,24615.95,24854.2,24529.4,24765.9,285.4,1.17,504339053,40011.88,21.67,3.37,1.26,nse_index_close_archive
2026-03-06,NIFTY 50,24656.4,24700.8,24415.75,24450.45,-315.45,-1.27,433408256,35453.32,21.39,3.32,1.28,nse_index_close_archive
2026-03-09,NIFTY 50,23868.05,24078.15,23697.8,24028.05,-422.4,-1.73,526901605,40569.31,21.02,3.27,1.3,nse_index_close_archive
2026-03-10,NIFTY 50,24280.8,24303.8,24079.95,24261.6,233.55,0.97,444283436,36657.53,21.23,3.3,1.29,nse_index_close_archive
2026-03-11,NIFTY 50,24231.85,24299.0,23834.3,23866.85,-394.75,-1.63,407400643,32549.4,20.88,3.24,1.31,nse_index_close_archive
2026-03-12,NIFTY 50,23674.85,23833.15,23556.3,23639.15,-227.7,-0.95,501004098,40147.62,20.68,3.21,1.32,nse_index_close_archive
2026-03-13,NIFTY 50,23462.5,23492.4,23112.0,23151.1,-488.05,-2.06,519776752,40786.7,20.26,3.15,1.35,nse_index_close_archive
2026-03-16,NIFTY 50,23116.1,23502.0,22955.25,23408.8,257.7,1.11,540293230,44710.21,20.48,3.18,1.33,nse_index_close_archive
2026-03-17,NIFTY 50,23493.2,23656.8,23346.6,23581.15,172.35,0.74,458788167,34495.73,20.63,3.2,1.32,nse_index_close_archive
2026-03-18,NIFTY 50,23632.9,23862.25,23618.45,23777.8,196.65,0.83,382876401,28805.6,20.81,3.23,1.31,nse_index_close_archive
2026-03-19,NIFTY 50,23197.75,23378.7,22930.35,23002.15,-775.65,-3.26,550147401,42000.27,20.13,3.13,1.36,nse_index_close_archive
2026-03-20,NIFTY 50,23110.15,23345.15,23067.6,23114.5,112.35,0.49,663289390,50308.33,20.23,3.14,1.35,nse_index_close_archive
2026-03-23,NIFTY 50,22824.35,22851.7,22471.25,22512.65,-601.85,-2.6,550275334,41002.59,19.7,3.06,1.39,nse_index_close_archive
2026-03-24,NIFTY 50,22878.45,23057.3,22624.2,22912.4,399.75,1.78,538098322,43385.04,20.05,3.11,1.36,nse_index_close_archive
2026-03-25,NIFTY 50,23064.4,23465.35,23063.2,23306.45,394.05,1.72,505418973,40733.98,20.39,3.17,1.34,nse_index_close_archive
2026-03-27,NIFTY 50,23173.55,23186.1,22804.55,22819.6,-486.85,-2.09,612556883,47239.2,19.97,3.1,1.37,nse_index_close_archive
2026-03-30,NIFTY 50,22549.65,22714.1,22283.85,22331.4,-488.2,-2.14,698599891,53093.7,19.62,3.05,1.39,nse_index_close_archive
2026-04-01,NIFTY 50,22899.0,22941.3,22618.6,22679.4,348.0,1.56,517954448,41192.2,19.93,3.1,1.37,nse_index_close_archive
2026-04-02,NIFTY 50,22383.4,22782.3,22182.55,22713.1,33.7,0.15,495121035,38669.56,19.96,3.1,1.37,nse_index_close_archive
2026-04-06,NIFTY 50,22780.3,22998.35,22542.95,22968.25,255.15,1.12,426416812,35893.16,20.18,3.14,1.35,nse_index_close_archive
2026-04-07,NIFTY 50,22838.7,23153.85,22719.3,23123.65,155.4,0.68,476981883,38940.47,20.32,3.16,1.34,nse_index_close_archive
2026-04-08,NIFTY 50,23855.15,24025.15,23828.5,23997.35,873.7,3.78,639257993,56557.11,21.09,3.28,1.3,nse_index_close_archive
2026-04-09,NIFTY 50,23909.05,23990.75,23682.8,23775.1,-222.25,-0.93,466587329,40443.59,20.89,3.25,1.31,nse_index_close_archive
2026-04-10,NIFTY 50,23880.55,24074.05,23856.35,24050.6,275.5,1.16,481302436,40109.22,21.13,3.28,1.29,nse_index_close_archive
2026-04-13,NIFTY 50,23589.6,23907.4,23555.6,23842.65,-207.95,-0.86,488844789,41931.51,20.93,3.26,1.3,nse_index_close_archive
2026-04-15,NIFTY 50,24163.8,24280.9,24145.8,24231.3,388.65,1.63,460334041,38376.84,21.27,3.31,1.28,nse_index_close_archive
2026-04-16,NIFTY 50,24385.2,24400.95,24102.8,24196.75,-34.55,-0.14,508017772,44634.35,21.24,3.3,1.28,nse_index_close_archive
2026-04-17,NIFTY 50,24165.9,24371.9,24096.05,24353.55,156.8,0.65,498625189,35373.29,21.38,3.33,1.28,nse_index_close_archive
2026-04-20,NIFTY 50,24391.5,24480.65,24241.25,24364.85,11.3,0.05,415942883,35042.31,21.39,3.33,1.28,nse_index_close_archive
2026-04-21,NIFTY 50,24374.55,24601.7,24354.9,24576.6,211.75,0.87,425826834,37315.7,21.45,3.36,1.26,nse_index_close_archive
2026-04-22,NIFTY 50,24470.85,24515.95,24352.9,24378.1,-198.5,-0.81,440524292,38980.03,21.28,3.33,1.27,nse_index_close_archive
2026-04-23,NIFTY 50,24202.35,24310.2,24134.8,24173.05,-205.05,-0.84,467549860,39616.97,21.09,3.3,1.29,nse_index_close_archive
2026-04-24,NIFTY 50,24100.55,24206.0,23813.65,23897.95,-275.1,-1.14,438433486,36898.39,20.85,3.26,1.32,nse_index_close_archive
2026-04-27,NIFTY 50,23945.45,24130.7,23936.2,24092.7,194.75,0.81,430297937,36685.28,20.96,3.29,1.31,nse_index_close_archive
2026-04-28,NIFTY 50,24049.9,24181.8,23957.05,23995.7,-97.0,-0.4,554134344,43390.29,20.87,3.28,1.3,nse_index_close_archive
2026-04-29,NIFTY 50,24096.9,24334.7,24059.95,24177.65,181.95,0.76,531122966,38035.47,21.02,3.3,1.29,nse_index_close_archive
2026-04-30,NIFTY 50,23996.95,24087.45,23796.85,23997.55,-180.1,-0.74,505520648,44420.83,20.94,3.29,1.3,nse_index_close_archive
2026-05-04,NIFTY 50,24063.55,24290.2,24004.75,24119.3,121.75,0.51,419069793,35790.21,21.03,3.3,1.29,nse_index_close_archive
2026-05-05,NIFTY 50,24052.6,24081.7,23882.05,24032.8,-86.5,-0.36,363297728,33650.36,20.95,3.29,1.3,nse_index_close_archive
2026-05-06,NIFTY 50,24171.0,24356.5,23997.9,24330.95,298.15,1.24,429190144,38826.87,21.21,3.33,1.28,nse_index_close_archive
2026-05-07,NIFTY 50,24398.5,24482.1,24284.0,24326.65,-4.3,-0.02,440621691,39529.1,21.16,3.33,1.28,nse_index_close_archive
2026-05-08,NIFTY 50,24233.65,24253.8,24126.65,24176.15,-150.5,-0.62,335887188,31217.1,21.0,3.31,1.29,nse_index_close_archive
2026-05-11,NIFTY 50,23970.1,23997.45,23799.1,23815.85,-360.3,-1.49,390108343,37404.28,20.68,3.26,1.3,nse_index_close_archive
2026-05-12,NIFTY 50,23722.6,23757.55,23348.4,23379.55,-436.3,-1.83,447518189,36200.59,20.3,3.2,1.33,nse_index_close_archive
2026-05-13,NIFTY 50,23362.45,23582.95,23262.55,23412.6,33.05,0.14,415359044,33693.48,20.33,3.21,1.33,nse_index_close_archive
2026-05-14,NIFTY 50,23530.25,23777.2,23426.55,23689.6,277.0,1.18,428735424,38828.33,20.61,3.24,1.31,nse_index_close_archive
2026-05-15,NIFTY 50,23731.4,23839.3,23610.3,23643.5,-46.1,-0.19,408864566,35052.32,20.59,3.24,1.38,nse_index_close_archive
2026-05-18,NIFTY 50,23482.2,23695.65,23317.1,23649.95,6.45,0.03,391968426,30029.02,20.45,3.24,1.32,nse_index_close_archive
2026-05-19,NIFTY 50,23675.3,23782.3,23587.2,23618.0,-31.95,-0.14,441953184,39325.73,20.37,3.23,1.32,nse_index_close_archive
2026-05-20,NIFTY 50,23457.25,23690.9,23397.3,23659.0,41.0,0.17,344050591,26163.78,20.41,3.24,1.32,nse_index_close_archive
2026-05-21,NIFTY 50,23830.05,23859.9,23596.6,23654.7,-4.3,-0.02,348183907,29930.79,20.4,3.24,1.32,nse_index_close_archive
2026-05-22,NIFTY 50,23671.2,23835.65,23671.0,23719.3,64.6,0.27,336108649,24993.16,20.44,3.25,1.36,nse_index_close_archive
2026-05-25,NIFTY 50,23940.25,24054.45,23922.85,24031.7,312.4,1.32,351224048,27301.94,20.71,3.28,1.38,nse_index_close_archive
2026-05-26,NIFTY 50,24004.1,24089.8,23885.45,23913.7,-118.0,-0.49,387932940,29835.11,20.6,3.26,1.38,nse_index_close_archive
2026-05-27,NIFTY 50,23880.35,23983.2,23858.25,23907.15,-6.55,-0.03,531572650,34903.35,20.58,3.26,1.38,nse_index_close_archive
2026-05-29,NIFTY 50,23902.15,24002.8,23484.75,23547.75,-359.4,-1.5,1198023438,101439.0,20.27,3.21,1.35,nse_index_close_archive
2026-06-01,NIFTY 50,23654.5,23733.7,23357.95,23382.6,-165.15,-0.7,421691204,33843.74,20.07,3.14,1.27,nse_index_close_archive
2026-06-02,NIFTY 50,23229.15,23556.95,23229.15,23483.55,100.95,0.43,511852817,43063.5,20.27,3.16,1.26,nse_index_close_archive
2026-06-03,NIFTY 50,23415.95,23459.65,23151.5,23405.6,-77.95,-0.33,450089851,36726.56,20.2,3.14,1.23,nse_index_close_archive
2026-06-04,NIFTY 50,23282.45,23465.3,23247.3,23416.55,10.95,0.05,412505524,32848.46,20.21,3.11,1.19,nse_index_close_archive
2026-06-05,NIFTY 50,23478.95,23516.35,23282.65,23366.7,-49.85,-0.21,366208223,28432.83,20.17,3.09,1.24,nse_index_close_archive
2026-06-08,NIFTY 50,23080.7,23267.3,23070.15,23123.0,-243.7,-1.04,375730763,26550.42,19.96,3.05,1.22,nse_index_close_archive
2026-06-09,NIFTY 50,23259.05,23279.4,23104.45,23242.1,119.1,0.52,402552937,32911.17,20.06,3.07,1.22,nse_index_close_archive
2026-06-10,NIFTY 50,23233.95,23425.35,23184.6,23214.95,-27.15,-0.12,380030627,31906.68,20.02,3.07,1.21,nse_index_close_archive
2026-06-11,NIFTY 50,23104.4,23327.45,23072.05,23161.6,-53.35,-0.23,362996956,28529.75,19.98,3.05,1.21,nse_index_close_archive
2026-06-12,NIFTY 50,23412.55,23645.35,23313.9,23622.9,461.3,1.99,351944432,29593.12,20.37,3.11,1.23,nse_index_close_archive
2026-06-15,NIFTY 50,23984.85,24011.4,23817.8,23853.9,231.0,0.98,398913735,34783.09,20.57,3.14,1.21,nse_index_close_archive
2026-06-16,NIFTY 50,23923.9,24002.6,23888.2,23989.15,135.25,0.57,327307262,27953.23,20.69,3.16,1.2,nse_index_close_archive
2026-06-17,NIFTY 50,24044.5,24108.2,23969.7,24085.7,96.55,0.4,352665809,26947.5,20.77,3.17,1.2,nse_index_close_archive
2026-06-18,NIFTY 50,24073.8,24189.25,24036.95,24168.0,82.3,0.34,339988612,28654.85,20.85,3.18,1.19,nse_index_close_archive
2026-06-19,NIFTY 50,23991.2,24047.2,23901.9,24013.1,-154.9,-0.64,447858148,40191.19,20.71,3.16,1.39,nse_index_close_archive
2026-06-22,NIFTY 50,24106.6,24168.05,24073.15,24102.9,89.8,0.37,252821156,21763.92,20.79,3.18,1.36,nse_index_close_archive
2026-06-23,NIFTY 50,24071.3,24135.5,23784.95,23824.1,-278.8,-1.16,340090069,28997.57,20.55,3.14,1.39,nse_index_close_archive
2026-06-24,NIFTY 50,23795.8,24090.05,23789.25,24021.65,197.55,0.83,395578738,31302.8,20.72,3.17,1.37,nse_index_close_archive
2026-06-25,NIFTY 50,24125.85,24261.6,24039.0,24056.0,34.35,0.14,448752143,40015.4,20.75,3.17,1.37,nse_index_close_archive
