symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
LT,screener,https://www.screener.in/company/LT/consolidated/,2026-07-08,2026-07-08T20:26:41,12,236346
M&M,screener,https://www.screener.in/company/M%26M/consolidated/,2026-07-08,2026-07-08T20:26:41,12,268134
MARUTI,screener,https://www.screener.in/company/MARUTI/consolidated/,2026-07-08,2026-07-08T20:26:41,12,229655
MAXHEALTH,screener,https://www.screener.in/company/MAXHEALTH/consolidated/,2026-07-08,2026-07-08T20:26:41,12,201977
NESTLEIND,screener,https://www.screener.in/company/NESTLEIND/consolidated/,2026-07-08,2026-07-08T20:26:41,12,148730
NTPC,screener,https://www.screener.in/company/NTPC/consolidated/,2026-07-08,2026-07-08T20:26:41,12,209805
ONGC,screener,https://www.screener.in/company/ONGC/consolidated/,2026-07-08,2026-07-08T20:26:41,12,199589
POWERGRID,screener,https://www.screener.in/company/POWERGRID/consolidated/,2026-07-08,2026-07-08T20:26:41,12,212170
RELIANCE,screener,https://www.screener.in/company/RELIANCE/consolidated/,2026-07-08,2026-07-08T20:26:41,12,223658
SBILIFE,screener,https://www.screener.in/company/SBILIFE/consolidated/,2026-07-08,2026-07-08T20:26:41,12,117689
SBILIFE,screener,https://www.screener.in/company/SBILIFE/,2026-07-08,2026-07-08T20:26:41,12,200212
SBIN,screener,https://www.screener.in/company/SBIN/consolidated/,2026-07-08,2026-07-08T20:26:41,12,220443
SHRIRAMFIN,screener,https://www.screener.in/company/SHRIRAMFIN/consolidated/,2026-07-08,2026-07-08T20:26:41,12,230401
SUNPHARMA,screener,https://www.screener.in/company/SUNPHARMA/consolidated/,2026-07-08,2026-07-08T20:26:41,12,221519
TATACONSUM,screener,https://www.screener.in/company/TATACONSUM/consolidated/,2026-07-08,2026-07-08T20:26:41,12,239634
TATASTEEL,screener,https://www.screener.in/company/TATASTEEL/consolidated/,2026-07-08,2026-07-08T20:26:41,12,228671
TCS,screener,https://www.screener.in/company/TCS/consolidated/,2026-07-08,2026-07-08T20:26:41,12,233917
TECHM,screener,https://www.screener.in/company/TECHM/consolidated/,2026-07-08,2026-07-08T20:26:41,12,214217
TITAN,screener,https://www.screener.in/company/TITAN/consolidated/,2026-07-08,2026-07-08T20:26:41,12,232509
TMPV,screener,https://www.screener.in/company/TMPV/consolidated/,2026-07-08,2026-07-08T20:26:41,12,229386
TRENT,screener,https://www.screener.in/company/TRENT/consolidated/,2026-07-08,2026-07-08T20:26:41,12,191386
ULTRACEMCO,screener,https://www.screener.in/company/ULTRACEMCO/consolidated/,2026-07-08,2026-07-08T20:26:41,12,233345
WIPRO,screener,https://www.screener.in/company/WIPRO/consolidated/,2026-07-08,2026-07-08T20:26:41,12,222503
