symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
ADANIENT,screener,https://www.screener.in/company/ADANIENT/consolidated/,2026-07-08,2026-07-08T20:26:41,12,208382
ADANIPORTS,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,2026-07-08,2026-07-08T20:26:41,12,230964
APOLLOHOSP,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,2026-07-08,2026-07-08T20:26:41,12,226285
ASIANPAINT,screener,https://www.screener.in/company/ASIANPAINT/consolidated/,2026-07-08,2026-07-08T20:26:41,12,228851
AXISBANK,screener,https://www.screener.in/company/AXISBANK/consolidated/,2026-07-08,2026-07-08T20:26:41,12,239988
BAJAJ-AUTO,screener,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,2026-07-08,2026-07-08T20:26:41,12,208703
BAJAJFINSV,screener,https://www.screener.in/company/BAJAJFINSV/consolidated/,2026-07-08,2026-07-08T20:26:41,12,226870
BAJFINANCE,screener,https://www.screener.in/company/BAJFINANCE/consolidated/,2026-07-08,2026-07-08T20:26:41,12,228485
BEL,screener,https://www.screener.in/company/BEL/consolidated/,2026-07-08,2026-07-08T20:26:41,12,209366
BHARTIARTL,screener,https://www.screener.in/company/BHARTIARTL/consolidated/,2026-07-08,2026-07-08T20:26:41,12,219674
CIPLA,screener,https://www.screener.in/company/CIPLA/consolidated/,2026-07-08,2026-07-08T20:26:41,12,244039
COALINDIA,screener,https://www.screener.in/company/COALINDIA/consolidated/,2026-07-08,2026-07-08T20:26:41,12,220776
DRREDDY,screener,https://www.screener.in/company/DRREDDY/consolidated/,2026-07-08,2026-07-08T20:26:41,12,215806
EICHERMOT,screener,https://www.screener.in/company/EICHERMOT/consolidated/,2026-07-08,2026-07-08T20:26:41,12,232905
ETERNAL,screener,https://www.screener.in/company/ETERNAL/consolidated/,2026-07-08,2026-07-08T20:26:41,12,186838
GRASIM,screener,https://www.screener.in/company/GRASIM/consolidated/,2026-07-08,2026-07-08T20:26:41,12,229026
HCLTECH,screener,https://www.screener.in/company/HCLTECH/consolidated/,2026-07-08,2026-07-08T20:26:41,12,235959
HDFCBANK,screener,https://www.screener.in/company/HDFCBANK/consolidated/,2026-07-08,2026-07-08T20:26:41,12,210216
HDFCLIFE,screener,https://www.screener.in/company/HDFCLIFE/consolidated/,2026-07-08,2026-07-08T20:26:41,12,204405
HINDALCO,screener,https://www.screener.in/company/HINDALCO/consolidated/,2026-07-08,2026-07-08T20:26:41,12,263932
HINDUNILVR,screener,https://www.screener.in/company/HINDUNILVR/consolidated/,2026-07-08,2026-07-08T20:26:41,12,240606
ICICIBANK,screener,https://www.screener.in/company/ICICIBANK/consolidated/,2026-07-08,2026-07-08T20:26:41,12,233764
INDIGO,screener,https://www.screener.in/company/INDIGO/consolidated/,2026-07-08,2026-07-08T20:26:41,12,228132
INFY,screener,https://www.screener.in/company/INFY/consolidated/,2026-07-08,2026-07-08T20:26:41,12,229320
ITC,screener,https://www.screener.in/company/ITC/consolidated/,2026-07-08,2026-07-08T20:26:41,12,203762
JIOFIN,screener,https://www.screener.in/company/JIOFIN/consolidated/,2026-07-08,2026-07-08T20:26:41,12,143840
JSWSTEEL,screener,https://www.screener.in/company/JSWSTEEL/consolidated/,2026-07-08,2026-07-08T20:26:41,12,231113
KOTAKBANK,screener,https://www.screener.in/company/KOTAKBANK/consolidated/,2026-07-08,2026-07-08T20:26:41,12,237034
