symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
ADANIENT,screener,https://www.screener.in/company/ADANIENT/consolidated/,2026-07-27,2026-07-27T20:54:57,12,208632
ADANIPORTS,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,2026-07-27,2026-07-27T20:54:57,12,231526
APOLLOHOSP,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,2026-07-27,2026-07-27T20:54:57,12,226636
ASIANPAINT,screener,https://www.screener.in/company/ASIANPAINT/consolidated/,2026-07-27,2026-07-27T20:54:57,12,228647
AXISBANK,screener,https://www.screener.in/company/AXISBANK/consolidated/,2026-07-27,2026-07-27T20:54:57,12,242467
BAJAJ-AUTO,screener,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,2026-07-27,2026-07-27T20:54:57,12,211085
BAJAJFINSV,screener,https://www.screener.in/company/BAJAJFINSV/consolidated/,2026-07-27,2026-07-27T20:54:57,12,227562
BAJFINANCE,screener,https://www.screener.in/company/BAJFINANCE/consolidated/,2026-07-27,2026-07-27T20:54:57,12,228395
BEL,screener,https://www.screener.in/company/BEL/consolidated/,2026-07-27,2026-07-27T20:54:57,12,211444
BHARTIARTL,screener,https://www.screener.in/company/BHARTIARTL/consolidated/,2026-07-27,2026-07-27T20:54:57,12,219166
CIPLA,screener,https://www.screener.in/company/CIPLA/consolidated/,2026-07-27,2026-07-27T20:54:57,12,246929
COALINDIA,screener,https://www.screener.in/company/COALINDIA/consolidated/,2026-07-27,2026-07-27T20:54:57,12,222677
DRREDDY,screener,https://www.screener.in/company/DRREDDY/consolidated/,2026-07-27,2026-07-27T20:54:57,12,219794
EICHERMOT,screener,https://www.screener.in/company/EICHERMOT/consolidated/,2026-07-27,2026-07-27T20:54:57,12,233442
ETERNAL,screener,https://www.screener.in/company/ETERNAL/consolidated/,2026-07-27,2026-07-27T20:54:57,12,189328
GRASIM,screener,https://www.screener.in/company/GRASIM/consolidated/,2026-07-27,2026-07-27T20:54:57,12,229941
HCLTECH,screener,https://www.screener.in/company/HCLTECH/consolidated/,2026-07-27,2026-07-27T20:54:57,12,238605
HDFCBANK,screener,https://www.screener.in/company/HDFCBANK/consolidated/,2026-07-27,2026-07-27T20:54:57,12,213920
HDFCLIFE,screener,https://www.screener.in/company/HDFCLIFE/consolidated/,2026-07-27,2026-07-27T20:54:57,12,207252
HINDALCO,screener,https://www.screener.in/company/HINDALCO/consolidated/,2026-07-27,2026-07-27T20:54:57,12,264169
HINDUNILVR,screener,https://www.screener.in/company/HINDUNILVR/consolidated/,2026-07-27,2026-07-27T20:54:57,12,241057
ICICIBANK,screener,https://www.screener.in/company/ICICIBANK/consolidated/,2026-07-27,2026-07-27T20:54:57,12,236828
INDIGO,screener,https://www.screener.in/company/INDIGO/consolidated/,2026-07-27,2026-07-27T20:54:57,12,230479
INFY,screener,https://www.screener.in/company/INFY/consolidated/,2026-07-27,2026-07-27T20:54:57,12,231113
ITC,screener,https://www.screener.in/company/ITC/consolidated/,2026-07-27,2026-07-27T20:54:57,12,204144
JIOFIN,screener,https://www.screener.in/company/JIOFIN/consolidated/,2026-07-27,2026-07-27T20:54:57,12,150006
JSWSTEEL,screener,https://www.screener.in/company/JSWSTEEL/consolidated/,2026-07-27,2026-07-27T20:54:57,12,234068
KOTAKBANK,screener,https://www.screener.in/company/KOTAKBANK/consolidated/,2026-07-27,2026-07-27T20:54:57,12,239248
LT,screener,https://www.screener.in/company/LT/consolidated/,2026-07-27,2026-07-27T20:54:57,12,236672
