symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
ADANIENT,screener,https://www.screener.in/company/ADANIENT/consolidated/,2026-07-07,2026-07-07T20:56:38,12,208390
ADANIPORTS,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,2026-07-07,2026-07-07T20:56:38,12,230733
APOLLOHOSP,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,2026-07-07,2026-07-07T20:56:38,12,225621
ASIANPAINT,screener,https://www.screener.in/company/ASIANPAINT/consolidated/,2026-07-07,2026-07-07T20:56:38,12,228852
AXISBANK,screener,https://www.screener.in/company/AXISBANK/consolidated/,2026-07-07,2026-07-07T20:56:38,12,239881
BAJAJ-AUTO,screener,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,2026-07-07,2026-07-07T20:56:38,12,208703
BAJAJFINSV,screener,https://www.screener.in/company/BAJAJFINSV/consolidated/,2026-07-07,2026-07-07T20:56:38,12,226528
BAJFINANCE,screener,https://www.screener.in/company/BAJFINANCE/consolidated/,2026-07-07,2026-07-07T20:56:38,12,228470
BEL,screener,https://www.screener.in/company/BEL/consolidated/,2026-07-07,2026-07-07T20:56:38,12,209362
BHARTIARTL,screener,https://www.screener.in/company/BHARTIARTL/consolidated/,2026-07-07,2026-07-07T20:56:38,12,219669
CIPLA,screener,https://www.screener.in/company/CIPLA/consolidated/,2026-07-07,2026-07-07T20:56:38,12,244056
COALINDIA,screener,https://www.screener.in/company/COALINDIA/consolidated/,2026-07-07,2026-07-07T20:56:38,12,220781
DRREDDY,screener,https://www.screener.in/company/DRREDDY/consolidated/,2026-07-07,2026-07-07T20:56:38,12,215806
EICHERMOT,screener,https://www.screener.in/company/EICHERMOT/consolidated/,2026-07-07,2026-07-07T20:56:38,12,232900
ETERNAL,screener,https://www.screener.in/company/ETERNAL/consolidated/,2026-07-07,2026-07-07T20:56:38,12,186902
GRASIM,screener,https://www.screener.in/company/GRASIM/consolidated/,2026-07-07,2026-07-07T20:56:38,12,229026
HCLTECH,screener,https://www.screener.in/company/HCLTECH/consolidated/,2026-07-07,2026-07-07T20:56:38,12,235187
HDFCBANK,screener,https://www.screener.in/company/HDFCBANK/consolidated/,2026-07-07,2026-07-07T20:56:38,12,210759
HDFCLIFE,screener,https://www.screener.in/company/HDFCLIFE/consolidated/,2026-07-07,2026-07-07T20:56:38,12,203926
HINDALCO,screener,https://www.screener.in/company/HINDALCO/consolidated/,2026-07-07,2026-07-07T20:56:38,12,263937
HINDUNILVR,screener,https://www.screener.in/company/HINDUNILVR/consolidated/,2026-07-07,2026-07-07T20:56:38,12,240453
ICICIBANK,screener,https://www.screener.in/company/ICICIBANK/consolidated/,2026-07-07,2026-07-07T20:56:38,12,233763
INDIGO,screener,https://www.screener.in/company/INDIGO/consolidated/,2026-07-07,2026-07-07T20:56:38,12,228123
INFY,screener,https://www.screener.in/company/INFY/consolidated/,2026-07-07,2026-07-07T20:56:38,12,228619
ITC,screener,https://www.screener.in/company/ITC/consolidated/,2026-07-07,2026-07-07T20:56:38,12,203757
