symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
ADANIENT,screener,https://www.screener.in/company/ADANIENT/consolidated/,2026-07-14,2026-07-14T19:55:38,12,208541
ADANIPORTS,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,2026-07-14,2026-07-14T19:55:38,12,231433
APOLLOHOSP,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,2026-07-14,2026-07-14T19:55:38,12,226512
ASIANPAINT,screener,https://www.screener.in/company/ASIANPAINT/consolidated/,2026-07-14,2026-07-14T19:55:38,12,228822
AXISBANK,screener,https://www.screener.in/company/AXISBANK/consolidated/,2026-07-14,2026-07-14T19:55:38,12,240136
BAJAJ-AUTO,screener,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,2026-07-14,2026-07-14T19:55:38,12,208620
BAJAJFINSV,screener,https://www.screener.in/company/BAJAJFINSV/consolidated/,2026-07-14,2026-07-14T19:55:38,12,227583
BAJFINANCE,screener,https://www.screener.in/company/BAJFINANCE/consolidated/,2026-07-14,2026-07-14T19:55:38,12,228669
BEL,screener,https://www.screener.in/company/BEL/consolidated/,2026-07-14,2026-07-14T19:55:38,12,209732
BHARTIARTL,screener,https://www.screener.in/company/BHARTIARTL/consolidated/,2026-07-14,2026-07-14T19:55:38,12,219418
CIPLA,screener,https://www.screener.in/company/CIPLA/consolidated/,2026-07-14,2026-07-14T19:55:38,12,244001
COALINDIA,screener,https://www.screener.in/company/COALINDIA/consolidated/,2026-07-14,2026-07-14T19:55:38,12,220296
DRREDDY,screener,https://www.screener.in/company/DRREDDY/consolidated/,2026-07-14,2026-07-14T19:55:38,12,216895
EICHERMOT,screener,https://www.screener.in/company/EICHERMOT/consolidated/,2026-07-14,2026-07-14T19:55:38,12,232950
ETERNAL,screener,https://www.screener.in/company/ETERNAL/consolidated/,2026-07-14,2026-07-14T19:55:38,12,187084
GRASIM,screener,https://www.screener.in/company/GRASIM/consolidated/,2026-07-14,2026-07-14T19:55:38,12,229780
