symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
ADANIENT,screener,https://www.screener.in/company/ADANIENT/consolidated/,2026-07-06,2026-07-06T21:31:28,12,208255
ADANIPORTS,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,2026-07-06,2026-07-06T21:31:28,12,230702
APOLLOHOSP,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,2026-07-06,2026-07-06T21:31:28,12,225621
ASIANPAINT,screener,https://www.screener.in/company/ASIANPAINT/consolidated/,2026-07-06,2026-07-06T21:31:28,12,228847
AXISBANK,screener,https://www.screener.in/company/AXISBANK/consolidated/,2026-07-06,2026-07-06T21:31:28,12,239736
BAJAJ-AUTO,screener,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,2026-07-06,2026-07-06T21:31:28,12,208703
BAJAJFINSV,screener,https://www.screener.in/company/BAJAJFINSV/consolidated/,2026-07-06,2026-07-06T21:31:28,12,226533
BAJFINANCE,screener,https://www.screener.in/company/BAJFINANCE/consolidated/,2026-07-06,2026-07-06T21:31:28,12,228475
BEL,screener,https://www.screener.in/company/BEL/consolidated/,2026-07-06,2026-07-06T21:31:28,12,208864
BHARTIARTL,screener,https://www.screener.in/company/BHARTIARTL/consolidated/,2026-07-06,2026-07-06T21:31:28,12,219125
CIPLA,screener,https://www.screener.in/company/CIPLA/consolidated/,2026-07-06,2026-07-06T21:31:28,12,244048
COALINDIA,screener,https://www.screener.in/company/COALINDIA/consolidated/,2026-07-06,2026-07-06T21:31:28,12,220778
DRREDDY,screener,https://www.screener.in/company/DRREDDY/consolidated/,2026-07-06,2026-07-06T21:31:28,12,215175
EICHERMOT,screener,https://www.screener.in/company/EICHERMOT/consolidated/,2026-07-06,2026-07-06T21:31:28,12,232197
ETERNAL,screener,https://www.screener.in/company/ETERNAL/consolidated/,2026-07-06,2026-07-06T21:31:28,12,186825
GRASIM,screener,https://www.screener.in/company/GRASIM/consolidated/,2026-07-06,2026-07-06T21:31:28,12,229720
HCLTECH,screener,https://www.screener.in/company/HCLTECH/consolidated/,2026-07-06,2026-07-06T21:31:28,12,235206
HDFCBANK,screener,https://www.screener.in/company/HDFCBANK/consolidated/,2026-07-06,2026-07-06T21:31:28,12,210751
HDFCLIFE,screener,https://www.screener.in/company/HDFCLIFE/consolidated/,2026-07-06,2026-07-06T21:31:28,12,204406
HINDALCO,screener,https://www.screener.in/company/HINDALCO/consolidated/,2026-07-06,2026-07-06T21:31:28,12,263932
HINDUNILVR,screener,https://www.screener.in/company/HINDUNILVR/consolidated/,2026-07-06,2026-07-06T21:31:28,12,239716
ICICIBANK,screener,https://www.screener.in/company/ICICIBANK/consolidated/,2026-07-06,2026-07-06T21:31:28,12,233556
INDIGO,screener,https://www.screener.in/company/INDIGO/consolidated/,2026-07-06,2026-07-06T21:31:28,12,228082
INFY,screener,https://www.screener.in/company/INFY/consolidated/,2026-07-06,2026-07-06T21:31:28,12,229320
ITC,screener,https://www.screener.in/company/ITC/consolidated/,2026-07-06,2026-07-06T21:31:28,12,203762
JIOFIN,screener,https://www.screener.in/company/JIOFIN/consolidated/,2026-07-06,2026-07-06T21:31:28,12,144029
JSWSTEEL,screener,https://www.screener.in/company/JSWSTEEL/consolidated/,2026-07-06,2026-07-06T21:31:28,12,230583
KOTAKBANK,screener,https://www.screener.in/company/KOTAKBANK/consolidated/,2026-07-06,2026-07-06T21:31:28,12,236968
LT,screener,https://www.screener.in/company/LT/consolidated/,2026-07-06,2026-07-06T21:31:28,12,236236
M&M,screener,https://www.screener.in/company/M%26M/consolidated/,2026-07-06,2026-07-06T21:31:28,12,267445
MARUTI,screener,https://www.screener.in/company/MARUTI/consolidated/,2026-07-06,2026-07-06T21:31:28,12,229643
MAXHEALTH,screener,https://www.screener.in/company/MAXHEALTH/consolidated/,2026-07-06,2026-07-06T21:31:28,12,202415
NESTLEIND,screener,https://www.screener.in/company/NESTLEIND/consolidated/,2026-07-06,2026-07-06T21:31:28,12,148717
NTPC,screener,https://www.screener.in/company/NTPC/consolidated/,2026-07-06,2026-07-06T21:31:28,12,209704
ONGC,screener,https://www.screener.in/company/ONGC/consolidated/,2026-07-06,2026-07-06T21:31:28,12,199590
POWERGRID,screener,https://www.screener.in/company/POWERGRID/consolidated/,2026-07-06,2026-07-06T21:31:28,12,212728
RELIANCE,screener,https://www.screener.in/company/RELIANCE/consolidated/,2026-07-06,2026-07-06T21:31:28,12,223642
SBILIFE,screener,https://www.screener.in/company/SBILIFE/consolidated/,2026-07-06,2026-07-06T21:31:28,12,117562
SBILIFE,screener,https://www.screener.in/company/SBILIFE/,2026-07-06,2026-07-06T21:31:28,12,200085
SBIN,screener,https://www.screener.in/company/SBIN/consolidated/,2026-07-06,2026-07-06T21:31:28,12,221053
SHRIRAMFIN,screener,https://www.screener.in/company/SHRIRAMFIN/consolidated/,2026-07-06,2026-07-06T21:31:28,12,230508
SUNPHARMA,screener,https://www.screener.in/company/SUNPHARMA/consolidated/,2026-07-06,2026-07-06T21:31:28,12,221032
TATACONSUM,screener,https://www.screener.in/company/TATACONSUM/consolidated/,2026-07-06,2026-07-06T21:31:28,12,240178
TATASTEEL,screener,https://www.screener.in/company/TATASTEEL/consolidated/,2026-07-06,2026-07-06T21:31:28,12,228544
TCS,screener,https://www.screener.in/company/TCS/consolidated/,2026-07-06,2026-07-06T21:31:28,12,233921
TECHM,screener,https://www.screener.in/company/TECHM/consolidated/,2026-07-06,2026-07-06T21:31:28,12,213826
TITAN,screener,https://www.screener.in/company/TITAN/consolidated/,2026-07-06,2026-07-06T21:31:28,12,232423
TMPV,screener,https://www.screener.in/company/TMPV/consolidated/,2026-07-06,2026-07-06T21:31:28,12,229583
TRENT,screener,https://www.screener.in/company/TRENT/consolidated/,2026-07-06,2026-07-06T21:31:28,12,191380
ULTRACEMCO,screener,https://www.screener.in/company/ULTRACEMCO/consolidated/,2026-07-06,2026-07-06T21:31:28,12,233345
WIPRO,screener,https://www.screener.in/company/WIPRO/consolidated/,2026-07-06,2026-07-06T21:31:28,12,222319
