symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
ADANIENT,screener,https://www.screener.in/company/ADANIENT/consolidated/,2026-06-30,2026-06-30T09:37:15,12,208591
ADANIPORTS,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,2026-06-30,2026-06-30T09:37:15,12,231520
APOLLOHOSP,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,2026-06-30,2026-06-30T09:37:15,12,225048
ASIANPAINT,screener,https://www.screener.in/company/ASIANPAINT/consolidated/,2026-06-30,2026-06-30T09:37:15,12,227366
AXISBANK,screener,https://www.screener.in/company/AXISBANK/consolidated/,2026-06-30,2026-06-30T09:37:15,12,239778
BAJAJ-AUTO,screener,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,2026-06-30,2026-06-30T09:37:15,12,207263
BAJAJFINSV,screener,https://www.screener.in/company/BAJAJFINSV/consolidated/,2026-06-30,2026-06-30T09:37:15,12,229511
BAJFINANCE,screener,https://www.screener.in/company/BAJFINANCE/consolidated/,2026-06-30,2026-06-30T09:37:15,12,233702
BEL,screener,https://www.screener.in/company/BEL/consolidated/,2026-06-30,2026-06-30T09:37:15,12,205404
BHARTIARTL,screener,https://www.screener.in/company/BHARTIARTL/consolidated/,2026-06-30,2026-06-30T09:37:15,12,219266
CIPLA,screener,https://www.screener.in/company/CIPLA/consolidated/,2026-06-30,2026-06-30T09:37:15,12,243638
COALINDIA,screener,https://www.screener.in/company/COALINDIA/consolidated/,2026-06-30,2026-06-30T09:37:15,12,218154
DRREDDY,screener,https://www.screener.in/company/DRREDDY/consolidated/,2026-06-30,2026-06-30T09:37:15,12,215109
EICHERMOT,screener,https://www.screener.in/company/EICHERMOT/consolidated/,2026-06-30,2026-06-30T09:37:15,12,233156
ETERNAL,screener,https://www.screener.in/company/ETERNAL/consolidated/,2026-06-30,2026-06-30T09:37:15,12,185324
GRASIM,screener,https://www.screener.in/company/GRASIM/consolidated/,2026-06-30,2026-06-30T09:37:15,12,232083
HCLTECH,screener,https://www.screener.in/company/HCLTECH/consolidated/,2026-06-30,2026-06-30T09:37:15,12,233618
