symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
MARUTI,screener,https://www.screener.in/company/MARUTI/consolidated/,2026-07-10,2026-07-10T20:43:37,12,229653
MAXHEALTH,screener,https://www.screener.in/company/MAXHEALTH/consolidated/,2026-07-10,2026-07-10T20:43:37,12,202387
NESTLEIND,screener,https://www.screener.in/company/NESTLEIND/consolidated/,2026-07-10,2026-07-10T20:43:37,12,148733
NTPC,screener,https://www.screener.in/company/NTPC/consolidated/,2026-07-10,2026-07-10T20:43:37,12,209803
ONGC,screener,https://www.screener.in/company/ONGC/consolidated/,2026-07-10,2026-07-10T20:43:37,12,199596
POWERGRID,screener,https://www.screener.in/company/POWERGRID/consolidated/,2026-07-10,2026-07-10T20:43:37,12,212175
RELIANCE,screener,https://www.screener.in/company/RELIANCE/consolidated/,2026-07-10,2026-07-10T20:43:37,12,223977
SBILIFE,screener,https://www.screener.in/company/SBILIFE/consolidated/,2026-07-10,2026-07-10T20:43:37,12,117688
SBILIFE,screener,https://www.screener.in/company/SBILIFE/,2026-07-10,2026-07-10T20:43:37,12,200202
SBIN,screener,https://www.screener.in/company/SBIN/consolidated/,2026-07-10,2026-07-10T20:43:37,12,221158
SHRIRAMFIN,screener,https://www.screener.in/company/SHRIRAMFIN/consolidated/,2026-07-10,2026-07-10T20:43:37,12,230074
SUNPHARMA,screener,https://www.screener.in/company/SUNPHARMA/consolidated/,2026-07-10,2026-07-10T20:43:37,12,221901
TATACONSUM,screener,https://www.screener.in/company/TATACONSUM/consolidated/,2026-07-10,2026-07-10T20:43:37,12,240028
TATASTEEL,screener,https://www.screener.in/company/TATASTEEL/consolidated/,2026-07-10,2026-07-10T20:43:37,12,228673
TCS,screener,https://www.screener.in/company/TCS/consolidated/,2026-07-10,2026-07-10T20:43:37,12,236574
TECHM,screener,https://www.screener.in/company/TECHM/consolidated/,2026-07-10,2026-07-10T20:43:37,12,213630
TITAN,screener,https://www.screener.in/company/TITAN/consolidated/,2026-07-10,2026-07-10T20:43:37,12,232501
TMPV,screener,https://www.screener.in/company/TMPV/consolidated/,2026-07-10,2026-07-10T20:43:37,12,229387
TRENT,screener,https://www.screener.in/company/TRENT/consolidated/,2026-07-10,2026-07-10T20:43:37,12,191389
ULTRACEMCO,screener,https://www.screener.in/company/ULTRACEMCO/consolidated/,2026-07-10,2026-07-10T20:43:37,12,233340
WIPRO,screener,https://www.screener.in/company/WIPRO/consolidated/,2026-07-10,2026-07-10T20:43:37,12,222444
