symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
ADANIENT,screener,https://www.screener.in/company/ADANIENT/consolidated/,2026-07-10,2026-07-10T20:43:37,12,208375
ADANIPORTS,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,2026-07-10,2026-07-10T20:43:37,12,230345
APOLLOHOSP,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,2026-07-10,2026-07-10T20:43:37,12,226517
ASIANPAINT,screener,https://www.screener.in/company/ASIANPAINT/consolidated/,2026-07-10,2026-07-10T20:43:37,12,228733
AXISBANK,screener,https://www.screener.in/company/AXISBANK/consolidated/,2026-07-10,2026-07-10T20:43:37,12,239990
BAJAJ-AUTO,screener,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,2026-07-10,2026-07-10T20:43:37,12,208625
BAJAJFINSV,screener,https://www.screener.in/company/BAJAJFINSV/consolidated/,2026-07-10,2026-07-10T20:43:37,12,226779
BAJFINANCE,screener,https://www.screener.in/company/BAJFINANCE/consolidated/,2026-07-10,2026-07-10T20:43:37,12,228648
BEL,screener,https://www.screener.in/company/BEL/consolidated/,2026-07-10,2026-07-10T20:43:37,12,209240
BHARTIARTL,screener,https://www.screener.in/company/BHARTIARTL/consolidated/,2026-07-10,2026-07-10T20:43:37,12,219650
CIPLA,screener,https://www.screener.in/company/CIPLA/consolidated/,2026-07-10,2026-07-10T20:43:37,12,244039
COALINDIA,screener,https://www.screener.in/company/COALINDIA/consolidated/,2026-07-10,2026-07-10T20:43:37,12,220781
DRREDDY,screener,https://www.screener.in/company/DRREDDY/consolidated/,2026-07-10,2026-07-10T20:43:37,12,216790
EICHERMOT,screener,https://www.screener.in/company/EICHERMOT/consolidated/,2026-07-10,2026-07-10T20:43:37,12,233004
ETERNAL,screener,https://www.screener.in/company/ETERNAL/consolidated/,2026-07-10,2026-07-10T20:43:37,12,187087
GRASIM,screener,https://www.screener.in/company/GRASIM/consolidated/,2026-07-10,2026-07-10T20:43:37,12,229245
HCLTECH,screener,https://www.screener.in/company/HCLTECH/consolidated/,2026-07-10,2026-07-10T20:43:37,12,236036
HDFCBANK,screener,https://www.screener.in/company/HDFCBANK/consolidated/,2026-07-10,2026-07-10T20:43:37,12,210793
HDFCLIFE,screener,https://www.screener.in/company/HDFCLIFE/consolidated/,2026-07-10,2026-07-10T20:43:37,12,204403
HINDALCO,screener,https://www.screener.in/company/HINDALCO/consolidated/,2026-07-10,2026-07-10T20:43:37,12,263932
HINDUNILVR,screener,https://www.screener.in/company/HINDUNILVR/consolidated/,2026-07-10,2026-07-10T20:43:37,12,240604
ICICIBANK,screener,https://www.screener.in/company/ICICIBANK/consolidated/,2026-07-10,2026-07-10T20:43:37,12,233034
INDIGO,screener,https://www.screener.in/company/INDIGO/consolidated/,2026-07-10,2026-07-10T20:43:37,12,228228
INFY,screener,https://www.screener.in/company/INFY/consolidated/,2026-07-10,2026-07-10T20:43:37,12,229315
ITC,screener,https://www.screener.in/company/ITC/consolidated/,2026-07-10,2026-07-10T20:43:37,12,203762
JIOFIN,screener,https://www.screener.in/company/JIOFIN/consolidated/,2026-07-10,2026-07-10T20:43:37,12,144037
JSWSTEEL,screener,https://www.screener.in/company/JSWSTEEL/consolidated/,2026-07-10,2026-07-10T20:43:37,12,231151
KOTAKBANK,screener,https://www.screener.in/company/KOTAKBANK/consolidated/,2026-07-10,2026-07-10T20:43:37,12,236856
LT,screener,https://www.screener.in/company/LT/consolidated/,2026-07-10,2026-07-10T20:43:37,12,236351
M&M,screener,https://www.screener.in/company/M%26M/consolidated/,2026-07-10,2026-07-10T20:43:37,12,268181
