symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
ADANIENT,screener,https://www.screener.in/company/ADANIENT/consolidated/,2026-07-09,2026-07-09T21:12:02,12,207831
ADANIPORTS,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,2026-07-09,2026-07-09T21:12:02,12,230958
APOLLOHOSP,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,2026-07-09,2026-07-09T21:12:02,12,226097
ASIANPAINT,screener,https://www.screener.in/company/ASIANPAINT/consolidated/,2026-07-09,2026-07-09T21:12:02,12,228849
AXISBANK,screener,https://www.screener.in/company/AXISBANK/consolidated/,2026-07-09,2026-07-09T21:12:02,12,239986
BAJAJ-AUTO,screener,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,2026-07-09,2026-07-09T21:12:02,12,208708
BAJAJFINSV,screener,https://www.screener.in/company/BAJAJFINSV/consolidated/,2026-07-09,2026-07-09T21:12:02,12,227296
BAJFINANCE,screener,https://www.screener.in/company/BAJFINANCE/consolidated/,2026-07-09,2026-07-09T21:12:02,12,228652
BEL,screener,https://www.screener.in/company/BEL/consolidated/,2026-07-09,2026-07-09T21:12:02,12,209366
BHARTIARTL,screener,https://www.screener.in/company/BHARTIARTL/consolidated/,2026-07-09,2026-07-09T21:12:02,12,219675
CIPLA,screener,https://www.screener.in/company/CIPLA/consolidated/,2026-07-09,2026-07-09T21:12:02,12,244034
COALINDIA,screener,https://www.screener.in/company/COALINDIA/consolidated/,2026-07-09,2026-07-09T21:12:02,12,220476
DRREDDY,screener,https://www.screener.in/company/DRREDDY/consolidated/,2026-07-09,2026-07-09T21:12:02,12,215781
EICHERMOT,screener,https://www.screener.in/company/EICHERMOT/consolidated/,2026-07-09,2026-07-09T21:12:02,12,232911
ETERNAL,screener,https://www.screener.in/company/ETERNAL/consolidated/,2026-07-09,2026-07-09T21:12:02,12,187082
GRASIM,screener,https://www.screener.in/company/GRASIM/consolidated/,2026-07-09,2026-07-09T21:12:02,12,229660
HCLTECH,screener,https://www.screener.in/company/HCLTECH/consolidated/,2026-07-09,2026-07-09T21:12:02,12,236024
HDFCBANK,screener,https://www.screener.in/company/HDFCBANK/consolidated/,2026-07-09,2026-07-09T21:12:02,12,210793
HDFCLIFE,screener,https://www.screener.in/company/HDFCLIFE/consolidated/,2026-07-09,2026-07-09T21:12:02,12,203934
HINDALCO,screener,https://www.screener.in/company/HINDALCO/consolidated/,2026-07-09,2026-07-09T21:12:02,12,263937
HINDUNILVR,screener,https://www.screener.in/company/HINDUNILVR/consolidated/,2026-07-09,2026-07-09T21:12:02,12,240601
ICICIBANK,screener,https://www.screener.in/company/ICICIBANK/consolidated/,2026-07-09,2026-07-09T21:12:02,12,233757
INDIGO,screener,https://www.screener.in/company/INDIGO/consolidated/,2026-07-09,2026-07-09T21:12:02,12,228127
INFY,screener,https://www.screener.in/company/INFY/consolidated/,2026-07-09,2026-07-09T21:12:02,12,229320
ITC,screener,https://www.screener.in/company/ITC/consolidated/,2026-07-09,2026-07-09T21:12:02,12,203381
JIOFIN,screener,https://www.screener.in/company/JIOFIN/consolidated/,2026-07-09,2026-07-09T21:12:02,12,144202
JSWSTEEL,screener,https://www.screener.in/company/JSWSTEEL/consolidated/,2026-07-09,2026-07-09T21:12:02,12,231148
KOTAKBANK,screener,https://www.screener.in/company/KOTAKBANK/consolidated/,2026-07-09,2026-07-09T21:12:02,12,236317
LT,screener,https://www.screener.in/company/LT/consolidated/,2026-07-09,2026-07-09T21:12:02,12,235693
M&M,screener,https://www.screener.in/company/M%26M/consolidated/,2026-07-09,2026-07-09T21:12:02,12,268139
MARUTI,screener,https://www.screener.in/company/MARUTI/consolidated/,2026-07-09,2026-07-09T21:12:02,12,229655
MAXHEALTH,screener,https://www.screener.in/company/MAXHEALTH/consolidated/,2026-07-09,2026-07-09T21:12:02,12,202425
NESTLEIND,screener,https://www.screener.in/company/NESTLEIND/consolidated/,2026-07-09,2026-07-09T21:12:02,12,148728
NTPC,screener,https://www.screener.in/company/NTPC/consolidated/,2026-07-09,2026-07-09T21:12:02,12,209808
ONGC,screener,https://www.screener.in/company/ONGC/consolidated/,2026-07-09,2026-07-09T21:12:02,12,199594
POWERGRID,screener,https://www.screener.in/company/POWERGRID/consolidated/,2026-07-09,2026-07-09T21:12:02,12,212713
RELIANCE,screener,https://www.screener.in/company/RELIANCE/consolidated/,2026-07-09,2026-07-09T21:12:02,12,223737
SBILIFE,screener,https://www.screener.in/company/SBILIFE/consolidated/,2026-07-09,2026-07-09T21:12:02,12,117680
SBILIFE,screener,https://www.screener.in/company/SBILIFE/,2026-07-09,2026-07-09T21:12:02,12,199746
SBIN,screener,https://www.screener.in/company/SBIN/consolidated/,2026-07-09,2026-07-09T21:12:02,12,221200
SHRIRAMFIN,screener,https://www.screener.in/company/SHRIRAMFIN/consolidated/,2026-07-09,2026-07-09T21:12:02,12,229510
SUNPHARMA,screener,https://www.screener.in/company/SUNPHARMA/consolidated/,2026-07-09,2026-07-09T21:12:02,12,222064
TATACONSUM,screener,https://www.screener.in/company/TATACONSUM/consolidated/,2026-07-09,2026-07-09T21:12:02,12,240025
TATASTEEL,screener,https://www.screener.in/company/TATASTEEL/consolidated/,2026-07-09,2026-07-09T21:12:02,12,228671
TCS,screener,https://www.screener.in/company/TCS/consolidated/,2026-07-09,2026-07-09T21:12:02,12,235625
TECHM,screener,https://www.screener.in/company/TECHM/consolidated/,2026-07-09,2026-07-09T21:12:02,12,214217
TITAN,screener,https://www.screener.in/company/TITAN/consolidated/,2026-07-09,2026-07-09T21:12:02,12,232503
TMPV,screener,https://www.screener.in/company/TMPV/consolidated/,2026-07-09,2026-07-09T21:12:02,12,229394
