symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
MARUTI,screener,https://www.screener.in/company/MARUTI/consolidated/,2026-07-24,2026-07-24T19:51:22,12,229334
MAXHEALTH,screener,https://www.screener.in/company/MAXHEALTH/consolidated/,2026-07-24,2026-07-24T19:51:22,12,202724
NESTLEIND,screener,https://www.screener.in/company/NESTLEIND/consolidated/,2026-07-24,2026-07-24T19:51:22,12,152220
NTPC,screener,https://www.screener.in/company/NTPC/consolidated/,2026-07-24,2026-07-24T19:51:22,12,210399
ONGC,screener,https://www.screener.in/company/ONGC/consolidated/,2026-07-24,2026-07-24T19:51:22,12,199888
POWERGRID,screener,https://www.screener.in/company/POWERGRID/consolidated/,2026-07-24,2026-07-24T19:51:22,12,213021
RELIANCE,screener,https://www.screener.in/company/RELIANCE/consolidated/,2026-07-24,2026-07-24T19:51:22,12,226616
SBILIFE,screener,https://www.screener.in/company/SBILIFE/consolidated/,2026-07-24,2026-07-24T19:51:22,12,118811
SBILIFE,screener,https://www.screener.in/company/SBILIFE/,2026-07-24,2026-07-24T19:51:22,12,202854
SBIN,screener,https://www.screener.in/company/SBIN/consolidated/,2026-07-24,2026-07-24T19:51:22,12,221404
SHRIRAMFIN,screener,https://www.screener.in/company/SHRIRAMFIN/consolidated/,2026-07-24,2026-07-24T19:51:22,12,232283
SUNPHARMA,screener,https://www.screener.in/company/SUNPHARMA/consolidated/,2026-07-24,2026-07-24T19:51:22,12,222888
TATACONSUM,screener,https://www.screener.in/company/TATACONSUM/consolidated/,2026-07-24,2026-07-24T19:51:22,12,242173
TATASTEEL,screener,https://www.screener.in/company/TATASTEEL/consolidated/,2026-07-24,2026-07-24T19:51:22,12,229360
TCS,screener,https://www.screener.in/company/TCS/consolidated/,2026-07-24,2026-07-24T19:51:22,12,237637
TECHM,screener,https://www.screener.in/company/TECHM/consolidated/,2026-07-24,2026-07-24T19:51:22,12,217118
TITAN,screener,https://www.screener.in/company/TITAN/consolidated/,2026-07-24,2026-07-24T19:51:22,12,233136
TMPV,screener,https://www.screener.in/company/TMPV/consolidated/,2026-07-24,2026-07-24T19:51:22,12,229830
TRENT,screener,https://www.screener.in/company/TRENT/consolidated/,2026-07-24,2026-07-24T19:51:22,12,191732
ULTRACEMCO,screener,https://www.screener.in/company/ULTRACEMCO/consolidated/,2026-07-24,2026-07-24T19:51:22,12,236123
WIPRO,screener,https://www.screener.in/company/WIPRO/consolidated/,2026-07-24,2026-07-24T19:51:22,12,224973
