symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
ADANIENT,screener,https://www.screener.in/company/ADANIENT/consolidated/,2026-07-24,2026-07-24T19:51:22,12,208622
ADANIPORTS,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,2026-07-24,2026-07-24T19:51:22,12,231527
APOLLOHOSP,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,2026-07-24,2026-07-24T19:51:22,12,226641
ASIANPAINT,screener,https://www.screener.in/company/ASIANPAINT/consolidated/,2026-07-24,2026-07-24T19:51:22,12,229101
AXISBANK,screener,https://www.screener.in/company/AXISBANK/consolidated/,2026-07-24,2026-07-24T19:51:22,12,242457
BAJAJ-AUTO,screener,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,2026-07-24,2026-07-24T19:51:22,12,211188
BAJAJFINSV,screener,https://www.screener.in/company/BAJAJFINSV/consolidated/,2026-07-24,2026-07-24T19:51:22,12,227102
BAJFINANCE,screener,https://www.screener.in/company/BAJFINANCE/consolidated/,2026-07-24,2026-07-24T19:51:22,12,229091
BEL,screener,https://www.screener.in/company/BEL/consolidated/,2026-07-24,2026-07-24T19:51:22,12,209725
BHARTIARTL,screener,https://www.screener.in/company/BHARTIARTL/consolidated/,2026-07-24,2026-07-24T19:51:22,12,219434
CIPLA,screener,https://www.screener.in/company/CIPLA/consolidated/,2026-07-24,2026-07-24T19:51:22,12,246800
COALINDIA,screener,https://www.screener.in/company/COALINDIA/consolidated/,2026-07-24,2026-07-24T19:51:22,12,221062
DRREDDY,screener,https://www.screener.in/company/DRREDDY/consolidated/,2026-07-24,2026-07-24T19:51:22,12,219372
EICHERMOT,screener,https://www.screener.in/company/EICHERMOT/consolidated/,2026-07-24,2026-07-24T19:51:22,12,233451
ETERNAL,screener,https://www.screener.in/company/ETERNAL/consolidated/,2026-07-24,2026-07-24T19:51:22,12,188739
GRASIM,screener,https://www.screener.in/company/GRASIM/consolidated/,2026-07-24,2026-07-24T19:51:22,12,229274
HCLTECH,screener,https://www.screener.in/company/HCLTECH/consolidated/,2026-07-24,2026-07-24T19:51:22,12,239303
HDFCBANK,screener,https://www.screener.in/company/HDFCBANK/consolidated/,2026-07-24,2026-07-24T19:51:22,12,213760
HDFCLIFE,screener,https://www.screener.in/company/HDFCLIFE/consolidated/,2026-07-24,2026-07-24T19:51:22,12,207195
HINDALCO,screener,https://www.screener.in/company/HINDALCO/consolidated/,2026-07-24,2026-07-24T19:51:22,12,264163
HINDUNILVR,screener,https://www.screener.in/company/HINDUNILVR/consolidated/,2026-07-24,2026-07-24T19:51:22,12,241063
ICICIBANK,screener,https://www.screener.in/company/ICICIBANK/consolidated/,2026-07-24,2026-07-24T19:51:22,12,236815
INDIGO,screener,https://www.screener.in/company/INDIGO/consolidated/,2026-07-24,2026-07-24T19:51:22,12,230455
INFY,screener,https://www.screener.in/company/INFY/consolidated/,2026-07-24,2026-07-24T19:51:22,12,231130
ITC,screener,https://www.screener.in/company/ITC/consolidated/,2026-07-24,2026-07-24T19:51:22,12,204507
JIOFIN,screener,https://www.screener.in/company/JIOFIN/consolidated/,2026-07-24,2026-07-24T19:51:22,12,150346
JSWSTEEL,screener,https://www.screener.in/company/JSWSTEEL/consolidated/,2026-07-24,2026-07-24T19:51:22,12,234101
KOTAKBANK,screener,https://www.screener.in/company/KOTAKBANK/consolidated/,2026-07-24,2026-07-24T19:51:22,12,239933
LT,screener,https://www.screener.in/company/LT/consolidated/,2026-07-24,2026-07-24T19:51:22,12,236732
M&M,screener,https://www.screener.in/company/M%26M/consolidated/,2026-07-24,2026-07-24T19:51:22,12,268571
