symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
ADANIENT,screener,https://www.screener.in/company/ADANIENT/consolidated/,2026-07-23,2026-07-23T20:11:58,12,208875
ADANIPORTS,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,2026-07-23,2026-07-23T20:11:58,12,231476
APOLLOHOSP,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,2026-07-23,2026-07-23T20:11:58,12,226641
ASIANPAINT,screener,https://www.screener.in/company/ASIANPAINT/consolidated/,2026-07-23,2026-07-23T20:11:58,12,229104
AXISBANK,screener,https://www.screener.in/company/AXISBANK/consolidated/,2026-07-23,2026-07-23T20:11:58,12,242458
BAJAJ-AUTO,screener,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,2026-07-23,2026-07-23T20:11:58,12,210861
BAJAJFINSV,screener,https://www.screener.in/company/BAJAJFINSV/consolidated/,2026-07-23,2026-07-23T20:11:58,12,227106
BAJFINANCE,screener,https://www.screener.in/company/BAJFINANCE/consolidated/,2026-07-23,2026-07-23T20:11:58,12,228395
BEL,screener,https://www.screener.in/company/BEL/consolidated/,2026-07-23,2026-07-23T20:11:58,12,209725
BHARTIARTL,screener,https://www.screener.in/company/BHARTIARTL/consolidated/,2026-07-23,2026-07-23T20:11:58,12,219516
CIPLA,screener,https://www.screener.in/company/CIPLA/consolidated/,2026-07-23,2026-07-23T20:11:58,12,246141
COALINDIA,screener,https://www.screener.in/company/COALINDIA/consolidated/,2026-07-23,2026-07-23T20:11:58,12,221066
DRREDDY,screener,https://www.screener.in/company/DRREDDY/consolidated/,2026-07-23,2026-07-23T20:11:58,12,219101
EICHERMOT,screener,https://www.screener.in/company/EICHERMOT/consolidated/,2026-07-23,2026-07-23T20:11:58,12,233446
ETERNAL,screener,https://www.screener.in/company/ETERNAL/consolidated/,2026-07-23,2026-07-23T20:11:58,12,188733
GRASIM,screener,https://www.screener.in/company/GRASIM/consolidated/,2026-07-23,2026-07-23T20:11:58,12,229934
HCLTECH,screener,https://www.screener.in/company/HCLTECH/consolidated/,2026-07-23,2026-07-23T20:11:58,12,238972
HDFCBANK,screener,https://www.screener.in/company/HDFCBANK/consolidated/,2026-07-23,2026-07-23T20:11:58,12,213133
HDFCLIFE,screener,https://www.screener.in/company/HDFCLIFE/consolidated/,2026-07-23,2026-07-23T20:11:58,12,207200
HINDALCO,screener,https://www.screener.in/company/HINDALCO/consolidated/,2026-07-23,2026-07-23T20:11:58,12,263509
HINDUNILVR,screener,https://www.screener.in/company/HINDUNILVR/consolidated/,2026-07-23,2026-07-23T20:11:58,12,241059
ICICIBANK,screener,https://www.screener.in/company/ICICIBANK/consolidated/,2026-07-23,2026-07-23T20:11:58,12,236121
INDIGO,screener,https://www.screener.in/company/INDIGO/consolidated/,2026-07-23,2026-07-23T20:11:58,12,229959
INFY,screener,https://www.screener.in/company/INFY/consolidated/,2026-07-23,2026-07-23T20:11:58,12,231435
ITC,screener,https://www.screener.in/company/ITC/consolidated/,2026-07-23,2026-07-23T20:11:58,12,204602
JIOFIN,screener,https://www.screener.in/company/JIOFIN/consolidated/,2026-07-23,2026-07-23T20:11:58,12,150351
JSWSTEEL,screener,https://www.screener.in/company/JSWSTEEL/consolidated/,2026-07-23,2026-07-23T20:11:58,12,234104
KOTAKBANK,screener,https://www.screener.in/company/KOTAKBANK/consolidated/,2026-07-23,2026-07-23T20:11:58,12,239356
LT,screener,https://www.screener.in/company/LT/consolidated/,2026-07-23,2026-07-23T20:11:58,12,236720
M&M,screener,https://www.screener.in/company/M%26M/consolidated/,2026-07-23,2026-07-23T20:11:58,12,267902
MARUTI,screener,https://www.screener.in/company/MARUTI/consolidated/,2026-07-23,2026-07-23T20:11:58,12,229999
MAXHEALTH,screener,https://www.screener.in/company/MAXHEALTH/consolidated/,2026-07-23,2026-07-23T20:11:58,12,202606
NESTLEIND,screener,https://www.screener.in/company/NESTLEIND/consolidated/,2026-07-23,2026-07-23T20:11:58,12,152685
NTPC,screener,https://www.screener.in/company/NTPC/consolidated/,2026-07-23,2026-07-23T20:11:58,12,210196
ONGC,screener,https://www.screener.in/company/ONGC/consolidated/,2026-07-23,2026-07-23T20:11:58,12,199883
POWERGRID,screener,https://www.screener.in/company/POWERGRID/consolidated/,2026-07-23,2026-07-23T20:11:58,12,213018
RELIANCE,screener,https://www.screener.in/company/RELIANCE/consolidated/,2026-07-23,2026-07-23T20:11:58,12,226618
SBILIFE,screener,https://www.screener.in/company/SBILIFE/consolidated/,2026-07-23,2026-07-23T20:11:58,12,117830
SBILIFE,screener,https://www.screener.in/company/SBILIFE/,2026-07-23,2026-07-23T20:11:58,12,200347
SBIN,screener,https://www.screener.in/company/SBIN/consolidated/,2026-07-23,2026-07-23T20:11:58,12,221405
SHRIRAMFIN,screener,https://www.screener.in/company/SHRIRAMFIN/consolidated/,2026-07-23,2026-07-23T20:11:58,12,230333
SUNPHARMA,screener,https://www.screener.in/company/SUNPHARMA/consolidated/,2026-07-23,2026-07-23T20:11:58,12,222765
TATACONSUM,screener,https://www.screener.in/company/TATACONSUM/consolidated/,2026-07-23,2026-07-23T20:11:58,12,240552
TATASTEEL,screener,https://www.screener.in/company/TATASTEEL/consolidated/,2026-07-23,2026-07-23T20:11:58,12,229339
TCS,screener,https://www.screener.in/company/TCS/consolidated/,2026-07-23,2026-07-23T20:11:58,12,238349
TECHM,screener,https://www.screener.in/company/TECHM/consolidated/,2026-07-23,2026-07-23T20:11:58,12,217158
TITAN,screener,https://www.screener.in/company/TITAN/consolidated/,2026-07-23,2026-07-23T20:11:58,12,233136
TMPV,screener,https://www.screener.in/company/TMPV/consolidated/,2026-07-23,2026-07-23T20:11:58,12,229979
