symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
ADANIENT,screener,https://www.screener.in/company/ADANIENT/consolidated/,2026-07-01,2026-07-01T20:50:03,12,208740
ADANIPORTS,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,2026-07-01,2026-07-01T20:50:03,12,231681
APOLLOHOSP,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,2026-07-01,2026-07-01T20:50:03,12,225057
ASIANPAINT,screener,https://www.screener.in/company/ASIANPAINT/consolidated/,2026-07-01,2026-07-01T20:50:03,12,227126
AXISBANK,screener,https://www.screener.in/company/AXISBANK/consolidated/,2026-07-01,2026-07-01T20:50:03,12,239702
BAJAJ-AUTO,screener,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,2026-07-01,2026-07-01T20:50:03,12,207300
BAJAJFINSV,screener,https://www.screener.in/company/BAJAJFINSV/consolidated/,2026-07-01,2026-07-01T20:50:03,12,229484
BAJFINANCE,screener,https://www.screener.in/company/BAJFINANCE/consolidated/,2026-07-01,2026-07-01T20:50:03,12,233204
BEL,screener,https://www.screener.in/company/BEL/consolidated/,2026-07-01,2026-07-01T20:50:03,12,205076
BHARTIARTL,screener,https://www.screener.in/company/BHARTIARTL/consolidated/,2026-07-01,2026-07-01T20:50:03,12,219371
CIPLA,screener,https://www.screener.in/company/CIPLA/consolidated/,2026-07-01,2026-07-01T20:50:03,12,244209
COALINDIA,screener,https://www.screener.in/company/COALINDIA/consolidated/,2026-07-01,2026-07-01T20:50:03,12,219157
DRREDDY,screener,https://www.screener.in/company/DRREDDY/consolidated/,2026-07-01,2026-07-01T20:50:03,12,214599
EICHERMOT,screener,https://www.screener.in/company/EICHERMOT/consolidated/,2026-07-01,2026-07-01T20:50:03,12,233019
ETERNAL,screener,https://www.screener.in/company/ETERNAL/consolidated/,2026-07-01,2026-07-01T20:50:03,12,185348
GRASIM,screener,https://www.screener.in/company/GRASIM/consolidated/,2026-07-01,2026-07-01T20:50:03,12,232862
HCLTECH,screener,https://www.screener.in/company/HCLTECH/consolidated/,2026-07-01,2026-07-01T20:50:03,12,233069
HDFCBANK,screener,https://www.screener.in/company/HDFCBANK/consolidated/,2026-07-01,2026-07-01T20:50:03,12,213955
HDFCLIFE,screener,https://www.screener.in/company/HDFCLIFE/consolidated/,2026-07-01,2026-07-01T20:50:03,12,200880
HINDALCO,screener,https://www.screener.in/company/HINDALCO/consolidated/,2026-07-01,2026-07-01T20:50:03,12,259659
HINDUNILVR,screener,https://www.screener.in/company/HINDUNILVR/consolidated/,2026-07-01,2026-07-01T20:50:03,12,241506
ICICIBANK,screener,https://www.screener.in/company/ICICIBANK/consolidated/,2026-07-01,2026-07-01T20:50:03,12,232744
INDIGO,screener,https://www.screener.in/company/INDIGO/consolidated/,2026-07-01,2026-07-01T20:50:03,12,226025
INFY,screener,https://www.screener.in/company/INFY/consolidated/,2026-07-01,2026-07-01T20:50:03,12,228298
ITC,screener,https://www.screener.in/company/ITC/consolidated/,2026-07-01,2026-07-01T20:50:03,12,202097
JIOFIN,screener,https://www.screener.in/company/JIOFIN/consolidated/,2026-07-01,2026-07-01T20:50:03,12,144253
JSWSTEEL,screener,https://www.screener.in/company/JSWSTEEL/consolidated/,2026-07-01,2026-07-01T20:50:03,12,230876
KOTAKBANK,screener,https://www.screener.in/company/KOTAKBANK/consolidated/,2026-07-01,2026-07-01T20:50:03,12,236823
LT,screener,https://www.screener.in/company/LT/consolidated/,2026-07-01,2026-07-01T20:50:03,12,239092
M&M,screener,https://www.screener.in/company/M%26M/consolidated/,2026-07-01,2026-07-01T20:50:03,12,268380
MARUTI,screener,https://www.screener.in/company/MARUTI/consolidated/,2026-07-01,2026-07-01T20:50:03,12,228519
MAXHEALTH,screener,https://www.screener.in/company/MAXHEALTH/consolidated/,2026-07-01,2026-07-01T20:50:03,12,200455
NESTLEIND,screener,https://www.screener.in/company/NESTLEIND/consolidated/,2026-07-01,2026-07-01T20:50:03,12,149203
NTPC,screener,https://www.screener.in/company/NTPC/consolidated/,2026-07-01,2026-07-01T20:50:03,12,208463
ONGC,screener,https://www.screener.in/company/ONGC/consolidated/,2026-07-01,2026-07-01T20:50:03,12,197461
POWERGRID,screener,https://www.screener.in/company/POWERGRID/consolidated/,2026-07-01,2026-07-01T20:50:03,12,212177
RELIANCE,screener,https://www.screener.in/company/RELIANCE/consolidated/,2026-07-01,2026-07-01T20:50:03,12,222925
SBILIFE,screener,https://www.screener.in/company/SBILIFE/consolidated/,2026-07-01,2026-07-01T20:50:03,12,116797
SBILIFE,screener,https://www.screener.in/company/SBILIFE/,2026-07-01,2026-07-01T20:50:03,12,199056
SBIN,screener,https://www.screener.in/company/SBIN/consolidated/,2026-07-01,2026-07-01T20:50:03,12,219833
SHRIRAMFIN,screener,https://www.screener.in/company/SHRIRAMFIN/consolidated/,2026-07-01,2026-07-01T20:50:03,12,229046
SUNPHARMA,screener,https://www.screener.in/company/SUNPHARMA/consolidated/,2026-07-01,2026-07-01T20:50:03,12,220297
TATACONSUM,screener,https://www.screener.in/company/TATACONSUM/consolidated/,2026-07-01,2026-07-01T20:50:03,12,239037
TATASTEEL,screener,https://www.screener.in/company/TATASTEEL/consolidated/,2026-07-01,2026-07-01T20:50:03,12,232616
TCS,screener,https://www.screener.in/company/TCS/consolidated/,2026-07-01,2026-07-01T20:50:03,12,233700
TECHM,screener,https://www.screener.in/company/TECHM/consolidated/,2026-07-01,2026-07-01T20:50:03,12,213076
TITAN,screener,https://www.screener.in/company/TITAN/consolidated/,2026-07-01,2026-07-01T20:50:03,12,237950
TMPV,screener,https://www.screener.in/company/TMPV/consolidated/,2026-07-01,2026-07-01T20:50:03,12,230208
TRENT,screener,https://www.screener.in/company/TRENT/consolidated/,2026-07-01,2026-07-01T20:50:03,12,188243
ULTRACEMCO,screener,https://www.screener.in/company/ULTRACEMCO/consolidated/,2026-07-01,2026-07-01T20:50:03,12,230592
WIPRO,screener,https://www.screener.in/company/WIPRO/consolidated/,2026-07-01,2026-07-01T20:50:03,12,220878
