symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
ADANIENT,screener,https://www.screener.in/company/ADANIENT/consolidated/,2026-07-02,2026-07-02T20:10:47,12,208910
ADANIPORTS,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,2026-07-02,2026-07-02T20:10:47,12,231688
APOLLOHOSP,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,2026-07-02,2026-07-02T20:10:47,12,225052
ASIANPAINT,screener,https://www.screener.in/company/ASIANPAINT/consolidated/,2026-07-02,2026-07-02T20:10:47,12,227126
AXISBANK,screener,https://www.screener.in/company/AXISBANK/consolidated/,2026-07-02,2026-07-02T20:10:47,12,239099
BAJAJ-AUTO,screener,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,2026-07-02,2026-07-02T20:10:47,12,208015
BAJAJFINSV,screener,https://www.screener.in/company/BAJAJFINSV/consolidated/,2026-07-02,2026-07-02T20:10:47,12,229488
BAJFINANCE,screener,https://www.screener.in/company/BAJFINANCE/consolidated/,2026-07-02,2026-07-02T20:10:47,12,233197
BEL,screener,https://www.screener.in/company/BEL/consolidated/,2026-07-02,2026-07-02T20:10:47,12,205081
BHARTIARTL,screener,https://www.screener.in/company/BHARTIARTL/consolidated/,2026-07-02,2026-07-02T20:10:47,12,219629
CIPLA,screener,https://www.screener.in/company/CIPLA/consolidated/,2026-07-02,2026-07-02T20:10:47,12,243445
COALINDIA,screener,https://www.screener.in/company/COALINDIA/consolidated/,2026-07-02,2026-07-02T20:10:47,12,219285
DRREDDY,screener,https://www.screener.in/company/DRREDDY/consolidated/,2026-07-02,2026-07-02T20:10:47,12,214592
EICHERMOT,screener,https://www.screener.in/company/EICHERMOT/consolidated/,2026-07-02,2026-07-02T20:10:47,12,232323
ETERNAL,screener,https://www.screener.in/company/ETERNAL/consolidated/,2026-07-02,2026-07-02T20:10:47,12,185088
GRASIM,screener,https://www.screener.in/company/GRASIM/consolidated/,2026-07-02,2026-07-02T20:10:47,12,232862
HCLTECH,screener,https://www.screener.in/company/HCLTECH/consolidated/,2026-07-02,2026-07-02T20:10:47,12,233548
HDFCBANK,screener,https://www.screener.in/company/HDFCBANK/consolidated/,2026-07-02,2026-07-02T20:10:47,12,213403
HDFCLIFE,screener,https://www.screener.in/company/HDFCLIFE/consolidated/,2026-07-02,2026-07-02T20:10:47,12,201411
HINDALCO,screener,https://www.screener.in/company/HINDALCO/consolidated/,2026-07-02,2026-07-02T20:10:47,12,258938
HINDUNILVR,screener,https://www.screener.in/company/HINDUNILVR/consolidated/,2026-07-02,2026-07-02T20:10:47,12,241503
