symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
ADANIENT,screener,https://www.screener.in/company/ADANIENT/consolidated/,2026-07-17,2026-07-17T19:43:17,12,208674
ADANIPORTS,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,2026-07-17,2026-07-17T19:43:17,12,231467
APOLLOHOSP,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,2026-07-17,2026-07-17T19:43:17,12,226666
ASIANPAINT,screener,https://www.screener.in/company/ASIANPAINT/consolidated/,2026-07-17,2026-07-17T19:43:17,12,228798
AXISBANK,screener,https://www.screener.in/company/AXISBANK/consolidated/,2026-07-17,2026-07-17T19:43:17,12,239930
BAJAJ-AUTO,screener,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,2026-07-17,2026-07-17T19:43:17,12,208539
BAJAJFINSV,screener,https://www.screener.in/company/BAJAJFINSV/consolidated/,2026-07-17,2026-07-17T19:43:17,12,227581
BAJFINANCE,screener,https://www.screener.in/company/BAJFINANCE/consolidated/,2026-07-17,2026-07-17T19:43:17,12,228670
BEL,screener,https://www.screener.in/company/BEL/consolidated/,2026-07-17,2026-07-17T19:43:17,12,209735
BHARTIARTL,screener,https://www.screener.in/company/BHARTIARTL/consolidated/,2026-07-17,2026-07-17T19:43:17,12,219521
CIPLA,screener,https://www.screener.in/company/CIPLA/consolidated/,2026-07-17,2026-07-17T19:43:17,12,244014
COALINDIA,screener,https://www.screener.in/company/COALINDIA/consolidated/,2026-07-17,2026-07-17T19:43:17,12,221346
DRREDDY,screener,https://www.screener.in/company/DRREDDY/consolidated/,2026-07-17,2026-07-17T19:43:17,12,217047
EICHERMOT,screener,https://www.screener.in/company/EICHERMOT/consolidated/,2026-07-17,2026-07-17T19:43:17,12,232245
ETERNAL,screener,https://www.screener.in/company/ETERNAL/consolidated/,2026-07-17,2026-07-17T19:43:17,12,187335
GRASIM,screener,https://www.screener.in/company/GRASIM/consolidated/,2026-07-17,2026-07-17T19:43:17,12,229474
HCLTECH,screener,https://www.screener.in/company/HCLTECH/consolidated/,2026-07-17,2026-07-17T19:43:17,12,238671
HDFCBANK,screener,https://www.screener.in/company/HDFCBANK/consolidated/,2026-07-17,2026-07-17T19:43:17,12,210133
HDFCLIFE,screener,https://www.screener.in/company/HDFCLIFE/consolidated/,2026-07-17,2026-07-17T19:43:17,12,206770
HINDALCO,screener,https://www.screener.in/company/HINDALCO/consolidated/,2026-07-17,2026-07-17T19:43:17,12,264232
HINDUNILVR,screener,https://www.screener.in/company/HINDUNILVR/consolidated/,2026-07-17,2026-07-17T19:43:17,12,240689
ICICIBANK,screener,https://www.screener.in/company/ICICIBANK/consolidated/,2026-07-17,2026-07-17T19:43:17,12,232897
INDIGO,screener,https://www.screener.in/company/INDIGO/consolidated/,2026-07-17,2026-07-17T19:43:17,12,228586
INFY,screener,https://www.screener.in/company/INFY/consolidated/,2026-07-17,2026-07-17T19:43:17,12,229599
ITC,screener,https://www.screener.in/company/ITC/consolidated/,2026-07-17,2026-07-17T19:43:17,12,204313
JIOFIN,screener,https://www.screener.in/company/JIOFIN/consolidated/,2026-07-17,2026-07-17T19:43:17,12,148844
JSWSTEEL,screener,https://www.screener.in/company/JSWSTEEL/consolidated/,2026-07-17,2026-07-17T19:43:17,12,232627
KOTAKBANK,screener,https://www.screener.in/company/KOTAKBANK/consolidated/,2026-07-17,2026-07-17T19:43:17,12,237114
LT,screener,https://www.screener.in/company/LT/consolidated/,2026-07-17,2026-07-17T19:43:17,12,236685
M&M,screener,https://www.screener.in/company/M%26M/consolidated/,2026-07-17,2026-07-17T19:43:17,12,268121
MARUTI,screener,https://www.screener.in/company/MARUTI/consolidated/,2026-07-17,2026-07-17T19:43:17,12,229364
