symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
MAXHEALTH,screener,https://www.screener.in/company/MAXHEALTH/consolidated/,2026-07-17,2026-07-17T19:43:17,12,201934
NESTLEIND,screener,https://www.screener.in/company/NESTLEIND/consolidated/,2026-07-17,2026-07-17T19:43:17,12,148832
NTPC,screener,https://www.screener.in/company/NTPC/consolidated/,2026-07-17,2026-07-17T19:43:17,12,210212
ONGC,screener,https://www.screener.in/company/ONGC/consolidated/,2026-07-17,2026-07-17T19:43:17,12,199628
POWERGRID,screener,https://www.screener.in/company/POWERGRID/consolidated/,2026-07-17,2026-07-17T19:43:17,12,212964
RELIANCE,screener,https://www.screener.in/company/RELIANCE/consolidated/,2026-07-17,2026-07-17T19:43:17,12,224874
SBILIFE,screener,https://www.screener.in/company/SBILIFE/consolidated/,2026-07-17,2026-07-17T19:43:17,12,117723
SBILIFE,screener,https://www.screener.in/company/SBILIFE/,2026-07-17,2026-07-17T19:43:17,12,200237
SBIN,screener,https://www.screener.in/company/SBIN/consolidated/,2026-07-17,2026-07-17T19:43:17,12,220807
SHRIRAMFIN,screener,https://www.screener.in/company/SHRIRAMFIN/consolidated/,2026-07-17,2026-07-17T19:43:17,12,230197
SUNPHARMA,screener,https://www.screener.in/company/SUNPHARMA/consolidated/,2026-07-17,2026-07-17T19:43:17,12,222519
TATACONSUM,screener,https://www.screener.in/company/TATACONSUM/consolidated/,2026-07-17,2026-07-17T19:43:17,12,239463
TATASTEEL,screener,https://www.screener.in/company/TATASTEEL/consolidated/,2026-07-17,2026-07-17T19:43:17,12,228932
TCS,screener,https://www.screener.in/company/TCS/consolidated/,2026-07-17,2026-07-17T19:43:17,12,237508
TECHM,screener,https://www.screener.in/company/TECHM/consolidated/,2026-07-17,2026-07-17T19:43:17,12,216607
TITAN,screener,https://www.screener.in/company/TITAN/consolidated/,2026-07-17,2026-07-17T19:43:17,12,232419
TMPV,screener,https://www.screener.in/company/TMPV/consolidated/,2026-07-17,2026-07-17T19:43:17,12,229416
TRENT,screener,https://www.screener.in/company/TRENT/consolidated/,2026-07-17,2026-07-17T19:43:17,12,191400
ULTRACEMCO,screener,https://www.screener.in/company/ULTRACEMCO/consolidated/,2026-07-17,2026-07-17T19:43:17,12,233592
WIPRO,screener,https://www.screener.in/company/WIPRO/consolidated/,2026-07-17,2026-07-17T19:43:17,12,224968
