symbol,source,url,pulled_on,pulled_at,table_count,html_bytes
ADANIENT,screener,https://www.screener.in/company/ADANIENT/consolidated/,2026-07-13,2026-07-13T20:53:18,12,208542
ADANIPORTS,screener,https://www.screener.in/company/ADANIPORTS/consolidated/,2026-07-13,2026-07-13T20:53:18,12,231438
APOLLOHOSP,screener,https://www.screener.in/company/APOLLOHOSP/consolidated/,2026-07-13,2026-07-13T20:53:18,12,226517
ASIANPAINT,screener,https://www.screener.in/company/ASIANPAINT/consolidated/,2026-07-13,2026-07-13T20:53:18,12,228822
AXISBANK,screener,https://www.screener.in/company/AXISBANK/consolidated/,2026-07-13,2026-07-13T20:53:18,12,239993
BAJAJ-AUTO,screener,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,2026-07-13,2026-07-13T20:53:18,12,208629
BAJAJFINSV,screener,https://www.screener.in/company/BAJAJFINSV/consolidated/,2026-07-13,2026-07-13T20:53:18,12,227446
BAJFINANCE,screener,https://www.screener.in/company/BAJFINANCE/consolidated/,2026-07-13,2026-07-13T20:53:18,12,228664
BEL,screener,https://www.screener.in/company/BEL/consolidated/,2026-07-13,2026-07-13T20:53:18,12,209376
BHARTIARTL,screener,https://www.screener.in/company/BHARTIARTL/consolidated/,2026-07-13,2026-07-13T20:53:18,12,218792
CIPLA,screener,https://www.screener.in/company/CIPLA/consolidated/,2026-07-13,2026-07-13T20:53:18,12,244007
COALINDIA,screener,https://www.screener.in/company/COALINDIA/consolidated/,2026-07-13,2026-07-13T20:53:18,12,220776
DRREDDY,screener,https://www.screener.in/company/DRREDDY/consolidated/,2026-07-13,2026-07-13T20:53:18,12,216901
EICHERMOT,screener,https://www.screener.in/company/EICHERMOT/consolidated/,2026-07-13,2026-07-13T20:53:18,12,233013
ETERNAL,screener,https://www.screener.in/company/ETERNAL/consolidated/,2026-07-13,2026-07-13T20:53:18,12,186673
GRASIM,screener,https://www.screener.in/company/GRASIM/consolidated/,2026-07-13,2026-07-13T20:53:18,12,228883
HCLTECH,screener,https://www.screener.in/company/HCLTECH/consolidated/,2026-07-13,2026-07-13T20:53:18,12,236768
HDFCBANK,screener,https://www.screener.in/company/HDFCBANK/consolidated/,2026-07-13,2026-07-13T20:53:18,12,210446
HDFCLIFE,screener,https://www.screener.in/company/HDFCLIFE/consolidated/,2026-07-13,2026-07-13T20:53:18,12,204403
HINDALCO,screener,https://www.screener.in/company/HINDALCO/consolidated/,2026-07-13,2026-07-13T20:53:18,12,264228
HINDUNILVR,screener,https://www.screener.in/company/HINDUNILVR/consolidated/,2026-07-13,2026-07-13T20:53:18,12,240610
ICICIBANK,screener,https://www.screener.in/company/ICICIBANK/consolidated/,2026-07-13,2026-07-13T20:53:18,12,233756
INDIGO,screener,https://www.screener.in/company/INDIGO/consolidated/,2026-07-13,2026-07-13T20:53:18,12,228342
INFY,screener,https://www.screener.in/company/INFY/consolidated/,2026-07-13,2026-07-13T20:53:18,12,229241
ITC,screener,https://www.screener.in/company/ITC/consolidated/,2026-07-13,2026-07-13T20:53:18,12,203762
JIOFIN,screener,https://www.screener.in/company/JIOFIN/consolidated/,2026-07-13,2026-07-13T20:53:18,12,144360
JSWSTEEL,screener,https://www.screener.in/company/JSWSTEEL/consolidated/,2026-07-13,2026-07-13T20:53:18,12,231165
KOTAKBANK,screener,https://www.screener.in/company/KOTAKBANK/consolidated/,2026-07-13,2026-07-13T20:53:18,12,236787
LT,screener,https://www.screener.in/company/LT/consolidated/,2026-07-13,2026-07-13T20:53:18,12,236359
M&M,screener,https://www.screener.in/company/M%26M/consolidated/,2026-07-13,2026-07-13T20:53:18,12,267346
MARUTI,screener,https://www.screener.in/company/MARUTI/consolidated/,2026-07-13,2026-07-13T20:53:18,12,229661
MAXHEALTH,screener,https://www.screener.in/company/MAXHEALTH/consolidated/,2026-07-13,2026-07-13T20:53:18,12,201933
NESTLEIND,screener,https://www.screener.in/company/NESTLEIND/consolidated/,2026-07-13,2026-07-13T20:53:18,12,148733
NTPC,screener,https://www.screener.in/company/NTPC/consolidated/,2026-07-13,2026-07-13T20:53:18,12,209821
ONGC,screener,https://www.screener.in/company/ONGC/consolidated/,2026-07-13,2026-07-13T20:53:18,12,199598
POWERGRID,screener,https://www.screener.in/company/POWERGRID/consolidated/,2026-07-13,2026-07-13T20:53:18,12,212726
RELIANCE,screener,https://www.screener.in/company/RELIANCE/consolidated/,2026-07-13,2026-07-13T20:53:18,12,224142
SBILIFE,screener,https://www.screener.in/company/SBILIFE/consolidated/,2026-07-13,2026-07-13T20:53:18,12,117700
SBILIFE,screener,https://www.screener.in/company/SBILIFE/,2026-07-13,2026-07-13T20:53:18,12,199771
SBIN,screener,https://www.screener.in/company/SBIN/consolidated/,2026-07-13,2026-07-13T20:53:18,12,220723
SHRIRAMFIN,screener,https://www.screener.in/company/SHRIRAMFIN/consolidated/,2026-07-13,2026-07-13T20:53:18,12,229956
