score_date,symbol,fundamental_score,computed_score,previous_score,score_changed,score_source,growth_score,profitability_score,efficiency_score,shareholder_return_score,shareholding_quality_score,freshness_score,quarterly_recency_score,annual_recency_score,disclosure_score,filing_consistency_score,shareholding_recency_score,promoter_score,shareholding_trend_score,latest_revenue,latest_net_profit,latest_eps,latest_margin,latest_net_margin,latest_interest_to_revenue,latest_expense_ratio,latest_gross_npa,latest_net_npa,latest_dividend_payout,quarterly_revenue_yoy_pct,quarterly_revenue_qoq_pct,quarterly_profit_yoy_pct,quarterly_profit_qoq_pct,quarterly_eps_yoy_pct,annual_revenue_3y_cagr_pct,annual_profit_3y_cagr_pct,margin_yoy_change_pct,expense_ratio_yoy_change_pct,positive_profit_quarters,positive_revenue_quarters,quarterly_recency_days,annual_recency_days,shareholding_recency_days,formal_latest_quarter_end,formal_latest_annual_end,announcement_latest_quarter_end,announcement_latest_annual_end,latest_quarter_end,latest_annual_end,latest_quarter_filing_dt,latest_annual_filing_dt,latest_result_announcement_dt,result_freshness_source,latest_quarter_has_xbrl,latest_annual_has_xbrl,latest_quarter_xbrl,latest_annual_xbrl,latest_financial_format_new,quarterly_filing_count,annual_filing_count,quarterly_period_count,annual_period_count,latest_shareholding_date,latest_shareholding_submission_dt,latest_shareholding_record_id,latest_shareholding_xbrl,latest_promoter_holding,latest_public_holding,promoter_holding_qoq_change,public_holding_qoq_change,previous_score_file
2025-12-12,ADANIENT,62,62,62,False,carried_forward,17.3,14.35,8.07,0.29,11.97,10.0,30,20,13,10,15,10,2.97,21249.0,3414.0,24.74,16.0,16.066638430043767,8.052143630288484,84.4369146783378,,,2.0,-6.0111464968152895,-3.2421110149811083,71.64404223227751,249.7950819672131,81.37829912023457,12.139504759203579,116.57668714088048,-1.0,1.094734918960583,4,4,73,256,73,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,financial_results,1,1,https://www.screener.in/company/ADANIENT/consolidated/,https://www.screener.in/company/ADANIENT/consolidated/,0,11,11,11,11,2025-09-30,2025-09-30,screener_ADANIENT_shareholding_20250930,https://www.screener.in/company/ADANIENT/consolidated/,73.97,7.47,0.0,0.02999999999999936,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20251211.csv
2025-12-12,ADANIPORTS,71,71,71,False,carried_forward,24.9,16.0,6.4,2.0,11.98,10.0,30,20,13,10,15,10,2.98,9167.0,3120.0,14.39,58.0,34.03512599541835,13.341333042434819,41.74757281553398,,,14.0,29.715579453799347,0.4492658338812294,29.299627020306662,-5.768649954696469,27.120141342756177,21.19604307178051,30.709961914854624,-4.0,3.5418278035062443,4,4,73,256,73,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,financial_results,1,1,https://www.screener.in/company/ADANIPORTS/consolidated/,https://www.screener.in/company/ADANIPORTS/consolidated/,0,11,11,11,11,2025-09-30,2025-09-30,screener_ADANIPORTS_shareholding_20250930,https://www.screener.in/company/ADANIPORTS/consolidated/,65.89,5.48,0.0,0.020000000000000462,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20251211.csv
2025-12-12,APOLLOHOSP,61,61,61,False,carried_forward,19.66,12.11,9.57,1.86,7.78,10.0,30,20,13,10,15,8,0.18,6304.0,494.0,33.19,15.0,7.836294416243655,1.7449238578680204,85.05710659898476,,,13.0,12.79298622293792,7.9082505991098895,24.74747474747474,12.01814058956916,26.00607441154137,14.12252464717405,10.747070371372104,0.0,-0.3606783357083856,4,4,73,256,73,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,financial_results,1,1,https://www.screener.in/company/APOLLOHOSP/consolidated/,https://www.screener.in/company/APOLLOHOSP/consolidated/,0,11,11,11,11,2025-09-30,2025-09-30,screener_APOLLOHOSP_shareholding_20250930,https://www.screener.in/company/APOLLOHOSP/consolidated/,28.02,6.43,-1.3200000000000003,0.8199999999999994,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20251211.csv
2025-12-12,ASIANPAINT,69,69,69,False,carried_forward,15.52,16.03,10.13,5.0,12.32,10.0,30,20,13,10,15,10,3.32,8531.0,1018.0,10.36,18.0,11.93295041612941,0.5157660297737663,82.38190130113703,,,65.0,6.26557050323866,-4.564268933885218,46.68587896253602,-8.863025962399284,43.09392265193368,5.225956360066086,6.342348473856907,3.0,-2.172159486107617,4,4,73,256,73,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,financial_results,1,1,https://www.screener.in/company/ASIANPAINT/consolidated/,https://www.screener.in/company/ASIANPAINT/consolidated/,0,11,11,11,11,2025-09-30,2025-09-30,screener_ASIANPAINT_shareholding_20250930,https://www.screener.in/company/ASIANPAINT/consolidated/,52.63,14.09,0.0,-0.3200000000000003,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20251211.csv
2025-12-12,AXISBANK,43,43,43,False,carried_forward,11.86,9.0,3.93,0.14,8.22,10.0,30,20,13,10,15,5,2.72,32310.0,5567.0,17.82,0.0,17.22995976477871,55.62055091303002,44.26493345713401,,,1.0,2.2435998860795614,-0.11747248670705979,-25.134480903711676,-11.339385252428736,-25.532804011700794,22.76296195683456,25.66163334846705,-5.0,4.987695395047368,4,4,73,256,73,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,financial_results,1,1,https://www.screener.in/company/AXISBANK/consolidated/,https://www.screener.in/company/AXISBANK/consolidated/,0,11,11,11,11,2025-09-30,2025-09-30,screener_AXISBANK_shareholding_20250930,https://www.screener.in/company/AXISBANK/consolidated/,8.16,7.06,-0.009999999999999787,0.2599999999999998,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20251211.csv
2025-12-12,BAJAJ-AUTO,74,74,74,False,carried_forward,21.19,16.05,10.18,5.0,12.02,10.0,30,20,13,10,15,10,3.02,15735.0,2122.0,75.99,18.0,13.485859548776613,1.8239593263425484,82.02097235462345,,,80.0,18.781610930776772,19.812685601157387,53.2129963898917,-3.9819004524886847,53.1747631525902,15.443598997246433,5.909447604419338,2.0,-2.330201496059715,4,4,73,256,73,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,financial_results,1,1,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,0,11,11,11,11,2025-09-30,2025-09-30,screener_BAJAJ-AUTO_shareholding_20250930,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,55.04,22.51,0.0,-0.019999999999999574,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20251211.csv
2025-12-12,BAJAJFINSV,67,67,67,False,carried_forward,19.71,18.23,6.95,0.29,12.08,10.0,30,20,13,10,15,10,3.08,37403.0,4746.0,14.04,38.0,12.688821752265861,18.45039167981178,62.433494639467426,,,2.0,10.97495846190364,5.541917096983551,13.54066985645932,-10.940138862826043,7.421576128538621,25.067491741894642,28.29852835496862,2.0,-1.1197928041594452,4,4,73,256,73,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,financial_results,1,1,https://www.screener.in/company/BAJAJFINSV/consolidated/,https://www.screener.in/company/BAJAJFINSV/consolidated/,0,11,11,11,11,2025-09-30,2025-09-30,screener_BAJAJFINSV_shareholding_20250930,https://www.screener.in/company/BAJAJFINSV/consolidated/,58.81,22.52,0.0,-0.08000000000000185,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20251211.csv
2025-12-12,BAJFINANCE,76,76,76,False,carried_forward,23.42,18.5,9.33,3.0,12.02,10.0,30,20,13,10,15,10,3.02,20179.0,4948.0,7.84,34.0,24.520541156648,34.74404083453095,31.25526537489469,1.24,0.6,21.0,18.067989000058503,3.3548453185822558,23.268560039860485,3.840503672612794,21.362229102167184,30.13161624047229,33.65281400329654,1.0,0.022452783472303395,4,4,73,256,73,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,financial_results,1,1,https://www.screener.in/company/BAJFINANCE/consolidated/,https://www.screener.in/company/BAJFINANCE/consolidated/,0,11,11,11,11,2025-09-30,2025-09-30,screener_BAJFINANCE_shareholding_20250930,https://www.screener.in/company/BAJFINANCE/consolidated/,54.67,8.78,-0.05999999999999517,-0.14000000000000057,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20251211.csv
2025-12-12,BEL,76,76,76,False,carried_forward,22.29,17.5,9.15,4.71,11.86,10.0,30,20,13,10,15,10,2.86,5792.0,1287.0,1.76,29.0,22.220303867403317,0.03453038674033149,70.6146408839779,,,33.0,25.77633007600435,30.45045045045045,17.749313815187563,32.81733746130031,18.120805369127524,15.646151891877945,30.411255149889804,-1.0,1.0163781261060194,4,4,73,256,73,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,financial_results,1,1,https://www.screener.in/company/BEL/consolidated/,https://www.screener.in/company/BEL/consolidated/,0,11,11,11,11,2025-09-30,2025-09-30,screener_BEL_shareholding_20250930,https://www.screener.in/company/BEL/consolidated/,51.14,9.84,0.0,0.14000000000000057,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20251211.csv
2025-12-12,BHARTIARTL,77,77,77,False,carried_forward,23.91,20.0,9.42,4.0,10.04,10.0,30,20,13,10,15,10,1.04,52145.0,8651.0,11.91,57.0,16.59027711189951,9.331671301179403,43.310000958864705,,,28.0,25.73240421479035,5.42223480177102,108.30724777269442,16.558879008353532,88.74801901743265,14.069389090490759,65.25597756495338,4.0,-4.0147645512262,4,4,73,256,73,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,2025-03-31,2025-09-30,financial_results,1,1,https://www.screener.in/company/BHARTIARTL/consolidated/,https://www.screener.in/company/BHARTIARTL/consolidated/,0,11,11,11,11,2025-09-30,2025-09-30,screener_BHARTIARTL_shareholding_20250930,https://www.screener.in/company/BHARTIARTL/consolidated/,50.27,2.72,-0.9899999999999949,-0.020000000000000018,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20251211.csv
