score_date,symbol,fundamental_score,computed_score,previous_score,score_changed,score_source,quarterly_recency_score,annual_recency_score,disclosure_score,filing_consistency_score,shareholding_recency_score,promoter_score,quarterly_recency_days,annual_recency_days,shareholding_recency_days,formal_latest_quarter_end,formal_latest_annual_end,announcement_latest_quarter_end,announcement_latest_annual_end,latest_quarter_end,latest_annual_end,latest_quarter_filing_dt,latest_annual_filing_dt,latest_result_announcement_dt,result_freshness_source,latest_quarter_has_xbrl,latest_annual_has_xbrl,latest_quarter_xbrl,latest_annual_xbrl,latest_financial_format_new,quarterly_filing_count,annual_filing_count,quarterly_period_count,annual_period_count,latest_shareholding_date,latest_shareholding_submission_dt,latest_shareholding_record_id,latest_shareholding_xbrl,latest_promoter_holding,latest_public_holding,previous_score_file
2025-06-06,ADANIENT,94,94,94,False,carried_forward,24,20,15,10,15,10,157,432,67,2024-12-31,2024-03-31,2024-12-31,2016-03-31,2024-12-31,2024-03-31,2025-01-31,2024-05-03,2025-01-30,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118251_1366948_31012025124039.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105205_1114403_03052024013809.xml,1,57,14,29,7,2025-03-31,2025-04-10,196798,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196798_1412032_10042025072608_WEB.xml,73.97,26.03,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20250605.csv
2025-06-06,ADANIPORTS,94,94,94,False,carried_forward,24,20,15,10,15,10,157,432,67,2024-12-31,2024-03-31,2024-12-31,2019-03-31,2024-12-31,2024-03-31,2025-01-30,2024-05-02,2025-01-30,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118144_1365888_30012025041037.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105163_1113889_02052024061150.xml,1,57,14,29,7,2025-03-31,2025-04-10,196800,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196800_1412088_10042025091441_WEB.xml,65.89,34.11,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20250605.csv
2025-06-06,APOLLOHOSP,98,98,98,False,carried_forward,30,20,15,10,15,8,67,432,67,2024-12-31,2024-03-31,2025-03-31,2022-03-31,2025-03-31,2024-03-31,2025-02-11,2024-05-31,2025-05-30,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_119560_1377813_11022025023124.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_108616_1150927_31052024060453.xml,1,53,15,30,8,2025-03-31,2025-04-10,196718,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196718_1411557_10042025022517_WEB.xml,29.34,70.66,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20250605.csv
2025-06-06,ASIANPAINT,94,94,94,False,carried_forward,24,20,15,10,15,10,157,432,67,2024-12-31,2024-03-31,2024-12-31,2016-03-31,2024-12-31,2024-03-31,2025-02-04,2024-05-09,2025-02-04,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118658_1370927_04022025080634.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105555_1119419_09052024075545.xml,1,57,16,29,8,2025-03-31,2025-04-18,198200,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198200_1419133_18042025062637_WEB.xml,52.63,47.33,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20250605.csv
2025-06-06,AXISBANK,89,89,89,False,carried_forward,24,20,15,10,15,5,157,432,67,2024-12-31,2024-03-31,2024-12-31,2023-03-31,2024-12-31,2024-03-31,2025-01-16,2024-04-25,2025-01-16,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_117296_1348238_16012025080654.xml,https://nsearchives.nseindia.com/corporate/xbrl/BANKING_104697_1107859_25042024023559.xml,1,50,14,29,7,2025-03-31,2025-04-09,196664,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196664_1417284_17042025043030_WEB.xml,8.18,91.82,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20250605.csv
2025-06-06,BAJAJ-AUTO,100,100,100,False,carried_forward,30,20,15,10,15,10,67,432,67,2024-12-31,2024-03-31,2025-03-31,2016-03-31,2025-03-31,2024-03-31,2025-01-29,2024-04-18,2025-05-29,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117953_1364158_29012025123151.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104581_1099573_18042024080650.xml,1,56,14,28,7,2025-03-31,2025-04-21,198621,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198621_1448905_23052025054327_WEB.xml,55.04,44.92,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20250605.csv
2025-06-06,BAJAJFINSV,94,94,94,False,carried_forward,24,20,15,10,15,10,157,432,67,2024-12-31,2024-03-31,2024-12-31,2016-03-31,2024-12-31,2024-03-31,2025-01-30,2024-04-27,2025-01-30,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/NBFC_INDAS_118212_1366575_30012025073535.xml,https://nsearchives.nseindia.com/corporate/xbrl/NBFC_INDAS_104856_1109872_27042024125639.xml,1,58,12,28,6,2025-03-31,2025-04-19,198497,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198497_1420256_19042025073856_WEB.xml,60.64,39.25,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20250605.csv
2025-06-06,BAJFINANCE,94,94,94,False,carried_forward,24,20,15,10,15,10,157,432,67,2024-12-31,2024-03-31,2024-12-31,2011-03-31,2024-12-31,2024-03-31,2025-01-29,2024-04-25,2025-01-29,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/NBFC_INDAS_118072_1365160_29012025074915.xml,https://nsearchives.nseindia.com/corporate/xbrl/NBFC_INDAS_104721_1108498_25042024091449.xml,1,59,14,28,6,2025-03-31,2025-04-16,197534,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197534_1416325_16042025065739_WEB.xml,54.73,45.17,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20250605.csv
2025-06-06,BEL,100,100,100,False,carried_forward,30,20,15,10,15,10,67,432,67,2024-12-31,2024-03-31,2025-03-31,,2025-03-31,2024-03-31,2025-01-30,2024-05-20,2025-05-19,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118133_1365796_30012025033716.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106454_1130734_20052024062945.xml,1,53,16,30,8,2025-03-31,2025-04-10,196770,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196770_1411814_10042025050311_WEB.xml,51.14,48.86,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20250605.csv
2025-06-06,BHARTIARTL,100,100,100,False,carried_forward,30,20,15,10,15,10,67,432,67,2024-12-31,2024-03-31,2025-03-31,2014-03-31,2025-03-31,2024-03-31,2025-02-06,2024-05-14,2025-05-13,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118976_1373835_06022025111555.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105900_1124349_14052024100652.xml,1,58,14,29,7,2025-03-31,2025-04-19,198344,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198344_1419722_19042025011121_WEB.xml,52.42,47.51,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20250605.csv
2025-06-06,CIPLA,92,92,92,False,carried_forward,24,20,15,10,15,8,157,432,67,2024-12-31,2024-03-31,2024-12-31,2018-03-31,2024-12-31,2024-03-31,2025-01-29,2024-05-11,2025-01-28,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117946_1364025_29012025113424.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105692_1120846_11052024102427.xml,1,56,14,28,7,2025-03-31,2025-04-21,198794,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198794_1421427_21042025050649_WEB.xml,29.2,70.8,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20250605.csv
2025-06-06,COALINDIA,94,94,94,False,carried_forward,24,20,15,10,15,10,157,432,67,2024-12-31,2024-03-31,2024-12-31,2022-03-31,2024-12-31,2024-03-31,2025-01-27,2024-05-02,2025-01-27,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117764_1361971_27012025042033.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105167_1113938_02052024063525.xml,1,60,16,30,8,2025-03-31,2025-04-07,196406,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196406_1409358_07042025042204_WEB.xml,63.13,36.87,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20250605.csv
2025-06-06,DRREDDY,92,92,92,False,carried_forward,24,20,15,10,15,8,157,432,67,2024-12-31,2024-03-31,2024-12-31,2014-03-31,2024-12-31,2024-03-31,2025-01-24,2024-05-07,2025-01-23,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117601_1360103_24012025015837.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105408_1117459_07052024082340.xml,1,58,16,29,8,2025-03-31,2025-04-19,198504,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198504_1420290_19042025083556_WEB.xml,26.64,73.07,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20250605.csv
2025-06-06,EICHERMOT,94,94,94,False,carried_forward,24,20,15,10,15,10,157,432,67,2024-12-31,2024-03-31,2024-12-31,2022-03-31,2024-12-31,2024-03-31,2025-02-11,2024-05-11,2025-02-10,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_119540_1377661_11022025123429.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105710_1120982_11052024015506.xml,1,58,16,29,8,2025-03-31,2025-04-18,198010,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198010_1418470_18042025023829_WEB.xml,49.08,50.92,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20250605.csv
