score_date,symbol,fundamental_score,computed_score,previous_score,score_changed,score_source,growth_score,profitability_score,efficiency_score,shareholder_return_score,shareholding_quality_score,freshness_score,quarterly_recency_score,annual_recency_score,disclosure_score,filing_consistency_score,shareholding_recency_score,promoter_score,shareholding_trend_score,latest_revenue,latest_net_profit,latest_eps,latest_margin,latest_net_margin,latest_interest_to_revenue,latest_expense_ratio,latest_gross_npa,latest_net_npa,latest_dividend_payout,quarterly_revenue_yoy_pct,quarterly_revenue_qoq_pct,quarterly_profit_yoy_pct,quarterly_profit_qoq_pct,quarterly_eps_yoy_pct,annual_revenue_3y_cagr_pct,annual_profit_3y_cagr_pct,margin_yoy_change_pct,expense_ratio_yoy_change_pct,positive_profit_quarters,positive_revenue_quarters,quarterly_recency_days,annual_recency_days,shareholding_recency_days,formal_latest_quarter_end,formal_latest_annual_end,announcement_latest_quarter_end,announcement_latest_annual_end,latest_quarter_end,latest_annual_end,latest_quarter_filing_dt,latest_annual_filing_dt,latest_result_announcement_dt,result_freshness_source,latest_quarter_has_xbrl,latest_annual_has_xbrl,latest_quarter_xbrl,latest_annual_xbrl,latest_financial_format_new,quarterly_filing_count,annual_filing_count,quarterly_period_count,annual_period_count,latest_shareholding_date,latest_shareholding_submission_dt,latest_shareholding_record_id,latest_shareholding_xbrl,latest_promoter_holding,latest_public_holding,promoter_holding_qoq_change,public_holding_qoq_change,previous_score_file
2026-05-13,ADANIENT,49,49,49,False,carried_forward,11.0,6.12,8.23,0.29,13.22,10.0,30,20,13,10,15,10,4.22,32439.0,-167.0,-1.71,12.0,-0.5148124171521934,5.074139153488085,88.5014951139061,,,2.0,20.295928205888902,30.69701853344078,-104.15940224159401,-102.91601187358128,-105.74983187626093,-7.6446860482450525,60.163737898574254,-2.0,2.2595608262846554,3,4,43,43,43,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,financial_results,1,1,https://www.screener.in/company/ADANIENT/consolidated/,https://www.screener.in/company/ADANIENT/consolidated/,0,13,12,13,12,2026-03-31,2026-03-31,screener_ADANIENT_shareholding_20260331,https://www.screener.in/company/ADANIENT/consolidated/,74.67,7.84,0.7000000000000028,0.17999999999999972,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260512.csv
2026-05-13,ADANIPORTS,68,68,68,False,carried_forward,21.05,16.5,6.31,1.86,12.1,10.0,30,20,13,10,15,10,3.1,10738.0,3308.0,14.45,56.0,30.806481653939283,14.946917489290371,43.9374185136897,,,13.0,26.50801131008482,10.643997939206585,9.427720807145224,8.708511337495883,3.584229390680993,22.92937831245141,33.3449257218295,-3.0,2.9147983440384237,4,4,43,43,43,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,financial_results,1,1,https://www.screener.in/company/ADANIPORTS/consolidated/,https://www.screener.in/company/ADANIPORTS/consolidated/,0,13,12,13,12,2026-03-31,2026-03-31,screener_ADANIPORTS_shareholding_20260331,https://www.screener.in/company/ADANIPORTS/consolidated/,68.02,4.89,0.0,-0.10000000000000053,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260512.csv
2026-05-13,APOLLOHOSP,70,70,70,False,carried_forward,23.72,12.78,9.94,2.14,10.92,10.0,30,20,13,10,15,8,3.32,6606.0,551.0,36.81,15.0,8.34090221011202,1.8013926733272783,84.68059339993945,,,15.0,18.133047210300425,1.9916628068550324,33.09178743961352,6.782945736434098,35.83025830258302,14.944174763984087,33.386793990994,1.0,-1.5497356415483807,4,4,43,43,43,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,financial_results,1,1,https://www.screener.in/company/APOLLOHOSP/consolidated/,https://www.screener.in/company/APOLLOHOSP/consolidated/,0,13,12,13,12,2026-03-31,2026-03-31,screener_APOLLOHOSP_shareholding_20260331,https://www.screener.in/company/APOLLOHOSP/consolidated/,28.02,6.39,0.0,-0.3200000000000003,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260512.csv
2026-05-13,ASIANPAINT,68,68,68,False,carried_forward,14.42,16.17,10.12,5.0,11.98,10.0,30,20,13,10,15,10,2.98,9247.0,1185.0,12.22,19.0,12.81496701632962,0.638044771277171,80.67481345301178,,,61.0,10.6232802966862,4.28555317469268,69.04422253922968,10.33519553072626,69.25207756232687,1.047301745919893,1.5645865082318133,2.0,-2.14609813928395,4,4,43,43,43,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,financial_results,1,1,https://www.screener.in/company/ASIANPAINT/consolidated/,https://www.screener.in/company/ASIANPAINT/consolidated/,0,13,12,13,12,2026-03-31,2026-03-31,screener_ASIANPAINT_shareholding_20260331,https://www.screener.in/company/ASIANPAINT/consolidated/,52.63,13.39,0.0,0.02000000000000135,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260512.csv
2026-05-13,AXISBANK,47,47,47,False,carried_forward,15.57,9.0,3.44,0.14,8.65,10.0,30,20,13,10,15,5,3.15,34171.0,7642.0,24.46,1.0,22.363992859442217,55.83682069591174,43.35840332445641,,,1.0,5.29705411068655,1.3705538580201182,1.771207883872683,8.243626062322939,1.3675922088686399,14.867413970862774,34.4671853351838,-6.0,6.556357225602717,4,4,43,43,43,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,financial_results,1,1,https://www.screener.in/company/AXISBANK/consolidated/,https://www.screener.in/company/AXISBANK/consolidated/,0,13,12,13,12,2026-03-31,2026-03-31,screener_AXISBANK_shareholding_20260331,https://www.screener.in/company/AXISBANK/consolidated/,8.14,6.44,-0.009999999999999787,-0.16999999999999993,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260512.csv
2026-05-13,BAJAJ-AUTO,76,76,76,False,carried_forward,25.0,14.2,9.03,5.0,12.43,10.0,30,20,13,10,15,10,3.43,17832.0,3492.0,131.02,17.0,19.58277254374159,1.9291161956034097,82.7557200538358,,,39.0,41.00901470820813,10.046901999506286,93.78468368479467,26.981818181818173,103.06881587104778,19.94330772245916,20.38957850954921,-2.0,1.3940246560815694,4,4,43,43,43,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,financial_results,1,1,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,0,13,12,13,12,2026-03-31,2026-03-31,screener_BAJAJ-AUTO_shareholding_20260331,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,55.01,21.62,0.01999999999999602,-0.39000000000000057,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260512.csv
2026-05-13,BAJAJFINSV,66,66,66,False,carried_forward,17.16,19.03,7.41,0.29,12.03,10.0,30,20,13,10,15,10,3.03,38494.0,5226.0,15.86,38.0,13.5761417363745,18.9406141216813,62.30321608562374,,,2.0,5.1892335018445035,-3.057318424498845,9.88225399495375,19.64285714285714,4.755614266842789,22.400824115977368,17.225530138853618,3.0,-2.9188087811613386,4,4,43,43,43,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,financial_results,1,1,https://www.screener.in/company/BAJAJFINSV/consolidated/,https://www.screener.in/company/BAJAJFINSV/consolidated/,0,13,12,13,12,2026-03-31,2026-03-31,screener_BAJAJFINSV_shareholding_20260331,https://www.screener.in/company/BAJAJFINSV/consolidated/,58.72,22.16,-0.09000000000000341,-0.21000000000000085,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260512.csv
2026-05-13,BAJFINANCE,77,77,77,False,carried_forward,23.07,19.5,9.99,2.86,12.06,10.0,30,20,13,10,15,10,3.06,21606.0,5553.0,8.78,35.0,25.70119411274646,34.24048875312413,30.32953809127094,1.01,0.41,20.0,18.104296490652683,2.8220625327178395,22.151341838979334,36.5715691096901,21.775312066574195,25.564709718099166,18.875487533572688,3.0,-1.7301536109265,4,4,43,43,43,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,financial_results,1,1,https://www.screener.in/company/BAJFINANCE/consolidated/,https://www.screener.in/company/BAJFINANCE/consolidated/,0,13,12,13,12,2026-03-31,2026-03-31,screener_BAJFINANCE_shareholding_20260331,https://www.screener.in/company/BAJFINANCE/consolidated/,54.71,8.73,0.00999999999999801,-0.03999999999999915,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260512.csv
2026-05-13,BEL,71,71,71,False,carried_forward,17.91,17.0,8.96,4.29,12.5,10.0,30,20,13,10,15,10,3.5,10224.0,2226.0,3.04,29.0,21.772300469483568,0.019561815336463225,70.84311424100157,,,30.0,11.737704918032787,42.913055633212196,4.654442877291953,40.88607594936708,4.467353951890041,15.900835715856921,26.621866060592648,-2.0,1.6190705251545836,4,4,43,43,43,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,financial_results,1,1,https://www.screener.in/company/BEL/consolidated/,https://www.screener.in/company/BEL/consolidated/,0,13,12,13,12,2026-03-31,2026-03-31,screener_BEL_shareholding_20260331,https://www.screener.in/company/BEL/consolidated/,51.14,9.37,0.0,-0.5,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260512.csv
2026-05-13,BHARTIARTL,68,68,68,False,carried_forward,14.13,18.5,8.19,5.0,12.02,10.0,30,20,13,10,15,10,3.02,55383.0,9247.0,12.02,57.0,16.696459202282288,10.122239676435008,43.13959157142083,,,55.0,15.680090233102174,2.5953095476269894,-25.88169285027252,8.74985299306128,-37.81686497672012,14.882291893724497,40.148597418107656,1.0,-0.4459210027290581,4,4,43,43,43,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,financial_results,1,1,https://www.screener.in/company/BHARTIARTL/consolidated/,https://www.screener.in/company/BHARTIARTL/consolidated/,0,13,12,13,12,2026-03-31,2026-03-31,screener_BHARTIARTL_shareholding_20260331,https://www.screener.in/company/BHARTIARTL/consolidated/,48.87,2.63,0.0,-0.020000000000000018,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260512.csv
