score_date,symbol,fundamental_score,computed_score,previous_score,score_changed,score_source,growth_score,profitability_score,efficiency_score,shareholder_return_score,shareholding_quality_score,freshness_score,quarterly_recency_score,annual_recency_score,disclosure_score,filing_consistency_score,shareholding_recency_score,promoter_score,shareholding_trend_score,latest_revenue,latest_net_profit,latest_eps,latest_margin,latest_net_margin,latest_interest_to_revenue,latest_expense_ratio,latest_gross_npa,latest_net_npa,latest_dividend_payout,quarterly_revenue_yoy_pct,quarterly_revenue_qoq_pct,quarterly_profit_yoy_pct,quarterly_profit_qoq_pct,quarterly_eps_yoy_pct,annual_revenue_3y_cagr_pct,annual_profit_3y_cagr_pct,margin_yoy_change_pct,expense_ratio_yoy_change_pct,positive_profit_quarters,positive_revenue_quarters,quarterly_recency_days,annual_recency_days,shareholding_recency_days,formal_latest_quarter_end,formal_latest_annual_end,announcement_latest_quarter_end,announcement_latest_annual_end,latest_quarter_end,latest_annual_end,latest_quarter_filing_dt,latest_annual_filing_dt,latest_result_announcement_dt,result_freshness_source,latest_quarter_has_xbrl,latest_annual_has_xbrl,latest_quarter_xbrl,latest_annual_xbrl,latest_financial_format_new,quarterly_filing_count,annual_filing_count,quarterly_period_count,annual_period_count,latest_shareholding_date,latest_shareholding_submission_dt,latest_shareholding_record_id,latest_shareholding_xbrl,latest_promoter_holding,latest_public_holding,promoter_holding_qoq_change,public_holding_qoq_change,previous_score_file
2026-03-04,ADANIENT,67,67,67,False,carried_forward,20.72,15.5,9.05,0.29,11.81,10.0,30,20,13,10,15,10,2.81,24820.0,5727.0,43.53,15.0,23.074133763094277,6.551168412570507,85.32634971796938,,,2.0,8.630952380952372,16.80549672925784,2400.873362445415,67.75043936731106,9573.333333333334,12.139504759203579,116.57668714088048,2.0,-1.2370256321706847,4,4,63,338,63,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,financial_results,1,1,https://www.screener.in/company/ADANIENT/consolidated/,https://www.screener.in/company/ADANIENT/consolidated/,0,12,11,12,11,2025-12-31,2025-12-31,screener_ADANIENT_shareholding_20251231,https://www.screener.in/company/ADANIENT/consolidated/,73.97,7.66,0.0,0.1900000000000004,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260302.csv
2026-03-04,ADANIPORTS,75,75,75,False,carried_forward,23.15,18.0,7.84,2.0,14.49,10.0,30,20,13,10,15,10,5.49,9705.0,3043.0,13.25,60.0,31.354971664090677,10.097887686759401,40.38124678001031,,,14.0,21.86087393269713,5.8688774953638,20.849880857823667,-2.4679487179487203,13.53898886032563,21.19604307178051,30.709961914854624,0.0,0.6901367850329123,4,4,63,338,63,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,financial_results,1,1,https://www.screener.in/company/ADANIPORTS/consolidated/,https://www.screener.in/company/ADANIPORTS/consolidated/,0,12,11,12,11,2025-12-31,2025-12-31,screener_ADANIPORTS_shareholding_20251231,https://www.screener.in/company/ADANIPORTS/consolidated/,68.02,4.99,2.1299999999999955,-0.4900000000000002,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260302.csv
2026-03-04,APOLLOHOSP,66,66,66,False,carried_forward,21.42,12.66,9.8,1.86,10.32,10.0,30,20,13,10,15,8,2.72,6477.0,516.0,34.93,15.0,7.966651227420102,1.7446348618187433,85.10112706499923,,,13.0,17.188348109281716,2.7442893401015134,36.14775725593668,4.453441295546567,34.916956353804565,14.12252464717405,10.747070371372104,1.0,-1.112008451555866,4,4,63,338,63,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,financial_results,1,1,https://www.screener.in/company/APOLLOHOSP/consolidated/,https://www.screener.in/company/APOLLOHOSP/consolidated/,0,12,11,12,11,2025-12-31,2025-12-31,screener_APOLLOHOSP_shareholding_20251231,https://www.screener.in/company/APOLLOHOSP/consolidated/,28.02,6.71,0.0,0.28000000000000025,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260302.csv
2026-03-04,ASIANPAINT,62,62,62,False,carried_forward,8.57,15.79,9.75,5.0,12.72,10.0,30,20,13,10,15,10,3.72,8867.0,1074.0,11.05,20.0,12.112326604262998,0.5413330325927597,79.91428893650615,,,65.0,3.719733302140593,3.9385769546360416,-4.78723404255319,5.500982318271119,-4.5768566493955,5.225956360066086,6.342348473856907,1.0,-0.948969924179309,4,4,63,338,63,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,financial_results,1,1,https://www.screener.in/company/ASIANPAINT/consolidated/,https://www.screener.in/company/ASIANPAINT/consolidated/,0,12,11,12,11,2025-12-31,2025-12-31,screener_ASIANPAINT_shareholding_20251231,https://www.screener.in/company/ASIANPAINT/consolidated/,52.63,13.37,0.0,-0.7200000000000006,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260302.csv
2026-03-04,AXISBANK,52,52,52,False,carried_forward,16.77,10.85,5.23,0.14,8.93,10.0,30,20,13,10,15,5,3.43,33709.0,7060.0,22.58,6.0,20.943961553294372,55.72695719244118,37.802960633658664,,,1.0,4.810024252223122,4.329928814608475,4.145154152529873,26.818753368061788,3.6730945821854766,22.76296195683456,25.66163334846705,-1.0,0.7623537062287795,4,4,63,338,63,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,financial_results,1,1,https://www.screener.in/company/AXISBANK/consolidated/,https://www.screener.in/company/AXISBANK/consolidated/,0,12,11,12,11,2025-12-31,2025-12-31,screener_AXISBANK_shareholding_20251231,https://www.screener.in/company/AXISBANK/consolidated/,8.15,6.61,-0.009999999999999787,-0.4499999999999993,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260302.csv
2026-03-04,BAJAJ-AUTO,77,77,77,False,carried_forward,20.8,18.3,10.11,5.0,12.4,10.0,30,20,13,10,15,10,3.4,16204.0,2750.0,98.38,23.0,16.97111824240928,1.9377931374969144,76.98716366329302,,,80.0,23.046548712886317,2.980616460120755,25.22768670309654,29.594721960414706,25.133553803103514,15.443598997246433,5.909447604419338,2.0,-2.1228674704301227,4,4,63,338,63,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,financial_results,1,1,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,0,12,11,12,11,2025-12-31,2025-12-31,screener_BAJAJ-AUTO_shareholding_20251231,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,54.99,22.01,-0.04999999999999716,-0.5,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260302.csv
2026-03-04,BAJAJFINSV,62,62,62,False,carried_forward,19.4,14.67,5.5,0.29,12.15,10.0,30,20,13,10,15,10,3.15,39708.0,4368.0,13.95,35.0,11.000302206104564,18.212954568348945,65.08008461770928,,,2.0,23.92484863616504,6.162607277491117,-0.9972801450589319,-7.964601769911505,-0.14316392269149159,25.067491741894642,28.29852835496862,-4.0,3.6950275051694916,4,4,63,338,63,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,financial_results,1,1,https://www.screener.in/company/BAJAJFINSV/consolidated/,https://www.screener.in/company/BAJAJFINSV/consolidated/,0,12,11,12,11,2025-12-31,2025-12-31,screener_BAJAJFINSV_shareholding_20251231,https://www.screener.in/company/BAJAJFINSV/consolidated/,58.81,22.37,0.0,-0.14999999999999858,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260302.csv
2026-03-04,BAJFINANCE,66,66,66,False,carried_forward,17.61,16.0,7.78,3.0,12.07,10.0,30,20,13,10,15,10,3.07,21013.0,4066.0,6.39,28.0,19.349926236139535,34.92599819159568,36.82006377004711,1.21,0.47,21.0,16.512337122262277,4.1330095643986375,-5.617455896007428,-17.82538399353274,-6.851311953352779,30.13161624047229,33.65281400329654,-5.0,5.264754648893799,4,4,63,338,63,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,financial_results,1,1,https://www.screener.in/company/BAJFINANCE/consolidated/,https://www.screener.in/company/BAJFINANCE/consolidated/,0,12,11,12,11,2025-12-31,2025-12-31,screener_BAJFINANCE_shareholding_20251231,https://www.screener.in/company/BAJFINANCE/consolidated/,54.7,8.77,0.030000000000001137,-0.009999999999999787,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260302.csv
2026-03-04,BEL,78,78,78,False,carried_forward,22.79,18.5,9.71,4.71,11.97,10.0,30,20,13,10,15,10,2.97,7154.0,1580.0,2.16,30.0,22.085546547386077,0.02795638803466592,70.2683813251328,,,33.0,23.96465084040895,23.515193370165743,20.42682926829269,22.766122766122777,20.67039106145252,15.646151891877945,30.411255149889804,1.0,-0.7938262645397032,4,4,63,338,63,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,financial_results,1,1,https://www.screener.in/company/BEL/consolidated/,https://www.screener.in/company/BEL/consolidated/,0,12,11,12,11,2025-12-31,2025-12-31,screener_BEL_shareholding_20251231,https://www.screener.in/company/BEL/consolidated/,51.14,9.87,0.0,0.02999999999999936,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260302.csv
2026-03-04,BHARTIARTL,67,67,67,False,carried_forward,14.82,19.5,8.77,4.0,10.07,10.0,30,20,13,10,15,10,1.07,53982.0,8503.0,11.63,57.0,15.751546811900264,10.416435107998963,42.97543625652995,,,28.0,19.61709765339361,3.522868923194933,-47.30089866749303,-1.7107848803606496,-55.18304431599229,14.069389090490759,65.25597756495338,3.0,-2.523023713777391,4,4,63,338,63,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,2025-03-31,2025-12-31,financial_results,1,1,https://www.screener.in/company/BHARTIARTL/consolidated/,https://www.screener.in/company/BHARTIARTL/consolidated/,0,12,11,12,11,2025-12-31,2025-12-31,screener_BHARTIARTL_shareholding_20251231,https://www.screener.in/company/BHARTIARTL/consolidated/,48.87,2.65,-1.4000000000000057,-0.07000000000000028,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/screener_fundamental_scores_20260302.csv
