score_date,symbol,fundamental_score,computed_score,previous_score,score_changed,score_source,quarterly_recency_score,annual_recency_score,disclosure_score,filing_consistency_score,shareholding_recency_score,promoter_score,quarterly_recency_days,annual_recency_days,shareholding_recency_days,formal_latest_quarter_end,formal_latest_annual_end,announcement_latest_quarter_end,announcement_latest_annual_end,latest_quarter_end,latest_annual_end,latest_quarter_filing_dt,latest_annual_filing_dt,latest_result_announcement_dt,result_freshness_source,latest_quarter_has_xbrl,latest_annual_has_xbrl,latest_quarter_xbrl,latest_annual_xbrl,latest_financial_format_new,quarterly_filing_count,annual_filing_count,quarterly_period_count,annual_period_count,latest_shareholding_date,latest_shareholding_submission_dt,latest_shareholding_record_id,latest_shareholding_xbrl,latest_promoter_holding,latest_public_holding,previous_score_file
2025-10-14,SHRIRAMFIN,98,98,98,False,carried_forward,30,20,15,10,15,8,106,197,106,2024-12-31,2024-03-31,2025-06-30,2025-03-31,2025-06-30,2025-03-31,2025-01-24,2024-04-26,2025-07-25,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/NBFC_INDAS_117665_1360798_24012025070921.xml,https://nsearchives.nseindia.com/corporate/xbrl/NBFC_INDAS_104797_1109248_26042024052037.xml,1,56,12,29,6,2025-06-30,2025-07-18,200417,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1487212_18072025074503_WEB.xml,25.39,74.61,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,SUNPHARMA,94,94,94,False,carried_forward,30,14,15,10,15,10,106,562,106,2024-12-31,2024-03-31,2025-06-30,2016-03-31,2025-06-30,2024-03-31,2025-01-31,2024-05-22,2025-07-31,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118371_1367891_31012025073304.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_106751_1134499_22052024082414.xml,1,60,15,30,8,2025-06-30,2025-07-21,200988,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489053_21072025051303_WEB.xml,54.48,45.52,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,TATACONSUM,98,98,98,False,carried_forward,30,20,15,10,15,8,106,197,106,2024-12-31,2024-03-31,2025-06-30,2025-03-31,2025-06-30,2025-03-31,2025-01-30,2024-04-24,2025-07-23,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118223_1366708_30012025110612.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104658_1106904_24042024113607.xml,1,58,14,29,7,2025-06-30,2025-07-21,201386,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489928_21072025102812_WEB.xml,33.84,66.16,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,TATASTEEL,92,92,92,False,carried_forward,30,14,15,10,15,8,106,562,106,2024-12-31,2024-03-31,2025-06-30,2019-03-31,2025-06-30,2024-03-31,2025-01-27,2024-05-29,2025-07-30,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117788_1362364_27012025071559.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_107998_1145825_29052024081027.xml,1,59,16,30,8,2025-06-30,2025-07-21,201299,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489780_21072025083548_WEB.xml,33.19,66.81,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,TCS,94,94,94,False,carried_forward,30,14,15,10,15,10,14,562,106,2024-12-31,2024-03-31,2025-09-30,2008-03-31,2025-09-30,2024-03-31,2025-01-09,2024-04-12,2025-10-09,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117182_1341298_09012025093940.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104550_1090534_12042024090438.xml,1,60,16,30,8,2025-06-30,2025-07-21,201322,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489819_21072025085729_WEB.xml,71.77,28.23,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,TECHM,92,92,92,False,carried_forward,30,14,15,10,15,8,14,562,106,2024-12-31,2024-03-31,2025-09-30,2014-03-31,2025-09-30,2024-03-31,2025-01-17,2024-04-25,2025-10-14,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117316_1349320_17012025041910.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104717_1108423_25042024082515.xml,1,56,14,28,7,2025-06-30,2025-07-21,201167,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489460_21072025064930_WEB.xml,35.0,65.0,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,TITAN,94,94,94,False,carried_forward,30,14,15,10,15,10,106,562,106,2024-12-31,2024-03-31,2025-06-30,,2025-06-30,2024-03-31,2025-02-04,2024-05-03,2025-08-07,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118668_1371012_04022025105441.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105254_1115176_03052024113001.xml,1,59,14,30,7,2025-06-30,2025-07-09,199272,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1490050_22072025114302_WEB.xml,52.9,47.02,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,TMPV,92,92,92,False,carried_forward,30,14,15,10,15,8,106,562,106,2024-12-31,2024-03-31,2025-06-30,2022-03-31,2025-06-30,2024-03-31,2025-01-29,2024-05-10,2025-08-08,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118027_1364768_29012025052000.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105628_1120323_10052024061301.xml,1,56,14,28,7,2025-06-30,2025-07-21,201358,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489883_21072025094616_WEB.xml,42.57,57.43,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,TRENT,77,77,77,False,carried_forward,15,14,15,10,15,8,287,562,106,2024-12-31,2024-03-31,2024-12-31,2011-03-31,2024-12-31,2024-03-31,2025-02-06,2024-04-30,2025-02-06,financial_results,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_118848_1372740_06022025034057.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104993_1111845_30042024025547.xml,1,53,16,30,8,2025-06-30,2025-07-21,200837,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488593_21072025021918_WEB.xml,37.01,62.99,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,ULTRACEMCO,94,94,94,False,carried_forward,30,14,15,10,15,10,106,562,106,2024-12-31,2024-03-31,2025-06-30,2015-03-31,2025-06-30,2024-03-31,2025-01-23,2024-05-03,2025-07-21,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117564_1359649_23012025065930.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_105192_1114229_03052024102247.xml,1,57,15,28,7,2025-06-30,2025-07-21,201146,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489411_21072025063712_WEB.xml,59.23,40.59,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
2025-10-14,WIPRO,94,94,94,False,carried_forward,30,14,15,10,15,10,106,562,106,2024-12-31,2024-03-31,2025-06-30,2013-03-31,2025-06-30,2024-03-31,2025-01-17,2024-04-19,2025-07-17,financial_result_announcements,1,1,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_117318_1349352_17012025042601.xml,https://nsearchives.nseindia.com/corporate/xbrl/INDAS_104599_1101316_19042024043901.xml,1,56,14,28,7,2025-06-30,2025-07-12,199497,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1481700_12072025083419_WEB.xml,72.66,27.22,data_cache/nse_equity/fundamentals/fundamental_scores_by_day/nse_fundamental_scores_20251013.csv
