score_date,symbol,technical_score,value_score_0_50,momentum_score_0_50,open,high,low,close,previous_close,volume,turnover,trades,return_21d_pct,return_63d_pct,return_126d_pct,return_252d_pct,sma_20,sma_50,sma_200,sma50_over_sma200_pct,close_vs_sma20_pct,volume_sma_20,volume_vs_sma20_pct,rolling_high_252,rolling_low_252,discount_to_252d_high_pct,premium_to_252d_low_pct,discount_to_sma200_pct,bollinger_upper_20_2,bollinger_lower_20_2,bollinger_pct_b,rsi_14,value_discount_high_rank,value_discount_sma200_rank,value_rsi_rank,value_bollinger_rank,momentum_21d_rank,momentum_63d_rank,momentum_126d_rank,momentum_trend_rank,value_discount_high_weight,value_discount_sma200_weight,value_rsi_weight,value_bollinger_weight,momentum_21d_weight,momentum_63d_weight,momentum_126d_weight,momentum_trend_weight,instrument_name,isin
2025-06-02,ADANIENT,50.0,25.0,25.0,2527.0,2564.0,2514.9,2518.8,2519.9,1008716,2556983906.1,49113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.25,0.2,0.15,0.35,0.35,0.2,0.1,ADANI ENTERPRISES LIMITED,INE423A01024
2025-06-02,ADANIPORTS,50.0,25.0,25.0,1432.8,1482.0,1425.3,1468.0,1432.8,3164701,4635570158.8,100382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.25,0.2,0.15,0.35,0.35,0.2,0.1,ADANI PORT & SEZ LTD,INE742F01042
2025-06-02,APOLLOHOSP,50.0,25.0,25.0,6944.0,7090.0,6883.5,6915.5,6880.5,1217905,8515466841.5,101125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.25,0.2,0.15,0.35,0.35,0.2,0.1,APOLLO HOSPITALS ENTER. L,INE437A01024
2025-06-02,ASIANPAINT,50.0,25.0,25.0,2259.1,2272.3,2257.9,2266.7,2259.1,702789,1592180294.9,41035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.25,0.2,0.15,0.35,0.35,0.2,0.1,ASIAN PAINTS LIMITED,INE021A01026
2025-06-02,AXISBANK,50.0,25.0,25.0,1189.8,1200.9,1179.2,1194.4,1192.2,3761853,4488261974.4,127235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.25,0.2,0.15,0.35,0.35,0.2,0.1,AXIS BANK LIMITED,INE238A01034
2025-06-02,BAJAJ-AUTO,50.0,25.0,25.0,8621.5,8621.5,8415.0,8513.5,8607.0,457251,3877435602.5,61075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.25,0.2,0.15,0.35,0.35,0.2,0.1,BAJAJ AUTO LIMITED,INE917I01010
2025-06-02,BAJAJFINSV,50.0,25.0,25.0,2017.4,2035.7,1995.1,2029.0,2017.4,1339043,2697268542.4,51357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.25,0.2,0.15,0.35,0.35,0.2,0.1,BAJAJ FINSERV LTD.,INE918I01026
2025-06-02,BAJFINANCE,50.0,25.0,25.0,9130.0,9165.0,9040.0,9118.5,9180.5,661963,6034437736.5,80263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.25,0.2,0.15,0.35,0.35,0.2,0.1,BAJAJ FINANCE LIMITED,INE296A01024
2025-06-02,BEL,50.0,25.0,25.0,385.0,389.25,383.75,387.5,384.6,11943152,4623019230.6,113485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.25,0.2,0.15,0.35,0.35,0.2,0.1,BHARAT ELECTRONICS LTD,INE263A01024
2025-06-02,BHARTIARTL,50.0,25.0,25.0,1844.0,1859.0,1831.5,1854.1,1856.2,3199499,5915706164.5,119382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.25,0.2,0.15,0.35,0.35,0.2,0.1,BHARTI AIRTEL LIMITED,INE397D01024
